match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,captain,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
11408391,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,False,28.0,22.0,9.0,3.0,21.0,23.0,1.0,5.0,1.0,1.0,4.0,1.0,90.0,33.0,6.7,6.0,0.00065878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408391,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,False,40.0,35.0,3.0,1.0,12.0,13.0,24.0,30.0,9.0,1.0,6.0,1.0,90.0,61.0,7.5,10.0,0.0423779,1,,,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0508,1.0,,,,,,,,,,,,,,,,,
11408391,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,False,42.0,32.0,5.0,,24.0,27.0,8.0,15.0,5.0,2.0,5.0,,45.0,51.0,8.3,10.0,0.00507248,2,,,,,1.0,2.0,1.0,,,,,,,3.0,3.0,0.2312,1.0,2.0,1.0,1.0,2.0,0.4708,,,,,,,,,,,,
11408391,home,Benfica,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,5,5,False,67.0,63.0,4.0,3.0,37.0,38.0,26.0,29.0,3.0,6.0,5.0,,90.0,78.0,7.2,5.0,0.0209568,0,,,,,,,3.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11408391,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,1085081,EUR,1048377600,D,3,3,False,33.0,30.0,1.0,,15.0,16.0,16.0,20.0,5.0,3.0,5.0,1.0,90.0,60.0,7.1,12.0,0.0697649,2,,,3.0,1.0,2.0,1.0,8.0,,3.0,1.0,,,1.0,3.0,2.0,0.0675,,1.0,,,,0.1512,1.0,3.0,2.0,,,,,,,,,
11408391,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,79.0,72.0,7.0,3.0,29.0,29.0,43.0,50.0,5.0,,5.0,1.0,90.0,88.0,7.5,8.0,0.220314,1,,,,,,,2.0,,1.0,,,1.0,,4.0,3.0,0.21,1.0,,,,,,,,1.0,JoaoMario,True,1.0,,,,,,
11408391,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,False,44.0,42.0,1.0,1.0,24.0,24.0,18.0,20.0,2.0,1.0,4.0,,45.0,49.0,6.7,2.0,0.0191914,0,,,,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,joao_neves,,,,,,,,
11408391,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,M,7,7,False,16.0,12.0,1.0,1.0,3.0,3.0,10.0,14.0,1.0,,2.0,,45.0,24.0,6.7,9.0,0.138022,0,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,4.0,,davidneres,,,,,,,,
11408391,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,907461,EUR,978048000,M,10,10,False,41.0,35.0,1.0,,8.0,9.0,27.0,32.0,4.0,,2.0,2.0,86.0,60.0,7.9,13.0,0.0956619,5,,,,,1.0,,5.0,,1.0,3.0,2.0,1.0,,,,0.6594,2.0,3.0,,1.0,,0.8386,1.0,5.0,2.0,orkunkokcu,,1.0,,,,,,
11408391,home,Benfica,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,47,176,1493,M,976410,EUR,992822400,M,47,47,False,37.0,32.0,2.0,1.0,9.0,9.0,23.0,29.0,6.0,,7.0,2.0,89.0,54.0,8.4,9.0,0.700152,2,,,1.0,,2.0,,9.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0579,3.0,,,,,,,,3.0,,,,2.0,2.0,,,,
11408391,home,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,False,15.0,11.0,,,1.0,3.0,10.0,14.0,5.0,,4.0,2.0,90.0,39.0,7.0,16.0,0.165123,2,,,2.0,,1.0,1.0,7.0,1.0,2.0,5.0,2.0,,,,,0.1094,2.0,1.0,1.0,,,0.1893,1.0,5.0,,arthurcabral9,,,,1.0,,,,
11408391,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,True,36.0,33.0,3.0,2.0,25.0,26.0,8.0,10.0,4.0,1.0,2.0,,45.0,39.0,6.9,3.0,0.00552028,0,,,,,,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,antoniosilva.66,,,,,,,,
11408391,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,True,38.0,33.0,1.0,1.0,21.0,23.0,12.0,15.0,2.0,,5.0,,45.0,46.0,7.0,5.0,0.0187481,1,,,,,,,2.0,2.0,,,,1.0,2.0,2.0,,0.0258,,,,,1.0,,,,,,,,,,,,,
11408391,home,Benfica,Benjamín Rollheiser,benjamin-rollheiser,B. Rollheiser,M,32,175,4218,M,922454,EUR,953856000,F,32,32,True,32.0,27.0,2.0,1.0,11.0,12.0,16.0,24.0,3.0,,5.0,1.0,45.0,45.0,7.4,11.0,0.100739,2,,,4.0,,,1.0,3.0,,,3.0,1.0,,,,,0.2848,1.0,1.0,,1.0,1.0,0.4446,1.0,,1.0,,,,,,,,,
11408391,home,Benfica,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,19,19,True,,,,,,,,,,,,,10.0,,6.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408391,home,Benfica,Diogo Spencer,diogo-spencer,D. Spencer,D,82,178,353,M,1120043,EUR,1082160000,D,82,82,True,2.0,2.0,,,2.0,2.0,,,,,1.0,,1.0,3.0,,,2.04e-06,1,,,,,,,,,,,,1.0,,,,0.0143,,,,,,,,,,,,,,,,,,
11408391,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,966616,EUR,996624000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anatoliytrubin81,,,,,,,,
11408391,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Rafa_Silva,,,,,,,,
11408391,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,30027,EUR,571795200,M,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ÁDiMaría,,,,,,,,
11408391,home,Benfica,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22760,M,1047227,EUR,1051833600,F,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,marcosleonardo09,,,,,,,,
