match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,captain,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_blockedScoringAttempt
10433860,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,26.0,16.0,19.0,10.0,8.0,13.0,8.0,13.0,12.0,1.0,1.0,90.0,33.0,5.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433860,home,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,176,11,M,148926,EUR,702864000,D,13,13,False,42.0,32.0,5.0,2.0,26.0,32.0,6.0,10.0,7.0,,,90.0,70.0,6.5,15.0,0,13,2.0,1.0,8.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10433860,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,19.0,14.0,3.0,2.0,11.0,12.0,3.0,7.0,4.0,,,60.0,25.0,6.2,5.0,0,21,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433860,home,İstanbulspor,Adi Mehremić,adi-mehremic,A. Mehremić,D,188,26,M,152110,EUR,704246400,D,88,88,False,28.0,18.0,7.0,1.0,13.0,16.0,5.0,12.0,3.0,,,90.0,42.0,6.6,11.0,0,4,2.0,3.0,5.0,,3.0,4.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10433860,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,38.0,31.0,5.0,2.0,24.0,30.0,9.0,13.0,9.0,,,90.0,58.0,5.5,13.0,0,66,,4.0,1.0,2.0,3.0,2.0,1.0,1.0,,,1.0,,,1.0,,,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10433860,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,M,23,23,False,35.0,30.0,4.0,2.0,26.0,30.0,4.0,5.0,4.0,,,90.0,58.0,7.1,7.0,0,3,,4.0,8.0,,5.0,2.0,5.0,3.0,2.0,1.0,,,,,,1.0,3.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,
10433860,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180,102,M,987126,EUR,886809600,M,98,98,False,20.0,12.0,1.0,1.0,4.0,5.0,8.0,16.0,2.0,,,90.0,42.0,7.6,20.0,3,98,,6.0,4.0,2.0,,,,,5.0,3.0,,,,1.0,,,2.0,1.0,,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,
10433860,home,İstanbulspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,178,97,M,828872,EUR,824601600,M,57,57,False,53.0,50.0,7.0,7.0,33.0,35.0,17.0,18.0,6.0,,,90.0,65.0,6.8,5.0,0,6,1.0,4.0,5.0,,,4.0,3.0,3.0,2.0,,,,,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10433860,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,33.0,28.0,3.0,2.0,14.0,15.0,14.0,18.0,6.0,,,84.0,52.0,7.0,12.0,1,24,1.0,7.0,4.0,2.0,1.0,1.0,1.0,,3.0,2.0,1.0,,,,,,2.0,,,3.0,,,,1.0,,,,1.0,1.0,,,,,,,
10433860,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,25.0,12.0,2.0,,7.0,11.0,5.0,17.0,8.0,,,90.0,47.0,5.8,24.0,0,27,,10.0,3.0,2.0,,2.0,1.0,,4.0,,,,,2.0,,,3.0,3.0,,2.0,,3.0,2.0,,,,1.0,,,,,,,,,
