match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon,captain,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_errorLeadToAGoal,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_hitWoodwork
13472813,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,96,96,False,24.0,23.0,3.0,2.0,0.0,20.0,21.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,90.0,31.0,6.6,1.0,0.00081957,31.284983672,7.0,18.795,5.145,0,-0.6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,66.0,63.0,3.0,3.0,0.0,28.0,29.0,35.0,37.0,1.0,6.0,,,,78.0,88.0,6.3,10.0,0.421864,237.97387234065,36.0,80.22,13.545,0,,5.0,2.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,41.0,38.0,,,0.0,28.0,28.0,10.0,13.0,3.0,1.0,,,,60.0,52.0,6.9,4.0,0.00678637,147.95406876483,19.0,81.165,13.44,1,,,,1.0,4.0,1.0,6.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,0.2868,,,,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185,2035,M,989843,EUR,1006300800,D,21,21,False,58.0,52.0,5.0,3.0,0.0,22.0,25.0,30.0,33.0,4.0,2.0,,,,90.0,67.0,6.9,6.0,0.0133735,244.43199661501,34.0,131.985,17.325,1,,,,4.0,7.0,5.0,7.0,,,,,,,,1.0,,,1.0,,0.0421,1.0,0.031,,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,53.0,48.0,3.0,2.0,0.0,18.0,21.0,30.0,32.0,3.0,4.0,,,,90.0,72.0,6.4,10.0,0.208801,242.40597932437,29.0,167.475,29.925,1,,6.0,1.0,2.0,1.0,3.0,6.0,1.0,,,1.0,2.0,2.0,3.0,,,,,,0.0064,,,1.0,1.0,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Erick,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,14,14,False,15.0,13.0,,,0.0,4.0,4.0,9.0,11.0,1.0,,,,,45.0,24.0,6.5,5.0,0.100631,50.791778301335,8.0,16.17,10.395,1,,1.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,,,,,,1.0,,,,0.0887,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
13472813,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,39.0,33.0,2.0,,0.0,10.0,10.0,23.0,29.0,1.0,4.0,,,,45.0,51.0,6.4,8.0,0.0313161,297.45526346054,32.0,177.345,34.23,3,,1.0,,,,4.0,4.0,2.0,,1.0,,2.0,1.0,2.0,1.0,,,,,0.0745,,,3.0,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,35.0,29.0,,,0.0,9.0,10.0,20.0,25.0,1.0,6.0,,,,90.0,50.0,7.1,10.0,0.362,156.89751336423,22.0,54.495,16.485,1,,2.0,1.0,2.0,,8.0,4.0,2.0,1.0,4.0,,2.0,2.0,,1.0,3.0,1.0,,,0.3303,,,,,2.0,,,,,,,,,,,,,,,,
13472813,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,False,32.0,28.0,,,1.0,2.0,2.0,26.0,30.0,,4.0,,,,89.0,64.0,8.0,20.0,0.810195,304.32818504818,32.0,160.545,30.24,5,,10.0,3.0,2.0,,6.0,6.0,1.0,,7.0,,,,1.0,1.0,3.0,1.0,,6.0,0.3037,1.0,0.204,3.0,,5.0,,1.0,1.0,,,,,,,,,,,,,
13472813,home,Bahia,Willian José,willian-jose,W. José,F,12,189,3025,M,123223,EUR,690854400,F,12,12,False,24.0,22.0,1.0,1.0,0.0,5.0,5.0,17.0,19.0,,3.0,,,,90.0,38.0,7.7,6.0,0.0958489,53.546068778429,9.0,-25.305,6.09,3,,1.0,,2.0,1.0,5.0,3.0,,,3.0,,,,1.0,1.0,3.0,2.0,,1.0,0.8763,1.0,0.8528,,,1.0,,,,True,1.0,,,,,,,,,,,
13472813,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169,4844,M,1104070,EUR,970358400,F,16,16,False,24.0,21.0,1.0,,0.0,3.0,3.0,18.0,21.0,,1.0,,,,90.0,50.0,8.0,13.0,0.188157,304.58780381771,28.0,78.225,22.365,5,,3.0,1.0,,1.0,3.0,9.0,,1.0,7.0,,,,3.0,,2.0,1.0,,5.0,0.3927,3.0,0.9133,1.0,,5.0,,,,,,Erick,Pulga,1.0,1.0,,,,,,,
13472813,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,True,43.0,37.0,1.0,,0.0,13.0,16.0,24.0,27.0,1.0,7.0,,,,45.0,54.0,6.9,8.0,0.031157,226.75960963876,29.0,146.475,19.53,1,,1.0,,,1.0,3.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,0.0207,1.0,0.0532,,,,,,,,,,,,,,,,,,,
13472813,home,Bahia,Tiago Souza,tiago-souza,T. Souza,F,77,178,943,M,1469531,EUR,1112918400,F,77,77,True,11.0,8.0,,,0.0,1.0,1.0,7.0,10.0,,2.0,,,,45.0,20.0,7.1,7.0,0.0697195,60.619975018698,7.0,20.265,18.795,2,,2.0,1.0,2.0,,3.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.3973,1.0,0.9929,,,1.0,,,,,1.0,,,1.0,,,,,,,,
13472813,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,True,39.0,34.0,,,0.0,3.0,3.0,31.0,36.0,,2.0,,,,30.0,47.0,6.8,10.0,0.377929,139.85178685964,20.0,42.0,12.6,0,,5.0,1.0,1.0,,2.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,evertonri,,,,,,
13472813,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,True,13.0,11.0,1.0,1.0,0.0,1.0,2.0,10.0,11.0,,1.0,,,,12.0,17.0,6.9,4.0,0.0619487,40.93406560861,8.0,11.55,5.67,0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
13472813,home,Bahia,Kayky,kayky,Kayky,M,37,175,2624,M,1106151,EUR,1055203200,F,37,37,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,1.0,5.0,,,0.0119065,16.905196782056,3.0,-4.2,5.985,0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Kayky,,,,,,,,,,
