match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed
12504399,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,False,24.0,16.0,12.0,4.0,0.0,12.0,12.0,4.0,12.0,1.0,1.0,3.0,1.0,1.0,90.0,29.0,6.1,10.0,0.00066526,0,-0.9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504399,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,31.0,25.0,2.0,1.0,0.0,12.0,14.0,13.0,18.0,2.0,5.0,3.0,,,90.0,50.0,6.4,12.0,0.0073554,0,,Thomas Kristensen,,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,
12504399,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,36.0,27.0,10.0,5.0,0.0,19.0,21.0,8.0,15.0,1.0,2.0,4.0,,,90.0,56.0,7.2,9.0,0.00620503,1,,,,,2.0,6.0,1.0,1.0,7.0,3.0,1.0,,,1.0,1.0,1.0,3.0,0.0638,,,,,,,,,,,,,,
12504399,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192,1946,M,892979,EUR,949881600,D,28,28,False,53.0,43.0,6.0,,1.0,34.0,37.0,9.0,16.0,1.0,3.0,4.0,,,90.0,76.0,7.7,12.0,0.0327241,1,,,,,1.0,9.0,6.0,6.0,5.0,2.0,2.0,1.0,,,1.0,1.0,2.0,0.017,1.0,1.0,2.0,,,,,,,,,,,
12504399,home,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,D,11,11,False,18.0,16.0,4.0,2.0,1.0,11.0,12.0,6.0,9.0,,3.0,3.0,,,65.0,35.0,7.1,7.0,0.157205,0,,,,3.0,,3.0,1.0,,2.0,2.0,2.0,1.0,1.0,4.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
12504399,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,M,10,10,False,27.0,21.0,2.0,2.0,0.0,1.0,4.0,22.0,33.0,,6.0,6.0,,,89.0,51.0,7.4,17.0,0.0541038,1,,,,10.0,,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0419,3.0,2.0,3.0,2.0,,True,,,,,,,,
12504399,home,Udinese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,26.0,23.0,3.0,1.0,0.0,15.0,17.0,8.0,9.0,1.0,4.0,5.0,,,65.0,34.0,6.5,5.0,0.00319345,1,,,,,,,,,1.0,,,1.0,,1.0,1.0,,2.0,0.0396,1.0,1.0,,,,,,,,,,,,
12504399,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,36.0,31.0,2.0,1.0,0.0,13.0,15.0,18.0,24.0,,4.0,7.0,,,90.0,60.0,7.8,12.0,0.0264925,4,,,,3.0,,5.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1895,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.8563,,,,
12504399,home,Udinese,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,False,26.0,21.0,2.0,2.0,0.0,7.0,10.0,14.0,16.0,1.0,5.0,3.0,,,83.0,37.0,6.4,11.0,0.0206881,1,,,,,,,1.0,,,,,4.0,,2.0,,,1.0,0.0197,1.0,,,,,,1.0,,,0.0323,,,,
12504399,home,Udinese,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,7,7,False,17.0,14.0,,,0.0,4.0,4.0,10.0,14.0,,3.0,,,,65.0,25.0,6.6,7.0,0.00823241,0,,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,AlexisS,,,
