match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,player_firstName,player_lastName,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_clearanceOffLine
10411718,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190.0,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,31.0,24.0,16.0,9.0,19.0,20.0,5.0,11.0,9.0,2.0,3.0,90.0,39.0,7.3,7.0,0.0,0.0,0.0015436,0,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411718,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190.0,4038,M,,611210,EUR,829699200,D,23,23,False,34.0,27.0,6.0,5.0,21.0,23.0,6.0,11.0,6.0,,,90.0,44.0,7.7,7.0,0.0821,0.0,0.0411117,1,,23,1.0,2.0,2.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411718,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192.0,1660,M,,47741,EUR,627696000,D,6,6,False,29.0,21.0,3.0,1.0,16.0,21.0,5.0,8.0,4.0,,,90.0,45.0,8.0,8.0,0.2903,0.0615,0.0146039,1,,5,,2.0,1.0,5.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,8.0,2.0,,,,,,,,,,,,,,,,,
10411718,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185.0,2299,M,,888949,EUR,911779200,D,3,3,False,38.0,32.0,4.0,3.0,21.0,22.0,11.0,16.0,11.0,,,90.0,48.0,7.4,6.0,0.0,0.0,0.0065315,0,,3,,2.0,1.0,3.0,1.0,1.0,,,,,1.0,,,,,5.0,1.0,,,2.0,,,,,,,,,,,,,,
10411718,home,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,182.0,705,M,,363792,EUR,792460800,M,2,2,False,29.0,19.0,6.0,3.0,11.0,17.0,9.0,16.0,3.0,,,86.0,50.0,6.9,16.0,0.0,0.0,0.154914,0,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,2.0,,,,,4.0,1.0,2.0,,,,,,,,,,,
10411718,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186.0,5687,M,lorepelle7,555540,EUR,835142400,M,7,7,False,40.0,33.0,5.0,4.0,8.0,9.0,27.0,37.0,7.0,,,90.0,66.0,8.6,13.0,0.4521,0.6239,0.220917,6,,7,,1.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,,,5.0,,2.0,,1.0,1.0,,,,6.0,2.0,1.0,True,1.0,1.0,3.0,1.0,,,,,,
10411718,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186.0,2731,M,,186855,EUR,794188800,M,4,4,False,53.0,41.0,5.0,4.0,21.0,25.0,20.0,28.0,4.0,,,90.0,63.0,7.3,12.0,0.0184,0.0,0.0465312,1,,4,2.0,3.0,5.0,9.0,,,1.0,5.0,3.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
10411718,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185.0,3729,M,,148899,EUR,733017600,M,37,37,False,25.0,18.0,7.0,3.0,8.0,10.0,10.0,15.0,6.0,,,73.0,41.0,7.0,11.0,0.1168,0.0,0.0271577,1,,37,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,,,,,,3.0,,,,,,,,,,,
10411718,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,177.0,117714,M,LaJoya,256219,EUR,753321600,F,21,21,False,31.0,27.0,5.0,4.0,7.0,10.0,23.0,24.0,7.0,,,72.0,51.0,7.7,9.0,0.814,0.7037,0.490489,6,,21,1.0,1.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,6.0,,2.0,,,,,,,3.0,3.0,1.0,,,1.0,3.0,,3.0,1.0,,,,
10411718,home,Roma,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,189.0,9127,M,nicolozaniolo,864898,EUR,930873600,F,22,22,False,7.0,6.0,,,2.0,2.0,4.0,5.0,,,,45.0,24.0,6.4,8.0,0.1333,0.0222,0.0137589,3,,10,,2.0,8.0,5.0,5.0,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,1.0,,,,2.0,,2.0,,,,,
