match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_keyPass,player_sofascoreId,stat_wonTackle,player_firstName,player_lastName,stat_goalAssist,stat_wasFouled,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
10388457,home,VfB Stuttgart,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,10,10,False,29.0,19.0,3.0,1.0,4.0,5.0,16.0,25.0,1.0,,,,73.0,40.0,8.0,11.0,0.4168,0.6642,0.272673,3,,1.0,1.0,,,,4.0,,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,,,1.0,4.0,,1.0,,,1.0,2.0,,2.0,1.0,1.0,
10388457,home,VfB Stuttgart,Enzo Millot,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,True,17.0,16.0,,,7.0,8.0,9.0,10.0,2.0,,,,26.0,26.0,6.9,3.0,0.0599,0.3926,0.016193,1,,1.0,,1.0,,2.0,3.0,1.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
10388457,home,VfB Stuttgart,Josha Vagnoman,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,True,6.0,4.0,,,1.0,1.0,3.0,6.0,1.0,,,,17.0,10.0,6.5,5.0,0.0,0.0,0.00195173,0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,20,20,True,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,,,,17.0,6.0,6.5,2.0,0.0,0.0,0.000681586,0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,D,16,16,True,13.0,13.0,,,10.0,10.0,3.0,3.0,3.0,,,,8.0,15.0,6.6,,0.0,0.0,0.00209553,0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
10388457,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,33,33,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Dan-Axel Zagadou,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Pascal Stenzel,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,D,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Nikolas Nartey,nartey-nikolas,N. Nartey,M,28,185,699,M,861981,EUR,951177600,M,28,28,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,home,VfB Stuttgart,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,477,M,954060,EUR,982454400,M,7,7,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,37.0,29.0,13.0,5.0,25.0,25.0,4.0,12.0,14.0,,5.0,5.0,90.0,52.0,7.0,8.0,0.0,0.0,0.00116079,0,0.3481,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
10388457,away,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,39.0,24.0,5.0,2.0,17.0,21.0,8.0,24.0,6.0,,,,90.0,70.0,7.1,20.0,0.0,0.0,0.124555,0,,6.0,1.0,,1.0,2.0,3.0,,,,,1.0,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,
10388457,away,Hertha BSC,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,59.0,49.0,9.0,1.0,43.0,46.0,6.0,13.0,2.0,,,,90.0,66.0,6.2,10.0,0.0,0.0,0.00226059,0,,,,1.0,,2.0,,,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,52.0,46.0,6.0,2.0,36.0,38.0,10.0,14.0,4.0,,,,90.0,61.0,6.4,6.0,0.1048,0.0,0.0061495,0,,,,4.0,2.0,5.0,2.0,,,,,7.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
10388457,away,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,23.0,18.0,1.0,,7.0,9.0,12.0,19.0,3.0,,,,90.0,51.0,6.3,15.0,0.0,0.0,0.040979,0,,5.0,1.0,1.0,,6.0,3.0,2.0,,,,1.0,1.0,2.0,,1.0,2.0,,,,,1.0,1.0,,2.0,,,,1.0,True,,,,
10388457,away,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,36.0,27.0,2.0,1.0,18.0,19.0,9.0,17.0,6.0,,,,90.0,54.0,6.0,14.0,0.2139,0.0,0.00563877,3,,,,,2.0,8.0,2.0,1.0,2.0,1.0,,6.0,1.0,,2.0,4.0,1.0,,2.0,,,,1.0,,,,,,,,,1.0,,
10388457,away,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,18.0,13.0,2.0,1.0,10.0,13.0,3.0,5.0,2.0,,,,61.0,34.0,6.5,12.0,0.0345,0.0,0.00837867,1,,,,,,4.0,3.0,2.0,1.0,,1.0,,,3.0,4.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,
10388457,away,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,15.0,13.0,,,6.0,6.0,7.0,11.0,2.0,,,,61.0,24.0,6.3,7.0,0.0,0.0,0.0155395,0,,2.0,,1.0,,4.0,2.0,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,
10388457,away,Hertha BSC,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,178,281,M,138830,EUR,764294400,M,10,10,False,28.0,19.0,3.0,2.0,8.0,10.0,11.0,18.0,2.0,,,,90.0,41.0,6.1,13.0,0.0,0.0,0.193655,0,,,,3.0,1.0,11.0,2.0,2.0,1.0,,,,,,1.0,1.0,4.0,,,,,,1.0,,,,,,1.0,,1.0,,,
10388457,away,Hertha BSC,Davie Selke,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,7,7,False,6.0,4.0,,,2.0,3.0,2.0,4.0,1.0,,,,61.0,13.0,6.6,5.0,0.0525,0.0,0.0029812,1,,1.0,,4.0,3.0,6.0,4.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
10388457,away,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,24.0,15.0,,,9.0,13.0,6.0,13.0,9.0,,,,90.0,50.0,6.8,20.0,0.2182,0.6428,0.00571286,3,,2.0,,,,8.0,5.0,1.0,6.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,DLukebakio,1.0,,,,3.0,,,,,
10388457,away,Hertha BSC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,F,40,40,True,8.0,6.0,,,4.0,4.0,2.0,5.0,2.0,,,,29.0,20.0,6.4,6.0,0.1241,0.0,0.00459123,2,,1.0,,,,3.0,2.0,,5.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Ivan Šunjić,ivan-sunjic,I. Šunjić,M,26,185,1157,M,283833,EUR,844819200,M,34,34,True,12.0,11.0,,,5.0,5.0,6.0,7.0,,,,,29.0,19.0,6.8,2.0,0.0533,0.1047,0.0524232,1,,,,1.0,,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,
10388457,away,Hertha BSC,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,18,18,True,5.0,3.0,,,1.0,1.0,2.0,4.0,1.0,,,,29.0,9.0,6.7,3.0,0.0,0.0,0.0360197,0,,,,1.0,4.0,2.0,5.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,
10388457,away,Hertha BSC,Tjark Ernst,tjark-ernst,T. Ernst,G,1,193,378,M,1019319,EUR,1047686400,G,12,12,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Peter Pekarík,peter-pekarik,P. Pekarík,D,22,176,250,M,36949,EUR,531014400,D,2,2,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Peter,Pekarík,,,,,,,
10388457,away,Hertha BSC,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Kevin-Prince Boateng,kevin-prince-boateng,K. Boateng,M,,186,1651,,8713,EUR,541987200,M,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388457,away,Hertha BSC,Myziane Maolida,maolida-myziane,M. Maolida,M,9,180,634,M,851262,EUR,918950400,F,11,11,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
