match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11451106,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,33.0,25.0,19.0,11.0,20.0,20.0,5.0,13.0,5.0,1.0,3.0,3.0,90.0,39.0,7.2,8.0,0.0,0.0,0.001806,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451106,home,Trabzonspor,Mehmet Aydın,mehmet-aydin,M. Aydın,M,8,180,343,M,980632,EUR,1013212800,D,50,50,False,,32.0,28.0,1.0,1.0,19.0,21.0,9.0,14.0,4.0,,,,75.0,52.0,6.7,11.0,0.1202,0.0,0.00733539,1,,,,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
11451106,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,2,2,False,,42.0,37.0,7.0,3.0,27.0,28.0,10.0,14.0,5.0,,,,90.0,51.0,6.7,7.0,0.0,0.0,0.0031149,0,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,
11451106,home,Trabzonspor,Filip Benković,filip-benkovic,F. Benković,D,32,194,532,M,357588,EUR,868752000,D,32,32,False,,31.0,28.0,4.0,2.0,25.0,26.0,3.0,5.0,2.0,,,,68.0,38.0,6.6,3.0,0.0,0.0,0.00052775,0,,,,,,1.0,1.0,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11451106,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,31.0,23.0,5.0,3.0,14.0,18.0,9.0,13.0,11.0,,,,90.0,52.0,7.0,13.0,0.0,0.0,0.00309171,0,,,,,,,3.0,,,4.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11451106,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,21.0,19.0,1.0,1.0,11.0,12.0,8.0,9.0,5.0,,,,72.0,32.0,6.3,4.0,0.0475,0.0,0.0520779,1,,,,,,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
11451106,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,False,,30.0,25.0,4.0,2.0,16.0,16.0,9.0,14.0,4.0,,,,75.0,41.0,7.2,7.0,0.0644,0.0,0.0247538,1,,,,,,,4.0,,1.0,2.0,1.0,1.0,2.0,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,
11451106,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,20.0,15.0,2.0,1.0,7.0,8.0,8.0,14.0,4.0,,,,63.0,33.0,7.0,9.0,0.0558,0.0,0.136948,1,,,,2.0,,2.0,3.0,1.0,,,1.0,,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11451106,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2113,M,114076,EUR,741225600,M,11,11,False,,34.0,27.0,10.0,6.0,5.0,6.0,24.0,31.0,5.0,,,,90.0,44.0,8.4,8.0,0.1512,0.2528,0.261072,2,,,,3.0,,5.0,4.0,,,,2.0,2.0,,2.0,,,,2.0,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,
11451106,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,11.0,8.0,,,3.0,3.0,5.0,9.0,2.0,,,,68.0,21.0,6.4,7.0,0.1002,0.0,0.0493833,2,,,,1.0,,8.0,1.0,1.0,2.0,,1.0,1.0,1.0,4.0,,,,,1.0,,,2.0,,,,,,,mahmoudtrezeguet,,,,,
