match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_dispossessed,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_punches,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goals
12624910,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,24.0,15.0,16.0,7.0,0.0,13.0,15.0,2.0,9.0,1.0,1.0,2.0,10.0,1.0,3.0,3.0,4.0,3.0,90.0,34.0,6.6,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624910,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,27.0,23.0,1.0,1.0,0.0,9.0,9.0,14.0,18.0,2.0,1.0,,6.0,,,,,,83.0,41.0,6.8,7.0,0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624910,home,Al-Okhdood,Naif Assery,Naif Assery,,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,False,34.0,31.0,7.0,5.0,0.0,20.0,20.0,11.0,14.0,1.0,,3.0,2.0,,,,,,90.0,44.0,6.9,3.0,0,1.0,3.0,,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12624910,home,Al-Okhdood,Damion Lowe,,,damion-lowe,D. Lowe,D,,190.0,195,M,539948,EUR,736560000,D,17,17,False,48.0,42.0,7.0,3.0,0.0,30.0,30.0,12.0,18.0,3.0,1.0,10.0,5.0,,,,,,90.0,73.0,7.4,10.0,1,2.0,8.0,,,1.0,6.0,5.0,2.0,,3.0,,1.0,2.0,,1.0,,,,,,,,,,,,
12624910,home,Al-Okhdood,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,D,2,2,False,49.0,41.0,5.0,1.0,0.0,28.0,29.0,14.0,23.0,2.0,,,4.0,,,,,,90.0,68.0,6.7,12.0,0,1.0,2.0,,,3.0,1.0,,,,,1.0,,,3.0,,3.0,1.0,1.0,,,,,,,,,
12624910,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,62.0,52.0,6.0,1.0,0.0,30.0,31.0,24.0,39.0,6.0,1.0,2.0,7.0,,,,,,90.0,89.0,7.1,22.0,0,1.0,7.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,,,2.0,,8.0,2.0,,,,,,,,,,
12624910,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,44.0,39.0,,,0.0,19.0,20.0,20.0,24.0,3.0,1.0,1.0,3.0,,,,,,86.0,54.0,6.6,6.0,0,1.0,6.0,,,,3.0,1.0,,2.0,1.0,,,,,,,,1.0,True,,,,,,,,
12624910,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,24.0,20.0,3.0,2.0,0.0,3.0,3.0,17.0,26.0,1.0,1.0,,1.0,,,,,,90.0,45.0,6.7,15.0,0,,3.0,,,1.0,,,5.0,3.0,,,,1.0,1.0,,5.0,,,,,,,,,,,
12624910,home,Al-Okhdood,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,M,11,11,False,36.0,28.0,2.0,,0.0,12.0,13.0,16.0,24.0,4.0,1.0,,4.0,,,,,,82.0,44.0,6.5,11.0,3,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,,2.0,1.0,,,,,,
12624910,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,M,10,10,False,15.0,13.0,,,0.0,4.0,5.0,9.0,12.0,3.0,1.0,,2.0,,,,,,45.0,28.0,6.5,9.0,2,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,2.0,,2.0,,2.0,,,,,,,
