match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_totalClearance,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceMissed,captain,stat_goodHighClaim,stat_outfielderBlock,stat_bigChanceCreated
12437642,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,27.0,18.0,12.0,3.0,0.0,15.0,18.0,3.0,9.0,4.0,3.0,4.0,90.0,35.0,6.8,9.0,0.00043728,0,-1.1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437642,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,32,32,False,72.0,66.0,3.0,2.0,0.0,42.0,43.0,24.0,29.0,9.0,,,90.0,95.0,6.9,9.0,0.00915319,2,,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0557,0.02,,,,,,,,,,,,,,,,,,
12437642,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,83.0,75.0,8.0,3.0,0.0,66.0,68.0,9.0,15.0,4.0,,,90.0,91.0,6.8,8.0,0.00265799,1,,1.0,,1.0,4.0,2.0,,1.0,,2.0,1.0,,,0.0296,0.0916,2.0,2.0,,,,,,,,,,,,,,,,
12437642,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,False,68.0,55.0,9.0,,0.0,45.0,46.0,10.0,22.0,4.0,,,77.0,77.0,6.7,13.0,0.0156409,2,,2.0,4.0,3.0,5.0,,2.0,,,1.0,1.0,,1.0,0.1023,,,3.0,,,,,,,,,,,,,,,,
12437642,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,False,37.0,30.0,7.0,3.0,0.0,21.0,24.0,11.0,18.0,4.0,,,90.0,74.0,6.5,20.0,0.190217,3,,3.0,1.0,7.0,4.0,2.0,2.0,,,2.0,1.0,5.0,2.0,0.0775,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
12437642,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,M,26,26,False,13.0,11.0,,,0.0,6.0,7.0,5.0,8.0,2.0,,,71.0,20.0,6.5,6.0,0.00381922,0,,,1.0,,2.0,,,,,1.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
12437642,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,18,18,False,66.0,59.0,1.0,1.0,0.0,35.0,36.0,24.0,30.0,6.0,,,90.0,76.0,6.8,9.0,0.0151567,0,,2.0,1.0,7.0,4.0,,,,2.0,3.0,1.0,1.0,4.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,
12437642,home,Sevilla,Saúl Ñíguez,,,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,17,17,False,58.0,50.0,5.0,2.0,0.0,20.0,21.0,30.0,38.0,6.0,,,90.0,78.0,7.6,14.0,0.0397985,4,,2.0,1.0,5.0,7.0,2.0,2.0,1.0,,4.0,3.0,3.0,2.0,0.2575,0.0837,1.0,,1.0,,,1.0,1.0,1.0,Saul,1.0,1.0,,,,,,,
12437642,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,F,11,11,False,16.0,13.0,,,0.0,7.0,7.0,8.0,15.0,1.0,,,71.0,35.0,7.3,13.0,0.137031,1,,,,4.0,1.0,1.0,,1.0,,,,2.0,1.0,0.0448,0.1154,,,6.0,2.0,1.0,,3.0,1.0,DLukebakio,1.0,,1.0,1.0,,,,,
12437642,home,Sevilla,Isaac Romero,,,romero-isaac,I. Romero,F,7,184,1472,M,1018190,EUR,958608000,F,7,7,False,11.0,9.0,,,0.0,4.0,4.0,5.0,8.0,3.0,,,77.0,22.0,7.0,6.0,0.100599,2,,4.0,1.0,7.0,6.0,5.0,,2.0,,,,1.0,1.0,0.3796,0.3152,4.0,,1.0,,1.0,,1.0,1.0,,,,,3.0,1.0,,,,
