match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,captain,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14566927,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191.0,727,M,868964,EUR,891475200,G,16,16,False,20.0,14.0,11.0,6.0,0.0,11.0,14.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,90.0,32.0,7.4,6.0,0.00041272,18.036,5.29308,0.0,0.3947,0,0.5277,0.01,-0.03,-0.05,0.36,3.97,1.25,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566927,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186.0,1906,M,281277,EUR,843264000,D,5,5,False,61.0,57.0,5.0,3.0,0.0,26.0,28.0,31.0,33.0,2.0,,3.0,3.0,2.0,3.0,1.0,,,,,,90.0,73.0,7.1,4.0,0.0281591,27.396,10.13494,5.0,,2,,0.32,0.07,0.0,,2.93,5.13,1.51,0.46,0.11,True,1.0,2.0,2.0,2.0,0.1093,-0.51,,,,,,,,,,,,,,,,,,,,
14566927,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5698,M,946158,EUR,924307200,D,22,22,False,45.0,40.0,2.0,1.0,0.0,25.0,29.0,15.0,16.0,,6.0,1.0,8.0,7.0,2.0,2.0,,,,,,90.0,59.0,8.0,5.0,0.00846497,28.404,9.01575,5.0,,1,,0.1,0.08,0.7,,3.21,4.22,1.1,0.37,0.11,,1.0,1.0,,,0.0431,-0.16,salisu_sarki,2.0,2.0,,,,,,,,,,,,,,,,,
14566927,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178.0,3728,M,845170,EUR,870307200,D,12,12,False,57.0,46.0,9.0,5.0,0.0,15.0,23.0,31.0,34.0,,,2.0,4.0,1.0,7.0,2.0,,,,,,90.0,77.0,8.6,16.0,0.909454,30.24,9.92993,11.0,,0,,1.0,0.2,-0.09,,3.12,4.29,1.63,0.62,0.26,,,,1.0,1.0,,,,,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,,,,,,,,
14566927,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173.0,13053,M,873534,EUR,919900800,M,27,27,False,27.0,21.0,1.0,,0.0,5.0,7.0,16.0,20.0,,3.0,2.0,5.0,1.0,4.0,,,,,,,57.0,42.0,7.3,8.0,0.193849,30.096,6.31068,11.0,,0,,0.36,0.2,-0.04,,1.81,2.8,0.86,0.59,0.25,,1.0,,1.0,,,,krepindiatta,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.0,,,,,,,,
14566927,home,AS Monaco,Jordan Teze,,,jordan-teze,J. Teze,D,4,183.0,1078,M,825846,EUR,938649600,M,4,4,False,46.0,39.0,3.0,,0.0,14.0,16.0,25.0,30.0,,,5.0,7.0,2.0,6.0,1.0,,,,,,90.0,73.0,7.3,14.0,0.185749,29.34,10.71657,12.0,,2,,0.4,0.06,0.44,,3.12,4.81,1.78,0.74,0.26,,,,4.0,3.0,0.5998,-0.67,,1.0,1.0,3.0,,4.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.2695,,,
14566927,home,AS Monaco,Mamadou Coulibaly,,,mamadou-coulibaly,M. Coulibaly,M,28,179.0,1461,M,1410148,EUR,1082505600,M,28,28,False,59.0,45.0,5.0,1.0,0.0,21.0,24.0,24.0,35.0,1.0,3.0,3.0,9.0,1.0,8.0,2.0,,,,,,90.0,76.0,7.5,19.0,0.507498,29.592,11.09635,13.0,,1,,0.42,0.36,-0.11,,2.99,5.32,1.8,0.69,0.3,,,,2.0,1.0,0.0493,-0.21,,,1.0,1.0,,2.0,2.0,1.0,,2.0,1.0,3.0,1.0,,,1.0,,,,
14566927,home,AS Monaco,Kassoum Ouattara,,,ouattara-kassoum,K. Ouattara,D,20,176.0,693,M,1397558,EUR,1097712000,M,20,20,False,18.0,15.0,,,0.0,4.0,6.0,11.0,12.0,,1.0,6.0,6.0,2.0,1.0,1.0,,,,,,70.0,45.0,7.3,12.0,0.0943152,30.636,8.31493,12.0,,1,,0.3,-0.07,-0.03,,2.07,3.68,1.48,0.78,0.3,,2.0,,4.0,3.0,0.0296,0.17,,,,2.0,,,,,,4.0,2.0,,2.0,,1.0,,0.3491,,,
14566927,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183.0,5956,M,1130939,EUR,1014595200,F,11,11,False,38.0,31.0,,,0.0,5.0,5.0,26.0,33.0,1.0,,6.0,7.0,,4.0,,,,,,,90.0,62.0,7.0,16.0,0.416456,28.296,10.34905,11.0,,6,,0.33,0.37,-0.05,,3.32,4.42,1.61,0.78,0.21,,1.0,1.0,3.0,2.0,0.3671,-0.59,,,,3.0,,4.0,4.0,1.0,,3.0,2.0,1.0,3.0,,2.0,3.0,0.633,,,
14566927,home,AS Monaco,Ansu Fati,,,ansu-fati,A. Fati,F,31,178.0,167976,M,962883,EUR,1036022400,F,31,31,False,24.0,22.0,,,0.0,5.0,5.0,17.0,19.0,3.0,1.0,4.0,6.0,,,,,,,,,70.0,36.0,7.4,5.0,0.250444,31.392,8.20264,9.0,,2,,0.29,0.58,0.16,,2.23,3.84,1.35,0.55,0.24,,,,4.0,2.0,0.0785,-0.36,AnsuFati,,,1.0,1.0,1.0,1.0,,,3.0,1.0,3.0,,1.0,,2.0,,,,
