match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12514210,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,15.0,14.0,6.0,5.0,0.0,12.0,12.0,2.0,3.0,5.0,1.0,90.0,19.0,7.0,1.0,0.00027914,0,0.1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514210,home,Famalicão,Calegari,calegari,Calegari,D,2,171,471,M,988906,EUR,1014768000,D,2,2,False,44.0,41.0,5.0,3.0,0.0,15.0,15.0,26.0,32.0,,,90.0,85.0,6.8,10.0,0.0361237,0,,,,3.0,3.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514210,home,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,81.0,74.0,11.0,5.0,0.0,46.0,47.0,28.0,34.0,7.0,,90.0,91.0,7.4,7.0,0.0457403,1,,,,,3.0,5.0,3.0,,1.0,,,1.0,2.0,,True,1.0,1.0,1.0,4.0,2.0,0.0521,1.0,,,,,,,,,,,,,,
12514210,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,87.0,76.0,9.0,4.0,0.0,40.0,44.0,36.0,44.0,2.0,,90.0,99.0,7.1,12.0,0.0198089,0,,,,1.0,2.0,4.0,2.0,,,1.0,,,2.0,,,1.0,,,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,
12514210,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,59.0,49.0,1.0,,0.0,16.0,18.0,35.0,45.0,3.0,,90.0,84.0,7.0,16.0,0.0636613,1,,,,4.0,2.0,7.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,,,2.0,,,3.0,,0.0125,,,,2.0,1.0,1.0,,,,,,,,,
12514210,home,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,73.0,64.0,6.0,3.0,0.0,27.0,32.0,37.0,42.0,4.0,,90.0,86.0,6.9,13.0,0.0257782,1,,,,1.0,3.0,7.0,6.0,2.0,1.0,3.0,,,1.0,,,3.0,,,2.0,,0.0132,,,3.0,,1.0,,,,,,,,,,
12514210,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,35.0,28.0,4.0,3.0,0.0,18.0,20.0,10.0,15.0,4.0,,59.0,42.0,7.1,8.0,0.00510226,1,,,,,,1.0,5.0,,,3.0,1.0,,,,,2.0,,1.0,,1.0,0.0863,,,2.0,,,,1.0,,,,,,,,
12514210,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,31.0,20.0,1.0,,0.0,6.0,9.0,16.0,27.0,8.0,,90.0,51.0,7.2,19.0,0.43137,1,,,,5.0,,4.0,4.0,2.0,2.0,2.0,2.0,1.0,,,,,1.0,,,1.0,0.0168,3.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,
12514210,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,31.0,22.0,4.0,2.0,0.0,8.0,12.0,14.0,22.0,2.0,,80.0,53.0,6.7,20.0,0.0129736,1,,,,3.0,,5.0,10.0,,3.0,3.0,3.0,5.0,2.0,,,2.0,,,,,0.1591,,,2.0,,,,,,1.0,0.5288,,,,,
12514210,home,Famalicão,Óscar Aranda,oscar-aranda,Ó. Aranda,F,11,178,568,M,984626,EUR,1020038400,M,11,11,False,23.0,17.0,3.0,2.0,0.0,9.0,11.0,8.0,12.0,5.0,,59.0,35.0,6.4,13.0,0.0054049,0,,,,,,6.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,
