match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
12764305,home,FC Midtjylland,Jonas Lössl,,,jonas-lossl,J. Lössl,G,1,195.0,205,M,37514,EUR,602294400,G,1,1,False,44.0,32.0,21.0,9.0,0.0,29.0,31.0,3.0,13.0,1.0,1.0,1.0,2.0,14.0,1.0,3.0,90.0,56.0,6.8,12.0,0.00080037,0,-0.5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764305,home,FC Midtjylland,Adam Gabriel,Adam Gabriel,,adam-gabriel,A. Gabriel,D,13,190.0,137,M,1085914,EUR,991008000,D,13,13,False,42.0,29.0,4.0,1.0,0.0,16.0,21.0,13.0,24.0,2.0,,,,6.0,,,84.0,57.0,6.2,18.0,0.00875136,1,,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,0.1305,,,,,,,,,,,,,,,,,,,,,
12764305,home,FC Midtjylland,Ousmane Diao,,,diao-ousmane,O. Diao,D,4,187.0,1563,M,1465159,EUR,1086652800,D,4,4,False,66.0,51.0,16.0,7.0,0.0,39.0,40.0,12.0,26.0,5.0,,,6.0,7.0,,,90.0,81.0,7.4,17.0,0.00574784,1,,,2.0,4.0,3.0,,,1.0,,1.0,0.2503,1.0,1.0,1.0,1.0,0.7704,,,,,,,,,,,,,,,,
12764305,home,FC Midtjylland,Mads Bech Sørensen,,,mads-bech-sorensen,M. B. Sørensen,D,22,189.0,283,M,1006409,EUR,915667200,D,22,22,False,46.0,38.0,11.0,6.0,0.0,25.0,29.0,14.0,18.0,2.0,,,2.0,,,,90.0,58.0,6.6,12.0,0.0474012,0,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,True,1.0,,,,,,,,,,,,,,
12764305,home,FC Midtjylland,Paulinho,,,paulinho,Paulinho,D,29,178.0,197,M,944458,EUR,789091200,D,29,29,False,38.0,33.0,3.0,1.0,0.0,15.0,16.0,20.0,26.0,2.0,2.0,,2.0,7.0,,,71.0,61.0,6.5,9.0,0.0855504,1,,4.0,1.0,,4.0,1.0,,,1.0,,0.0508,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
12764305,home,FC Midtjylland,Denil Castillo,,,castillo-denil,D. Castillo,M,21,187.0,1350,M,1145126,EUR,1080086400,M,21,21,False,25.0,16.0,2.0,1.0,0.0,9.0,13.0,7.0,12.0,4.0,,,,2.0,,,68.0,32.0,6.8,10.0,0.0139906,1,,,,1.0,,,,,2.0,,0.0633,1.0,,1.0,1.0,0.351,,,,1.0,1.0,,,,,,,,,,,
12764305,home,FC Midtjylland,Joel Andersson,,,joel-andersson,J. Andersson,D,2,178.0,103,M,791954,EUR,847670400,M,6,6,False,46.0,39.0,8.0,3.0,0.0,15.0,15.0,25.0,34.0,,,,2.0,6.0,,,90.0,62.0,6.6,11.0,0.0675594,1,,3.0,1.0,,2.0,,,2.0,,,0.5433,1.0,,1.0,,0.5584,,1.0,,,1.0,1.0,1.0,,,,,,,,,
12764305,home,FC Midtjylland,Oliver Sørensen,,,oliver-sorensen,O. Sørensen,M,22,184.0,642,M,957921,EUR,1015718400,M,24,24,False,34.0,26.0,1.0,,0.0,10.0,12.0,16.0,24.0,3.0,1.0,,,2.0,,,90.0,48.0,6.6,15.0,0.181889,2,,2.0,1.0,2.0,6.0,2.0,,2.0,1.0,1.0,0.0817,1.0,,3.0,,0.2405,,,1.0,,1.0,1.0,,,,,,,,,,
12764305,home,FC Midtjylland,Darío Osorio,Darío Osorio,,dario-osorio,D. Osorio,M,11,182.0,7928,M,1106824,EUR,1074902400,F,11,11,False,33.0,26.0,2.0,2.0,0.0,12.0,13.0,14.0,24.0,12.0,3.0,3.0,,6.0,,,85.0,55.0,7.8,13.0,0.0159469,2,,4.0,,3.0,3.0,,2.0,1.0,4.0,2.0,0.1392,,,1.0,2.0,,,,,3.0,,1.0,,daariioo24,,,,,,,,
12764305,home,FC Midtjylland,Adam Buksa,,,adam-buksa,A. Buksa,F,18,191.0,3747,M,1138856,EUR,837129600,F,18,18,False,22.0,12.0,2.0,1.0,0.0,3.0,5.0,9.0,17.0,10.0,2.0,,,4.0,,,90.0,39.0,7.1,15.0,0.224198,0,,,6.0,6.0,13.0,,,1.0,,4.0,,,,2.0,4.0,,,,,,2.0,1.0,,AdamBuksa,1.0,1.0,,,,,,
