match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_goals,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,captain,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside
14566748,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1239,M,10406,EUR,573609600,G,22,22,False,14.0,11.0,5.0,3.0,0.0,9.0,11.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,17.0,7.1,3.0,0.00049187,19.8,1.01933,0.0,0.4826,0,0.719,0.01,0.02,-0.17,0.41,0.56,0.38,0.07,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1052,M,1101258,EUR,1106697600,D,64,64,False,32.0,25.0,4.0,2.0,0.0,9.0,11.0,16.0,21.0,3.0,2.0,5.0,,,,,,,90.0,52.0,6.8,13.0,0.139073,29.52,12.43636,16.0,,0,,0.34,0.14,-0.14,,2.49,6.06,2.34,1.22,0.32,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,42.0,39.0,4.0,2.0,0.0,28.0,28.0,11.0,14.0,1.0,4.0,,,,,,,,81.0,53.0,7.3,4.0,0.00530011,28.368,9.23388,7.0,,1,,0.13,0.11,0.35,,2.39,4.75,1.39,0.55,0.14,,,,,,5.0,,,3.0,1.0,,,2.0,1.0,1.0,1.0,0.1199,-0.5,,,,,,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,49.0,43.0,7.0,5.0,0.0,29.0,31.0,14.0,18.0,1.0,4.0,3.0,,1.0,,,,,90.0,58.0,6.9,7.0,0.0104996,29.304,10.66154,10.0,,0,,0.26,0.02,-0.14,,2.74,5.43,1.7,0.55,0.24,,,,,,3.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,696,M,1047509,EUR,1047945600,D,14,14,False,23.0,19.0,1.0,,0.0,12.0,13.0,7.0,10.0,1.0,1.0,3.0,,1.0,,,,,61.0,29.0,6.7,5.0,0.00943555,30.96,8.44564,15.0,,0,,0.0,0.05,0.0,,1.69,4.01,1.58,0.81,0.36,Bjorn Meijer,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Aleksandar Stanković,aleksandar-stankovic,A. Stanković,M,25,187,2865,M,1153957,EUR,1123027200,M,25,25,False,45.0,39.0,6.0,2.0,0.0,23.0,24.0,16.0,21.0,,3.0,5.0,,,,,,,90.0,59.0,7.3,7.0,0.0860007,29.628,12.4298,10.0,,3,,0.28,0.12,0.36,,2.54,6.34,2.45,0.85,0.25,,,,,,4.0,,,2.0,,1.0,1.0,2.0,,1.0,,0.2651,-0.49,1.0,1.0,1.0,1.0,0.1214,,,,,,,,,,,,,
14566748,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,53.0,45.0,2.0,1.0,0.0,29.0,33.0,16.0,20.0,5.0,1.0,9.0,,2.0,,,,,81.0,71.0,7.7,12.0,0.0421718,26.928,9.9305,3.0,,1,,0.26,0.14,0.38,,2.48,4.71,1.99,0.66,0.08,,,,,,5.0,,,3.0,,1.0,1.0,1.0,3.0,,2.0,0.249,0.32,,,1.0,1.0,0.5341,1.0,1.0,,,,,,,,,,,
14566748,home,Club Brugge KV,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11143,M,1069486,EUR,1079654400,M,9,9,False,20.0,18.0,1.0,1.0,1.0,2.0,3.0,16.0,17.0,1.0,,3.0,,,,,,,61.0,30.0,8.2,4.0,0.833502,31.608,7.81089,19.0,,4,,0.87,0.55,0.14,,1.98,3.6,1.21,0.62,0.39,Carlos Forbs,,1.0,,,2.0,,1.0,,,,4.0,,1.0,,1.0,0.2078,-0.67,,2.0,2.0,,0.1416,,1.0,1.0,2.0,,,,,,,,,
14566748,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,56.0,45.0,4.0,1.0,1.0,16.0,19.0,29.0,37.0,5.0,2.0,4.0,,3.0,,,,,90.0,75.0,9.3,15.0,0.941466,27.9,11.82773,10.0,,1,,0.76,0.26,-0.01,,2.8,5.77,2.23,0.85,0.18,,,2.0,1.0,2.0,9.0,,3.0,2.0,2.0,3.0,4.0,3.0,,,1.0,0.0496,0.56,,,1.0,,0.8353,1.0,1.0,3.0,2.0,True,,,,,,,,
14566748,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9510,M,1031259,EUR,1012348800,M,8,8,False,38.0,30.0,1.0,1.0,0.0,9.0,11.0,21.0,27.0,5.0,1.0,4.0,,1.0,,,,,90.0,63.0,7.5,15.0,0.406597,31.356,11.55667,34.0,,6,,0.46,0.68,-0.12,,3.14,4.72,1.76,1.23,0.7,,,5.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,0.8239,-0.68,1.0,3.0,1.0,,0.6815,,4.0,1.0,1.0,,absolute_christostzolis,,,,,,,
