match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_lastManTackle,stat_clearanceOffLine,stat_goals
11409186,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,31.0,28.0,7.0,4.0,25.0,25.0,3.0,6.0,2.0,10.0,2.0,1.0,1.0,2.0,2.0,90.0,39.0,6.8,3.0,0.0,0.0,0.00197459,0,-0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Johnstone Omurwa,omurwa-johnstone,J. Omurwa,D,55,183,132,M,1006303,EUR,902534400,D,2,2,False,24.0,18.0,3.0,1.0,13.0,15.0,5.0,9.0,3.0,4.0,,,,,,45.0,29.0,6.4,7.0,0.0,0.0,0.00250768,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,38.0,35.0,5.0,4.0,22.0,23.0,13.0,15.0,1.0,4.0,,,,,,88.0,48.0,6.9,4.0,0.0,0.0,0.00759171,0,,2.0,5.0,1.0,True,1.0,8.0,3.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,60.0,46.0,11.0,7.0,28.0,36.0,19.0,25.0,4.0,9.0,,,,,,90.0,72.0,7.1,15.0,0.0,0.0,0.378467,0,,,3.0,,,4.0,6.0,1.0,2.0,2.0,,,Kialonda Gaspar,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,37.0,24.0,2.0,1.0,11.0,16.0,16.0,35.0,2.0,4.0,,,,,,90.0,83.0,7.2,31.0,0.044,0.0,0.254278,1,,2.0,4.0,3.0,,2.0,4.0,,,,2.0,1.0,,,14.0,3.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,35.0,30.0,1.0,,15.0,17.0,15.0,18.0,2.0,6.0,,,,,,90.0,48.0,6.8,8.0,0.0466,0.0,0.0130913,1,,,2.0,1.0,,1.0,6.0,,2.0,,3.0,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,12.0,7.0,4.0,1.0,3.0,3.0,4.0,9.0,,6.0,,,,,,60.0,20.0,6.6,7.0,0.0,0.0,0.0158361,0,,,3.0,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,João Reis,joao-reis,J. Reis,D,17,174,24,M,343487,EUR,709344000,M,17,17,False,37.0,27.0,8.0,5.0,6.0,8.0,21.0,31.0,,4.0,,,,,,90.0,76.0,8.1,15.0,0.0114,0.0,0.0123871,1,,,4.0,3.0,,,14.0,4.0,7.0,5.0,5.0,,,,2.0,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,15.0,9.0,1.0,,3.0,4.0,7.0,14.0,1.0,1.0,,,,,,60.0,25.0,6.6,11.0,0.0,0.0,0.0426547,0,,,2.0,2.0,,3.0,5.0,,,,1.0,1.0,,,3.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,
11409186,home,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,False,12.0,7.0,,,1.0,2.0,6.0,10.0,2.0,,,,,,,73.0,28.0,6.2,14.0,0.4928,0.0,0.028045,2,,2.0,8.0,4.0,,5.0,6.0,,,,1.0,1.0,,,,,,,1.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,
