match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
11406813,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,22.0,19.0,9.0,6.0,19.0,21.0,1.0,1.0,1.0,5.0,1.0,1.0,90.0,28.0,6.8,4.0,4.198e-05,0,-0.3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,56.0,50.0,1.0,,27.0,28.0,29.0,1.0,5.0,7.0,2.0,,90.0,76.0,7.0,8.0,0.0142908,2,,dilorenzo22,True,23.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.2076,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,63.0,53.0,5.0,2.0,37.0,40.0,23.0,7.0,7.0,2.0,,,90.0,72.0,7.1,10.0,0.0502536,1,,,,16.0,,4.0,1.0,,,1.0,,0.0479,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11406813,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,57.0,50.0,3.0,3.0,31.0,38.0,19.0,4.0,8.0,3.0,1.0,,90.0,70.0,7.1,7.0,0.00445478,1,,,,19.0,,8.0,1.0,,,,,0.0576,,,6.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.1675,,,,,,,,,,,,
11406813,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,47.0,41.0,10.0,4.0,22.0,22.0,26.0,,1.0,1.0,,,79.0,67.0,6.9,11.0,0.344095,0,,,,20.0,1.0,6.0,1.0,,,,,,,,4.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
11406813,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,53.0,46.0,2.0,1.0,22.0,22.0,34.0,3.0,5.0,8.0,1.0,,90.0,70.0,6.9,15.0,0.179084,0,,anguiss_29,,25.0,3.0,7.0,1.0,2.0,,,3.0,,,,4.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,3.0,,,,,,,
11406813,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,61.0,53.0,4.0,3.0,27.0,31.0,30.0,,3.0,2.0,1.0,,89.0,71.0,7.2,8.0,0.0168808,0,,StanLobotka,,26.0,,,,,,,,,,,,2.0,1.0,,1.0,,2.0,1.0,,,,,,2.0,,,,,,,
11406813,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,33.0,31.0,,,15.0,16.0,19.0,,1.0,4.0,1.0,,67.0,42.0,6.5,7.0,0.0961176,0,,zielu_94,,17.0,2.0,2.0,,,,,4.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,
11406813,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,30.0,23.0,4.0,1.0,8.0,8.0,25.0,,1.0,1.0,,,67.0,40.0,7.1,11.0,0.163025,2,,,,16.0,3.0,2.0,,1.0,1.0,,1.0,0.0381,,,1.0,,,,,1.0,,,0.0547,,1.0,1.0,1.0,2.0,1.0,,,,,,
11406813,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,13.0,7.0,1.0,1.0,3.0,5.0,8.0,2.0,7.0,4.0,3.0,,90.0,34.0,7.2,15.0,0.00461297,4,,Osimhen9,,4.0,,8.0,,4.0,2.0,3.0,5.0,0.4387,,,1.0,,,,4.0,1.0,,,0.1723,,,1.0,,1.0,,2.0,,,,,
11406813,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,41.0,36.0,3.0,3.0,11.0,12.0,36.0,,3.0,2.0,1.0,,90.0,69.0,8.0,17.0,0.140026,8,,Kvaradona,,27.0,7.0,5.0,,3.0,1.0,2.0,2.0,0.7063,,,,,,,1.0,4.0,1.0,1.0,1.213,,2.0,2.0,,4.0,2.0,,1.0,1.0,,,
11406813,home,Napoli,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,M,8,8,True,17.0,16.0,,,5.0,5.0,13.0,1.0,4.0,1.0,2.0,,23.0,24.0,7.0,2.0,0.0691263,1,,,,12.0,1.0,1.0,,1.0,1.0,,,0.0146,,,,,,,,1.0,,,0.0314,,1.0,1.0,,,,,,,,,
11406813,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,True,13.0,12.0,,,5.0,5.0,16.0,,,2.0,,,23.0,25.0,7.2,6.0,0.327666,2,,giacomo.raspadori,,11.0,8.0,2.0,1.0,,,,1.0,0.0255,,,1.0,,,,,,,,,,4.0,,,5.0,2.0,,,,,,
11406813,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,True,10.0,9.0,1.0,1.0,,1.0,9.0,1.0,2.0,1.0,,,11.0,14.0,7.0,1.0,0.0103935,1,,,,9.0,,,,,,1.0,,0.0481,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
11406813,home,Napoli,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2672,M,947929,EUR,951782400,M,29,29,True,4.0,3.0,,,1.0,1.0,3.0,,,1.0,,,1.0,6.0,,1.0,0.00086776,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11406813,home,Napoli,Pierluigi Gollini,pierluigi-gollini,P. Gollini,G,95,194,1254,M,329175,EUR,795484800,G,95,95,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Nikita Contini,nikita-contini,N. Contini,G,14,190,976,M,352728,EUR,832636800,G,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,190405,EUR,797904000,M,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,True,,,,,,,,,,,,,,,,,,0,,simeonegiovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406813,away,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,34.0,14.0,29.0,9.0,6.0,7.0,27.0,,,9.0,,7.0,90.0,46.0,8.0,20.0,0.00339768,0,0.6389,,,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,1.0,
11406813,away,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,24.0,23.0,3.0,2.0,15.0,15.0,9.0,,2.0,,,,76.0,33.0,6.6,3.0,0.00234971,0,,,,8.0,,1.0,,,,,1.0,,,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,
