match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,captain,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
11067405,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,23.0,11.0,18.0,6.0,6.0,9.0,5.0,14.0,1.0,11.0,3.0,2.0,2.0,90.0,38.0,6.6,13.0,0.0,0.0,0.00086262,0,-0.6628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067405,home,Athletico,Cacá,,,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,33.0,24.0,9.0,2.0,19.0,21.0,6.0,13.0,2.0,7.0,,,,90.0,48.0,7.0,11.0,0.0,0.0,0.0468844,0,,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067405,home,Athletico,Kaique Rocha,,,kaique-rocha,K. Rocha,D,27,195,456,M,,963990,EUR,983318400,D,4,4,False,33.0,25.0,2.0,2.0,20.0,25.0,5.0,8.0,3.0,5.0,,,,90.0,45.0,7.2,9.0,0.0,0.0,0.00138933,0,,,,,4.0,,7.0,,,3.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11067405,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,33.0,24.0,7.0,3.0,15.0,17.0,9.0,20.0,2.0,6.0,,,,90.0,58.0,7.0,19.0,0.0232,0.0343,0.00638923,1,,4.0,,1.0,,1.0,,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11067405,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,M,14,14,False,22.0,18.0,,,7.0,8.0,12.0,16.0,2.0,7.0,,,,90.0,47.0,6.7,11.0,0.0548,0.0,0.0741355,1,,2.0,1.0,1.0,1.0,12.0,7.0,5.0,,1.0,4.0,2.0,2.0,2.0,,2.0,,1.0,1.0,4.0,,,,,,,,,,,,
11067405,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,20.0,16.0,2.0,,9.0,9.0,7.0,12.0,,5.0,,,,75.0,31.0,7.1,5.0,0.1749,0.1859,0.0103293,3,,1.0,,3.0,,4.0,5.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,
11067405,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,38.0,26.0,8.0,6.0,12.0,17.0,14.0,21.0,2.0,7.0,,,,75.0,45.0,6.9,13.0,0.0,0.0,0.0139588,0,,,,,3.0,1.0,5.0,,1.0,,,2.0,2.0,,,1.0,,,,1.0,,,True,,,,,,,,,
11067405,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,23.0,15.0,1.0,,6.0,7.0,10.0,19.0,,5.0,,,,89.0,52.0,7.0,18.0,0.0888,0.0,0.0671279,2,,3.0,1.0,1.0,1.0,6.0,9.0,,,,,2.0,2.0,10.0,6.0,1.0,,,,3.0,2.0,,,,,,,,,,,
11067405,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,F,8,8,False,26.0,17.0,6.0,3.0,4.0,5.0,14.0,30.0,,2.0,,,,90.0,57.0,7.4,21.0,0.536,0.3865,0.123339,6,,9.0,1.0,2.0,1.0,6.0,7.0,2.0,,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,,,4.0,,,2.0,1.0,1.0,,,,,,
11067405,home,Athletico,Pablo,,,pablo,Pablo,F,92,185,909,M,,374486,EUR,709257600,F,92,92,False,11.0,6.0,1.0,1.0,2.0,2.0,4.0,9.0,1.0,1.0,,,,86.0,21.0,7.6,8.0,0.6974,1.0322,0.0290776,6,,,,2.0,3.0,6.0,3.0,,,,,,2.0,,,2.0,2.0,1.0,,3.0,3.0,,,1.0,,5.0,1.0,,,,,
