match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_keyPass,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_wonContest,stat_dispossessed,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,captain,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_errorLeadToAShot
12726865,home,Cagliari,Alen Sherri,,,alen-sherri,A. Sherri,G,12,196,359,M,363380,EUR,882144000,G,71,71,False,20.0,14.0,13.0,7.0,0.0,9.0,10.0,5.0,10.0,1.0,6.0,2.0,5.0,1.0,1.0,90.0,31.0,7.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12726865,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,612,M,927304,EUR,945820800,D,28,28,False,48.0,41.0,3.0,2.0,0.0,17.0,17.0,24.0,31.0,1.0,5.0,,,,,90.0,60.0,7.4,8.0,0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12726865,home,Cagliari,José Luis Palomino,José,Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,538,M,79680,EUR,631497600,D,24,24,False,42.0,40.0,5.0,5.0,0.0,21.0,22.0,19.0,20.0,2.0,4.0,,,,,90.0,52.0,7.4,3.0,0,,2.0,5.0,,1.0,1.0,4.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12726865,home,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,680,M,964153,EUR,1030060800,D,33,33,False,49.0,46.0,6.0,5.0,0.0,28.0,28.0,18.0,22.0,4.0,8.0,,,,,90.0,58.0,7.2,5.0,0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12726865,home,Cagliari,Tommaso Augello,,,tommaso-augello,T. Augello,M,3,181,350,M,596736,EUR,778204800,D,3,3,False,40.0,33.0,2.0,1.0,1.0,14.0,14.0,22.0,34.0,2.0,2.0,,,,,76.0,60.0,7.8,13.0,0,1.0,2.0,2.0,,,2.0,,,,1.0,2.0,3.0,8.0,,3.0,1.0,,,,,,,,,,,,,,
12726865,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,556,M,928777,EUR,963964800,M,8,8,False,53.0,44.0,3.0,3.0,0.0,13.0,14.0,31.0,40.0,,5.0,,,,,89.0,63.0,7.3,13.0,0,,3.0,5.0,4.0,,,2.0,2.0,,2.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,
12726865,home,Cagliari,Antoine Makoumbou,,,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,False,45.0,41.0,1.0,1.0,0.0,23.0,24.0,18.0,22.0,,5.0,,,,,90.0,54.0,6.8,8.0,0,,4.0,4.0,1.0,,,3.0,2.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
12726865,home,Cagliari,Paulo Azzi,,,paulo-azzi,P. Azzi,M,7,188,188,M,383314,EUR,774230400,M,37,37,False,48.0,39.0,4.0,2.0,0.0,14.0,16.0,26.0,35.0,3.0,6.0,,,,,90.0,73.0,7.1,12.0,3,2.0,6.0,7.0,3.0,,1.0,4.0,3.0,,,1.0,,3.0,,1.0,,2.0,,3.0,1.0,3.0,,,,,,,,,
12726865,home,Cagliari,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183,1125,M,902019,EUR,957484800,M,70,70,False,27.0,17.0,1.0,,0.0,2.0,3.0,15.0,26.0,1.0,2.0,,,,,57.0,37.0,6.6,15.0,1,2.0,4.0,2.0,,,,,,1.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,
12726865,home,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180,328,M,975811,EUR,987465600,M,97,97,False,18.0,15.0,1.0,,0.0,4.0,6.0,12.0,19.0,1.0,2.0,,,,,56.0,35.0,6.8,13.0,1,,5.0,2.0,3.0,,,,,,2.0,,1.0,7.0,,1.0,,2.0,2.0,,,,1.0,,,,,,,,
