match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_clearanceOffLine,stat_punches
10389938,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,32.0,21.0,22.0,11.0,17.0,19.0,4.0,13.0,1.0,9.0,1.0,1.0,1.0,3.0,90.0,44.0,6.6,12.0,0.0,0.0,0.00350745,0,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389938,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,29.0,26.0,6.0,3.0,19.0,22.0,8.0,9.0,2.0,4.0,,,,,67.0,46.0,7.6,5.0,0.0,0.0,0.0515273,0,,Alidu Seidu,,2.0,1.0,1.0,1.0,11.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
10389938,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,33.0,27.0,3.0,1.0,22.0,23.0,5.0,10.0,,4.0,,,,,90.0,38.0,6.9,6.0,0.0,0.0,0.00183504,0,,,,,,,1.0,3.0,,,1.0,3.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,
10389938,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,46.0,37.0,6.0,3.0,26.0,28.0,11.0,18.0,2.0,7.0,,,,,90.0,56.0,6.8,10.0,0.0,0.0,0.00703155,0,,,,,,1.0,1.0,3.0,,,1.0,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
10389938,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,36.0,25.0,6.0,2.0,11.0,16.0,16.0,23.0,2.0,7.0,,,,,90.0,65.0,7.4,16.0,0.1724,0.0,0.0774344,1,,,,3.0,2.0,2.0,3.0,8.0,1.0,,,3.0,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
10389938,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,24.0,20.0,6.0,4.0,8.0,9.0,12.0,15.0,,4.0,,,,,62.0,32.0,6.8,6.0,0.0,0.0,0.0125296,0,,,,,,,2.0,4.0,3.0,2.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,
10389938,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,58.0,47.0,8.0,2.0,29.0,31.0,18.0,27.0,3.0,8.0,,,,,90.0,68.0,6.2,15.0,0.1234,0.3637,0.0430471,1,,,,,,,6.0,1.0,2.0,,,1.0,,,,,,,4.0,,,,,2.0,True,1.0,,,,,,
10389938,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,31.0,26.0,4.0,3.0,9.0,11.0,18.0,26.0,1.0,5.0,,,,,90.0,69.0,7.5,15.0,0.1692,0.0,0.229312,2,,,,6.0,1.0,1.0,3.0,8.0,5.0,3.0,,3.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,,2.0,,,,1.0,1.0,,,,
10389938,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,346262,EUR,798940800,F,10,10,False,24.0,17.0,2.0,,3.0,8.0,14.0,19.0,,3.0,,,,,88.0,37.0,7.6,15.0,0.2738,0.4797,0.200624,2,,,,3.0,,,4.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,1.0,,,
10389938,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,12.0,8.0,,,3.0,4.0,5.0,13.0,,3.0,,,,,67.0,25.0,6.7,9.0,0.2163,0.3812,0.0213015,2,,,,5.0,,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,
