match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_goals,player_sofascoreId,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
12624906,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,26.0,19.0,9.0,4.0,0.0,19.0,22.0,4.0,8.0,1.0,4.0,1.0,1.0,4.0,90.0,39.0,8.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624906,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,39.0,36.0,1.0,,0.0,16.0,16.0,25.0,2.0,,,,,,90.0,62.0,7.0,8.0,0,21.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624906,home,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,39.0,30.0,7.0,2.0,0.0,21.0,25.0,14.0,7.0,,,,,,90.0,50.0,6.7,9.0,0,9.0,,,2.0,2.0,3.0,,1.0,7.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
12624906,home,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178.0,8,M,1521166,EUR,1010793600,D,14,14,False,49.0,43.0,5.0,3.0,0.0,35.0,40.0,9.0,1.0,,,,,,90.0,56.0,6.4,6.0,0,8.0,,,3.0,4.0,5.0,,,1.0,,2.0,,,1.0,,,Ali Al Shaafi,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,
12624906,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,42.0,34.0,3.0,3.0,0.0,18.0,22.0,21.0,4.0,,,,,,90.0,66.0,7.3,9.0,0,17.0,1.0,1.0,,4.0,5.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,,3.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,
12624906,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,False,53.0,48.0,4.0,3.0,0.0,29.0,31.0,22.0,5.0,,,,,,85.0,63.0,6.9,9.0,0,19.0,,,,5.0,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,
12624906,home,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000,M,18,18,False,26.0,23.0,1.0,,0.0,14.0,15.0,11.0,1.0,,,,,,42.0,31.0,6.7,4.0,0,9.0,,,,,3.0,,,,,,1.0,,,,,Murad Al Hawsawi,,,,3.0,1.0,,,,,,,,,,,,,
12624906,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,42.0,36.0,3.0,1.0,0.0,15.0,15.0,27.0,3.0,,,,,,90.0,55.0,7.0,10.0,0,21.0,,,1.0,2.0,5.0,,1.0,3.0,,1.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
12624906,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,M,17,17,False,51.0,45.0,5.0,5.0,1.0,15.0,16.0,40.0,2.0,,,,,,90.0,81.0,8.5,15.0,4,30.0,5.0,,,3.0,12.0,,5.0,,,,1.0,6.0,,1.0,2.0,,,3.0,1.0,3.0,2.0,,,2.0,2.0,2.0,,,,,,,,
12624906,home,Al-Khaleej,Saleh Abu Al-Shamat,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,1429250,EUR,1029024000,M,47,47,False,35.0,30.0,,,0.0,8.0,8.0,28.0,5.0,,,,,,71.0,59.0,6.4,15.0,3,22.0,1.0,,,11.0,4.0,1.0,4.0,,,1.0,1.0,2.0,3.0,,,Saleh Aboulshamat,,1.0,2.0,1.0,1.0,,3.0,,1.0,,1.0,2.0,,,,,,
