match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltySave,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyWon
12764307,home,Beşiktaş JK,Ersin Destanoğlu,,,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,30,30,False,True,23.0,15.0,10.0,2.0,0.0,15.0,16.0,7.0,6.0,1.0,1.0,2.0,90.0,29.0,6.2,8.0,4.186e-05,0,-1.0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Jonas Svensson,,,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,,54.0,49.0,5.0,3.0,0.0,22.0,23.0,31.0,4.0,,,,64.0,65.0,6.9,6.0,0.0168506,0,,27.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Gabriel Paulista,,,gabriel-paulista,G. Paulista,D,3,187,5352,M,124737,EUR,659577600,D,3,3,False,,91.0,74.0,17.0,9.0,0.0,44.0,51.0,40.0,6.0,,,,90.0,102.0,6.6,18.0,0.0772942,2,,30.0,5.0,6.0,,,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0688,,,,,,,,,,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Felix Uduokhai,,,felix-uduokhai,F. Uduokhai,D,14,193,1725,M,792142,EUR,873763200,D,14,14,False,,80.0,70.0,13.0,10.0,0.0,46.0,47.0,33.0,9.0,,,,90.0,90.0,6.9,10.0,0.0275808,1,,24.0,5.0,9.0,,,3.0,2.0,,4.0,4.0,,1.0,,1.0,,,,2.0,1.0,0.1775,,,,,,,,,,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Arthur Masuaku,,,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,,77.0,65.0,12.0,5.0,0.0,33.0,36.0,46.0,8.0,,,,90.0,106.0,7.6,18.0,0.23889,2,,34.0,4.0,9.0,2.0,,4.0,1.0,2.0,1.0,3.0,1.0,,,,,,,1.0,1.0,0.034,masuaku26,5.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0408,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Gedson Fernandes,,,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,40.0,31.0,,,0.0,16.0,18.0,23.0,3.0,,,,77.0,53.0,6.9,12.0,0.0389667,3,,15.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,0.1453,gedson_83,1.0,,1.0,1.0,1.0,,1.0,0.0095,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Cher Ndour,,,ndour-cher,C. Ndour,M,27,190,2165,M,1114422,EUR,1090886400,M,73,73,False,,45.0,34.0,4.0,2.0,0.0,15.0,18.0,27.0,7.0,,,,77.0,55.0,6.7,14.0,0.111532,3,,19.0,6.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,,2.0,0.19,,,,,,1.0,,1.0,0.0617,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Milot Rashica,,,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,7,7,False,,31.0,24.0,1.0,,0.0,3.0,5.0,34.0,4.0,,,,64.0,49.0,6.7,21.0,0.159141,0,,22.0,4.0,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,,1.0,,,,2.0,,MRashica,8.0,1.0,,,,,5.0,,,,,,,,,,,,,
12764307,home,Beşiktaş JK,Rafa Silva,,,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,33.0,28.0,,,0.0,2.0,2.0,34.0,2.0,,,,90.0,54.0,7.0,15.0,0.173121,4,,27.0,8.0,4.0,5.0,,,,1.0,2.0,,3.0,1.0,1.0,,,,,2.0,,0.2023,Rafa_Silva,3.0,1.0,,2.0,2.0,,1.0,0.2764,1.0,,,,,,,,,,,
12764307,home,Beşiktaş JK,Ernest Muçi,,,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,,36.0,36.0,1.0,1.0,1.0,15.0,15.0,23.0,2.0,,,,90.0,53.0,7.2,7.0,0.123677,3,,21.0,5.0,4.0,5.0,,,,6.0,2.0,,1.0,1.0,2.0,,,,,1.0,,0.0992,ernest_muci,2.0,,,3.0,,,2.0,,,,,,,,,,,,,
