match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_totalClearance,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_penaltyWon,stat_goals,stat_goalAssist,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_totalOffside
10411590,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,14.0,12.0,2.0,12.0,12.0,2.0,4.0,1.0,1.0,90.0,17.0,7.1,2.0,0.0,0.0,2.943e-05,0,0.0753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411590,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,101.0,94.0,5.0,26.0,26.0,81.0,7.0,,,90.0,126.0,7.5,15.0,0.0,0.0,0.113059,0,,dilorenzo22,True,3.0,69.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10411590,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,61.0,56.0,6.0,33.0,36.0,25.0,2.0,,,90.0,67.0,7.0,6.0,0.0121,0.0,0.011012,1,,,,5.0,23.0,,,1.0,3.0,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
10411590,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,82.0,72.0,12.0,37.0,43.0,39.0,7.0,,,90.0,89.0,7.3,11.0,0.0,0.0,0.0197133,0,,kiminjae3,,10.0,35.0,,,2.0,3.0,1.0,,,,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
10411590,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,94.0,82.0,14.0,36.0,41.0,61.0,13.0,,,90.0,129.0,7.7,22.0,0.0688,0.0,0.265293,2,,,,9.0,50.0,8.0,4.0,,4.0,6.0,1.0,1.0,2.0,1.0,3.0,4.0,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,
10411590,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,90.0,79.0,2.0,15.0,16.0,77.0,4.0,,,90.0,107.0,6.9,20.0,0.1221,0.0,0.0800925,1,,anguiss_29,,2.0,64.0,3.0,,,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,1.0,3.0,,1.0,1.0,,,,,,,,
10411590,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,69.0,68.0,6.0,14.0,14.0,55.0,3.0,,,89.0,71.0,6.9,1.0,0.0,0.0,0.063746,0,,StanLobotka,,6.0,54.0,,,,2.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,
10411590,home,Napoli,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2715,M,845486,EUR,851731200,M,91,91,False,38.0,31.0,2.0,8.0,10.0,28.0,4.0,,,64.0,48.0,7.0,10.0,0.0746,0.0239,0.102721,2,,,,,23.0,,,,2.0,5.0,3.0,1.0,,2.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,3.0,1.0,,,,,,,
10411590,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,44.0,38.0,4.0,8.0,8.0,43.0,6.0,,,64.0,62.0,6.7,17.0,0.0,0.0,0.059529,0,,,,1.0,30.0,7.0,,,7.0,5.0,,,1.0,2.0,3.0,,,,1.0,,2.0,,,3.0,2.0,,1.0,,,,,,,,,
10411590,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,10.0,10.0,1.0,1.0,1.0,9.0,1.0,,,89.0,24.0,7.0,4.0,0.3665,0.0,0.0399971,4,,Osimhen9,,1.0,9.0,,,4.0,10.0,4.0,2.0,,1.0,,2.0,,,,1.0,3.0,2.0,,,,2.0,1.0,,,,1.0,,,,,,
