match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_wasFouled,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves
10434078,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,27.0,24.0,6.0,3.0,23.0,24.0,1.0,3.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,90.0,32.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Oğuz Ceylan,oguz-ceylan,O. Ceylan,D,2,174,8,M,152758,EUR,661219200,D,77,77,False,37.0,31.0,2.0,1.0,14.0,15.0,17.0,25.0,2.0,5.0,2.0,5.0,,,,90.0,60.0,6.9,16.0,1,Oğuz,Ceylan,3.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,4,4,False,52.0,50.0,4.0,2.0,41.0,41.0,9.0,11.0,2.0,3.0,5.0,1.0,,,,90.0,61.0,7.2,2.0,1,Atakan Cankaya,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,767,M,858004,EUR,892598400,D,18,18,False,55.0,53.0,3.0,2.0,42.0,42.0,11.0,13.0,2.0,3.0,6.0,1.0,,,,90.0,70.0,7.1,4.0,0,,,,,3.0,,2.0,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,
10434078,home,MKE Ankaragücü,Marlon,marlon,Marlon,D,23,178,1919,M,870787,EUR,864086400,D,3,3,False,21.0,15.0,4.0,1.0,6.0,7.0,10.0,18.0,1.0,2.0,3.0,4.0,,,,90.0,46.0,7.3,14.0,1,,,4.0,,3.0,,,,,1.0,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
10434078,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,128,M,182385,EUR,724809600,M,8,8,False,51.0,45.0,10.0,7.0,18.0,18.0,28.0,38.0,,2.0,,4.0,,,,68.0,60.0,7.3,11.0,0,,,5.0,,2.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,
10434078,home,MKE Ankaragücü,Abdullah Durak,abdullah-durak,A. Durak,M,,181,6,M,42224,EUR,544233600,M,5,5,False,55.0,52.0,2.0,1.0,37.0,37.0,15.0,18.0,,1.0,,6.0,,,,83.0,59.0,6.5,5.0,0,,,,1.0,7.0,2.0,,1.0,,1.0,1.0,1.0,3.0,,1.0,,,,,,True,,,,,,,
10434078,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175,400,M,850770,EUR,865036800,M,7,7,False,25.0,22.0,1.0,1.0,7.0,7.0,16.0,19.0,,3.0,1.0,2.0,,,,68.0,40.0,6.8,5.0,5,,,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,,1.0,1.0,,,2.0,1.0,3.0,,,,
10434078,home,MKE Ankaragücü,Ghayas Zahid,ghayas-zahid,G. Zahid,M,29,173,468,M,252121,EUR,785116800,M,19,19,False,48.0,43.0,3.0,3.0,17.0,18.0,26.0,31.0,,6.0,,4.0,,,,90.0,64.0,7.5,12.0,0,,,1.0,1.0,5.0,,4.0,3.0,,2.0,1.0,2.0,,,2.0,1.0,,1.0,,,,3.0,,,2.0,,,
10434078,home,MKE Ankaragücü,Giorgi Beridze,giorgi-beridze,G. Beridze,F,7,174,144,M,798377,EUR,863395200,M,21,21,False,19.0,13.0,,,4.0,8.0,9.0,12.0,,1.0,,2.0,,,,61.0,30.0,6.4,11.0,3,,,1.0,1.0,2.0,1.0,,1.0,,,,4.0,,2.0,,,,,,2.0,,1.0,1.0,1.0,,,,
10434078,home,MKE Ankaragücü,Federico Macheda,federico-macheda,F. Macheda,F,41,184,328,M,50130,EUR,682819200,F,11,11,False,11.0,9.0,,,6.0,6.0,3.0,6.0,1.0,3.0,1.0,3.0,,,,61.0,19.0,6.5,7.0,0,Federico,Macheda,1.0,2.0,4.0,1.0,,,,,,4.0,1.0,,,2.0,,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Jesé Rodríguez,jese-rodriguez,Jesé,F,10,178,1129,M,110781,EUR,730684800,F,10,10,True,7.0,5.0,,,2.0,2.0,3.0,5.0,,3.0,,2.0,,,,29.0,10.0,6.7,2.0,0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
10434078,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1042,M,238394,EUR,771552000,F,22,22,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,1.0,,,,,29.0,9.0,6.7,1.0,1,,,,,3.0,,1.0,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183,28,M,867848,EUR,955152000,M,23,23,True,14.0,13.0,1.0,1.0,3.0,4.0,10.0,10.0,,1.0,,2.0,,,,22.0,18.0,6.7,2.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10434078,home,MKE Ankaragücü,Gboly Ariyibi,gboly-ariyibi,G. Ariyibi,M,11,183,55,M,370644,EUR,790300800,F,12,12,True,5.0,5.0,,,1.0,1.0,4.0,4.0,,1.0,,1.0,,,,22.0,11.0,6.5,5.0,0,Gboly,Ariyibi,,,3.0,,2.0,1.0,,,,3.0,1.0,,,,,,,,,1.0,,,,,,
10434078,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186,192,M,982317,EUR,974246400,M,14,14,True,5.0,4.0,,,2.0,3.0,2.0,2.0,,2.0,,1.0,,,,12.0,7.0,6.8,1.0,0,,,,,1.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
