match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_penaltyConceded,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_errorLeadToAGoal,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_goals
11407401,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,24.0,5.0,22.0,3.0,3.0,5.0,2.0,19.0,1.0,5.0,1.0,2.0,90.0,29.0,5.7,19.0,0.0,0.0,0.00025478,0,-1.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186,441,M,,901885,EUR,988329600,D,5,5,False,48.0,39.0,1.0,,10.0,12.0,29.0,36.0,1.0,5.0,,,86.0,54.0,6.6,10.0,0.0,0.0,0.0360194,0,,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189,301,M,,224456,EUR,710121600,D,23,23,False,36.0,33.0,2.0,2.0,19.0,22.0,14.0,14.0,2.0,12.0,,,90.0,50.0,6.6,8.0,0.0,0.0,0.00405811,0,,1.0,5.0,3.0,8.0,,,1.0,,3.0,1.0,,True,1.0,3.0,3.0,,,,,,,,,,,,,,,
11407401,home,Salernitana,Matteo Lovato,,,lovato-matteo,M. Lovato,D,20,188,274,M,,982601,EUR,950486400,D,66,66,False,24.0,17.0,3.0,1.0,12.0,15.0,5.0,9.0,5.0,2.0,,,90.0,37.0,6.0,7.0,0.0,0.0,0.00357639,0,,5.0,1.0,7.0,4.0,,1.0,3.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
11407401,home,Salernitana,Grigoris Kastanos,,,grigoris-kastanos,G. Kastanos,M,28,179,526,M,,791566,EUR,886118400,M,20,20,False,26.0,19.0,2.0,,8.0,10.0,11.0,18.0,,1.0,,,90.0,47.0,6.5,16.0,0.1441,0.1487,0.0186815,4,,5.0,2.0,8.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
11407401,home,Salernitana,Emil Bohinen,,,emil-bohinen,E. Bohinen,M,37,185,230,M,,824584,EUR,921196800,M,8,8,False,37.0,28.0,3.0,,8.0,12.0,20.0,25.0,4.0,6.0,,,79.0,54.0,7.1,11.0,0.0,0.0,0.0285957,0,,3.0,1.0,5.0,4.0,2.0,3.0,,,2.0,,2.0,,1.0,,2.0,,,,,,,1.0,,,,,,,,
11407401,home,Salernitana,Mateusz Łęgowski,,,mateusz-legowski,M. Łęgowski,M,20,181,801,M,,1064080,EUR,1043798400,M,99,99,False,34.0,27.0,,,8.0,11.0,19.0,23.0,4.0,6.0,,,90.0,51.0,6.9,8.0,0.0145,0.0,0.0703108,1,,1.0,1.0,4.0,7.0,1.0,,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,,,1.0,,,2.0,1.0,,,,,,,
11407401,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,,897594,EUR,944784000,M,3,3,False,26.0,20.0,3.0,,7.0,9.0,13.0,19.0,2.0,7.0,,,90.0,43.0,5.6,12.0,0.0,0.0,0.00426698,0,,1.0,,4.0,1.0,2.0,,1.0,1.0,2.0,,,,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,
11407401,home,Salernitana,Agustín Martegani,,,agustin-martegani,A. Martegani,M,19,183,565,M,,984926,EUR,958780800,F,7,7,False,14.0,11.0,,,1.0,1.0,10.0,13.0,,1.0,,,71.0,19.0,6.6,5.0,0.0336,0.0,0.0986987,1,,3.0,,4.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
11407401,home,Salernitana,Jovane Cabral,,,jovane-cabral,J. Cabral,F,11,176,1128,M,,845802,EUR,897782400,F,21,21,False,22.0,17.0,1.0,,4.0,4.0,13.0,20.0,,7.0,,,79.0,35.0,6.3,13.0,0.2589,0.0,0.0175287,3,,3.0,,11.0,1.0,1.0,,,,1.0,2.0,,,3.0,,,,2.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,
11407401,home,Salernitana,Boulaye Dia,,,dia-boulaye,B. Dia,F,19,180,11046,M,boulaye_dia,960080,EUR,848102400,F,10,10,False,17.0,14.0,,,3.0,4.0,11.0,13.0,,1.0,,,86.0,30.0,6.6,10.0,0.1303,0.0414,0.0386088,2,,5.0,,12.0,1.0,,1.0,,,3.0,3.0,1.0,,1.0,,,,,4.0,,1.0,1.0,1.0,,,,,,,,
11407401,home,Salernitana,Pasquale Mazzocchi,,,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,,377512,EUR,806803200,D,30,30,True,8.0,6.0,1.0,1.0,1.0,1.0,6.0,10.0,,,,,19.0,15.0,5.9,5.0,0.0,0.0,0.0645557,0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,3.0,,,,,1.0,,,1.0,,,,,
11407401,home,Salernitana,Giulio Maggiore,,,giulio-maggiore,G. Maggiore,M,18,184,222,M,,848185,EUR,889660800,M,25,25,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,11.0,9.0,6.7,1.0,0.0,0.0,0.00306966,0,,,,,3.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
11407401,home,Salernitana,Trivante Stewart,Trivante Stewart,,stewart-trivante,T. Stewart,F,9,183,455,M,,1431516,EUR,953683200,F,19,19,True,3.0,3.0,,,3.0,3.0,,,,1.0,,,11.0,5.0,6.8,,0.0431,0.0162,7.011e-05,1,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,
11407401,home,Salernitana,Lorenzo Pirola,,,lorenzo-pirola,L. Pirola,D,5,185,996,M,,965014,EUR,1014163200,D,98,98,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,4.0,3.0,,,0.0,0.0,0.00016389,0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11407401,home,Salernitana,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,,1004505,EUR,1062979200,F,33,33,True,,,,,,,,,,,,,4.0,1.0,,,0.0,0.0,0.0,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Benoît Costil,,,benoit-costil,B. Costil,G,,188,146,M,,26965,EUR,552268800,G,56,56,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Vincenzo Fiorillo,,,vincenzo-fiorillo,V. Fiorillo,G,99,190,54,M,,28378,EUR,632188800,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Federico Fazio,,,federico-fazio,F. Fazio,D,,195,373,M,,27569,EUR,542937600,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Dylan Bronn,,,dylan-bronn,D. Bronn,D,25,186,1740,M,,845271,EUR,803520000,D,28,28,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Junior Sambia,,,junior-sambia,J. Sambia,M,,185,154,M,,603738,EUR,842054400,M,6,6,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Andres Șfaiț,,,andres-sfait,A. Șfaiț,F,77,180,146,M,,1492729,EUR,1102550400,M,36,36,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,home,Salernitana,Erik Botheim,,,erik-botheim,E. Botheim,F,20,187,1101,M,,844292,EUR,947462400,F,11,11,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407401,away,Inter,Yann Sommer,,,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,31.0,29.0,11.0,9.0,26.0,26.0,3.0,5.0,,4.0,,3.0,90.0,37.0,7.4,2.0,0.0,0.0,0.00382989,0,0.2063,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
11407401,away,Inter,Benjamin Pavard,,,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,85.0,76.0,8.0,4.0,56.0,60.0,20.0,27.0,3.0,5.0,,,90.0,102.0,7.8,11.0,0.0,0.0,0.0618382,0,,1.0,4.0,2.0,8.0,1.0,1.0,3.0,3.0,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,
11407401,away,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,63.0,58.0,1.0,,51.0,55.0,7.0,8.0,2.0,5.0,,,90.0,69.0,7.1,5.0,0.0,0.0,0.00265764,0,,1.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
11407401,away,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,76.0,66.0,8.0,4.0,48.0,53.0,18.0,24.0,,3.0,,,90.0,81.0,7.0,11.0,0.0,0.0,0.0118558,0,,2.0,2.0,3.0,2.0,,3.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,
11407401,away,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,32.0,25.0,1.0,1.0,6.0,8.0,19.0,26.0,1.0,3.0,,,78.0,50.0,7.5,12.0,0.0949,0.0,0.103564,2,,1.0,3.0,2.0,7.0,,,1.0,,1.0,1.0,2.0,,2.0,,1.0,,2.0,,1.0,,1.0,2.0,,,,,,,,
11407401,away,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,60.0,52.0,3.0,1.0,28.0,29.0,26.0,33.0,,7.0,,,86.0,76.0,7.7,11.0,0.0,0.0,0.482637,0,,,1.0,3.0,8.0,1.0,,3.0,1.0,2.0,1.0,3.0,True,3.0,,2.0,,2.0,,,,,2.0,,,2.0,,1.0,,,
