match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_aerialLost,stat_outfielderBlock,stat_penaltyConceded,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,stat_keyPass,player_sofascoreId,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_shotOffTarget
11452974,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,36.0,32.0,8.0,4.0,31.0,34.0,1.0,2.0,10.0,1.0,1.0,1.0,90.0,45.0,6.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452974,home,Al-Ettifaq,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,27.0,22.0,2.0,1.0,7.0,9.0,18.0,22.0,3.0,,,,78.0,43.0,6.8,6.0,0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11452974,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,60.0,58.0,1.0,,41.0,41.0,17.0,19.0,1.0,,,,90.0,70.0,7.1,3.0,1,,,1.0,4.0,,,5.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11452974,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,86.0,82.0,2.0,1.0,66.0,68.0,16.0,18.0,8.0,,,,90.0,95.0,6.7,4.0,0,,,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11452974,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,13,13,False,44.0,37.0,4.0,1.0,20.0,22.0,17.0,23.0,5.0,,,,85.0,62.0,7.4,10.0,1,1.0,,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11452974,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,False,46.0,44.0,1.0,1.0,20.0,20.0,24.0,28.0,2.0,,,,65.0,53.0,6.9,5.0,1,2.0,,3.0,4.0,,,,,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,
11452974,home,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400,M,7,7,False,22.0,21.0,2.0,1.0,2.0,2.0,22.0,26.0,4.0,,,,85.0,33.0,6.9,5.0,0,6.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
11452974,home,Al-Ettifaq,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800,M,16,16,False,38.0,33.0,,,17.0,17.0,16.0,21.0,2.0,,,,90.0,41.0,6.8,5.0,0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,
11452974,home,Al-Ettifaq,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183.0,6336,M,42694,EUR,645580800,M,10,10,False,110.0,104.0,17.0,15.0,56.0,56.0,49.0,55.0,5.0,,,,90.0,115.0,8.5,8.0,0,1.0,1.0,2.0,1.0,,,1.0,,,,1.0,3.0,,,,,,,,1.0,,3.0,jordanhenderson,True,2.0,2.0,,,,,,
11452974,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184.0,385,M,163565,EUR,750124800,M,99,99,False,22.0,16.0,,,4.0,4.0,12.0,18.0,1.0,,,,90.0,33.0,6.8,10.0,2,,,3.0,5.0,3.0,3.0,,,,,,2.0,2.0,,1.0,1.0,,,,3.0,,1.0,,,,,1.0,1.0,1.0,,,
11452974,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,10.0,8.0,,,3.0,3.0,5.0,7.0,,,,,45.0,19.0,8.4,5.0,4,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,2.0,3.0,,1.0,,,,,,2.0,2.0,,,
11452974,home,Al-Ettifaq,Ahmed Al-Ghamdi,,,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000,M,15,15,True,22.0,19.0,,,10.0,10.0,9.0,13.0,3.0,,,,45.0,36.0,6.6,10.0,1,1.0,,8.0,3.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,2.0,1.0,,,,,,1.0,1.0,,,
