match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_errorLeadToAShot,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_punches,stat_hitWoodwork
10385456,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,27.0,26.0,2.0,1.0,26.0,27.0,2.0,7.0,2.0,1.0,1.0,90.0,38.0,7.3,1.0,0.0,0.0,9.258e-05,0,0.2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385456,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,79.0,65.0,8.0,5.0,38.0,42.0,7.0,5.0,,,,90.0,114.0,7.7,30.0,0.0,0.0,0.0657234,0,,28.0,48.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385456,home,Liverpool,Joël Matip,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,False,82.0,75.0,4.0,2.0,55.0,56.0,2.0,7.0,,,,90.0,94.0,7.0,13.0,0.0,0.0,0.0175703,0,,20.0,26.0,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,
10385456,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,100.0,91.0,5.0,3.0,66.0,70.0,5.0,5.0,,,,90.0,113.0,7.4,9.0,0.0269,0.0,0.0118814,1,,25.0,30.0,,,3.0,5.0,,,,,1.0,2.0,2.0,,,,,5.0,3.0,,,,1.0,1.0,,,,,,,,,,,
10385456,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,60.0,50.0,7.0,4.0,32.0,36.0,3.0,10.0,1.0,,,90.0,84.0,7.2,15.0,0.0,0.0,0.0718303,0,,19.0,29.0,5.0,1.0,,1.0,,,2.0,2.0,1.0,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
10385456,home,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,False,56.0,49.0,5.0,2.0,25.0,25.0,3.0,5.0,2.0,,,80.0,66.0,6.8,12.0,0.0,0.0,0.0132581,0,,24.0,33.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,
10385456,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,57.0,51.0,2.0,2.0,33.0,35.0,3.0,3.0,1.0,,,90.0,64.0,6.7,8.0,0.0,0.0,0.0927134,0,,18.0,22.0,,,1.0,5.0,,2.0,,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385456,home,Liverpool,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,stefanbajcetic,1142636,EUR,1098403200,M,43,43,False,35.0,27.0,6.0,3.0,13.0,16.0,6.0,5.0,1.0,,,89.0,51.0,6.8,10.0,0.0203,0.4207,0.0806039,1,,14.0,19.0,,,2.0,7.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
10385456,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,34.0,30.0,,,14.0,14.0,8.0,3.0,4.0,,,89.0,63.0,7.6,15.0,1.0642,1.1047,0.0370451,6,,16.0,20.0,,,,7.0,,2.0,7.0,3.0,,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,,,,,,,
10385456,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,14.0,11.0,,,4.0,4.0,7.0,5.0,4.0,,,80.0,28.0,7.3,7.0,0.8082,0.7399,0.028419,2,,7.0,10.0,,,,5.0,2.0,,2.0,1.0,,2.0,1.0,2.0,1.0,,2.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,
