match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,captain,stat_accurateCross,stat_goals,stat_keyPass,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_totalOffside,stat_penaltyConceded
10407262,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,28.0,21.0,11.0,4.0,20.0,24.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,90.0,35.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407262,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,D,6,6,False,51.0,39.0,5.0,4.0,28.0,33.0,11.0,19.0,,5.0,7.0,,,90.0,86.0,6.8,22.0,0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
10407262,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,50.0,36.0,9.0,1.0,29.0,34.0,7.0,16.0,2.0,2.0,7.0,,,61.0,56.0,6.6,14.0,1,,3.0,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407262,home,KV Mechelen,Dries Wouters,dries-wouters,D. Wouters,D,5,189,35,M,339269,EUR,854409600,D,4,4,False,59.0,48.0,4.0,,41.0,47.0,7.0,12.0,1.0,2.0,10.0,,,90.0,66.0,6.8,12.0,0,,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10407262,home,KV Mechelen,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,18,18,False,32.0,26.0,4.0,1.0,14.0,15.0,12.0,21.0,,4.0,2.0,,,45.0,62.0,7.1,13.0,1,4.0,2.0,3.0,,,1.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10407262,home,KV Mechelen,Birger Verstraete,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,66,66,False,51.0,38.0,8.0,4.0,17.0,20.0,21.0,32.0,3.0,7.0,4.0,,,90.0,66.0,7.4,16.0,1,1.0,3.0,3.0,,,1.0,2.0,,2.0,,,1.0,4.0,,,,,1.0,2.0,,,,,,,,,,
10407262,home,KV Mechelen,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,273,M,780206,EUR,853545600,M,22,22,False,33.0,27.0,1.0,,8.0,9.0,19.0,24.0,2.0,6.0,2.0,,,90.0,50.0,6.3,15.0,1,,3.0,8.0,1.0,2.0,,,,6.0,,,,,1.0,3.0,2.0,1.0,,2.0,,,,,,,,,,
10407262,home,KV Mechelen,Dimitri Lavalėe,dimitri-lavalee,D. Lavalėe,D,24,187,148,M,857458,EUR,853113600,M,14,14,False,72.0,52.0,13.0,9.0,33.0,40.0,19.0,33.0,2.0,4.0,7.0,,,90.0,89.0,6.9,25.0,1,1.0,1.0,5.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,
10407262,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,F,7,7,False,63.0,45.0,12.0,5.0,20.0,25.0,30.0,51.0,3.0,11.0,12.0,,,90.0,98.0,8.3,31.0,1,13.0,2.0,4.0,,1.0,,5.0,3.0,3.0,,,1.0,,,2.0,1.0,,,2.0,,True,5.0,1.0,5.0,,,,,
10407262,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,145,M,848680,EUR,878428800,F,9,9,False,7.0,5.0,,,,1.0,5.0,7.0,2.0,2.0,1.0,,,45.0,13.0,6.5,6.0,1,1.0,3.0,7.0,1.0,1.0,,,,2.0,,,,,2.0,,,,,,1.0,,,,,,,,,
