match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialWon,stat_totalTackle,stat_wonTackle,player_firstName,stat_totalCross,stat_accurateCross,stat_wasFouled,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_hitWoodwork,stat_penaltyWon
11453119,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,23,23,False,36.0,23.0,16.0,5.0,21.0,28.0,2.0,8.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90.0,45.0,5.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176,21,M,818563,EUR,829785600,D,39,39,False,18.0,14.0,6.0,4.0,8.0,10.0,6.0,8.0,7.0,1.0,4.0,,,1.0,,,,,,,,79.0,33.0,6.3,6.0,1,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178,21,M,818696,EUR,750556800,D,3,3,False,31.0,27.0,3.0,1.0,25.0,28.0,2.0,3.0,1.0,9.0,3.0,,,1.0,,,,,,,,90.0,43.0,6.3,4.0,0,,2.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Naif Masoud,naif-masoud,N. Masoud,D,6,177,22,M,1798265,EUR,984009600,D,88,88,False,24.0,19.0,5.0,3.0,17.0,19.0,2.0,5.0,6.0,7.0,1.0,,,1.0,,,,,,,,90.0,43.0,6.2,9.0,0,1.0,3.0,1.0,2.0,1.0,,,,2.0,,1.0,2.0,2.0,Naif Masoud,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172,204,M,190139,EUR,790819200,D,5,5,False,29.0,25.0,1.0,1.0,14.0,16.0,12.0,16.0,4.0,3.0,5.0,,,1.0,,,,,,,,89.0,54.0,6.5,12.0,0,1.0,3.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170,31,M,818581,EUR,738892800,M,15,15,False,13.0,11.0,,,3.0,3.0,8.0,10.0,4.0,2.0,2.0,,,,,,,,,,,64.0,23.0,6.6,5.0,1,1.0,4.0,2.0,1.0,,,1.0,,,2.0,,3.0,3.0,,,,1.0,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186,181,M,147128,EUR,629596800,M,55,55,False,40.0,36.0,6.0,4.0,21.0,23.0,15.0,17.0,6.0,4.0,4.0,,,,,,,,,,,90.0,53.0,6.5,6.0,1,2.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,204,M,190171,EUR,796521600,M,8,8,False,19.0,17.0,2.0,,12.0,12.0,5.0,9.0,8.0,3.0,4.0,,,2.0,,,,,,,,79.0,39.0,6.6,8.0,2,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,,3.0,3.0,,2.0,,2.0,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180,366,M,190065,EUR,774921600,F,7,7,False,19.0,9.0,2.0,1.0,2.0,6.0,8.0,17.0,3.0,1.0,3.0,,,,,,,,,,,90.0,33.0,6.8,14.0,3,2.0,4.0,,1.0,2.0,2.0,1.0,,,,,,,,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,
11453119,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184,13085,M,918784,EUR,823392000,F,9,9,False,17.0,14.0,1.0,,7.0,7.0,7.0,10.0,4.0,2.0,4.0,,,1.0,,,,,,,,65.0,32.0,7.6,8.0,2,1.0,5.0,,1.0,3.0,1.0,,,,2.0,2.0,,,,,,2.0,,,1.0,1.0,3.0,mohamed_shereif19,1.0,1.0,1.0,,,,
11453119,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178,359,M,193064,EUR,743472000,F,10,10,False,21.0,15.0,3.0,2.0,6.0,9.0,10.0,14.0,3.0,1.0,3.0,,,,,,,,,,,90.0,38.0,7.0,12.0,1,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,,4.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,,2.0,2.0,,,,,True,1.0,,
11453119,home,Al-Khaleej,Mohammed Adams,mohammed-adams,M. Adams,M,,167,35,M,881582,EUR,843436800,M,47,47,True,13.0,10.0,,,5.0,6.0,5.0,7.0,1.0,,2.0,,,,,,,,,,,26.0,17.0,6.6,3.0,0,,2.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183,285,M,818674,EUR,724723200,F,11,11,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,1.0,,,,,,,,,,,25.0,10.0,6.5,2.0,0,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Omar Al-Oudah,omar-al-oudah,O. Al-Oudah,D,22,174,4,,2266015,EUR,914889600,D,2,2,True,7.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,,,,,1.0,,,,,,,,11.0,9.0,6.2,1.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Fwaz Altryes,fwaz-altryes,F. Altryes,F,8,170,19,M,902358,EUR,861840000,M,27,27,True,2.0,1.0,,,1.0,1.0,,1.0,4.0,,1.0,,,,,,,,,,,11.0,6.0,5.9,3.0,0,,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168,13,M,847483,EUR,637372800,D,33,33,True,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,8.0,3.0,6.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453119,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
