match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_wonContest,stat_outfielderBlock,stat_wasFouled,captain,stat_clearanceOffLine,stat_unsuccessfulTouch,stat_goals,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_bigChanceCreated
11391438,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,22.0,17.0,10.0,5.0,15.0,20.0,2.0,2.0,9.0,2.0,3.0,90.0,29.0,7.3,5.0,0.00018998,0,0.4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391438,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,52.0,39.0,5.0,2.0,18.0,21.0,21.0,34.0,4.0,,,81.0,77.0,6.7,20.0,0.0965782,4,,3.0,1.0,1.0,8.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,0.177,0.0262,2.0,,,,,,,,,,,,,,
11391438,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,99,99,False,62.0,58.0,9.0,6.0,36.0,39.0,22.0,23.0,8.0,,,90.0,77.0,8.0,4.0,0.0319391,1,,,,1.0,,6.0,,,3.0,1.0,,,3.0,3.0,1.0,1.0,,,0.0184,,,stephane_singo,3.0,1.0,1.0,,,,,,,,,,
11391438,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,53.0,49.0,4.0,4.0,32.0,35.0,17.0,18.0,4.0,,,90.0,70.0,8.0,6.0,0.00882643,2,,,2.0,3.0,4.0,4.0,,,1.0,,2.0,,6.0,2.0,,,1.0,2.0,0.0691,0.1797,,,1.0,1.0,,True,1.0,2.0,,,,,,,
11391438,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,D,14,14,False,51.0,44.0,3.0,,22.0,24.0,22.0,31.0,10.0,,,90.0,86.0,8.5,15.0,0.0649018,3,,4.0,1.0,4.0,5.0,13.0,2.0,1.0,2.0,,2.0,1.0,6.0,1.0,5.0,4.0,,1.0,0.3581,0.2657,,ismaijakobs,2.0,,2.0,,,1.0,,,,,,,
11391438,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,61.0,56.0,3.0,2.0,25.0,27.0,31.0,34.0,11.0,,,90.0,77.0,7.3,7.0,0.107296,2,,,1.0,,6.0,6.0,1.0,,1.0,,,2.0,2.0,1.0,4.0,2.0,,4.0,0.0387,,1.0,camara_mohamed6,1.0,1.0,1.0,,,2.0,,,,,,,
11391438,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,81.0,76.0,5.0,3.0,29.0,32.0,47.0,49.0,11.0,,,90.0,100.0,7.7,7.0,0.045994,0,,,1.0,,5.0,9.0,1.0,,3.0,,,,2.0,2.0,4.0,3.0,,3.0,0.022,,1.0,,3.0,,2.0,,,2.0,,,,,,,
11391438,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,21,21,False,44.0,37.0,2.0,2.0,12.0,14.0,25.0,34.0,6.0,,,87.0,64.0,7.3,14.0,0.0910752,1,,4.0,1.0,,7.0,7.0,2.0,1.0,5.0,1.0,,,,1.0,4.0,4.0,,1.0,0.2259,,,,3.0,,,,,,,,,,,,
11391438,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,48.0,38.0,3.0,2.0,13.0,16.0,25.0,33.0,9.0,,,90.0,67.0,8.3,15.0,0.139372,3,,1.0,,,5.0,6.0,2.0,,2.0,1.0,1.0,1.0,,2.0,3.0,2.0,,1.0,0.4985,0.838,5.0,Minamino,,,3.0,,,2.0,1.0,,,,,,
11391438,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,74.0,66.0,8.0,6.0,21.0,22.0,48.0,57.0,10.0,,,90.0,100.0,8.5,19.0,0.423542,3,,5.0,1.0,,5.0,5.0,1.0,1.0,3.0,2.0,1.0,,,,3.0,1.0,,,0.183,0.2443,7.0,alex_golovin17,1.0,,1.0,,,4.0,,3.0,1.0,,,,
