match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,captain,stat_wasFouled,stat_goals,stat_hitWoodwork,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded
10438044,home,Benfica,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,99,99,False,21.0,17.0,5.0,1.0,16.0,19.0,1.0,2.0,1.0,10.0,1.0,1.0,90.0,31.0,6.5,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Gilberto,,,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,55.0,52.0,,,15.0,15.0,40.0,52.0,2.0,7.0,,,75.0,89.0,7.0,16.0,1,12.0,3.0,2.0,6.0,5.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,66,66,False,87.0,80.0,8.0,6.0,37.0,43.0,43.0,44.0,,17.0,,,90.0,99.0,7.4,7.0,2,,,,3.0,9.0,2.0,,1.0,1.0,,2.0,,,antoniosilva.66,6.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
10438044,home,Benfica,Nicolás Otamendi,,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,85.0,74.0,11.0,4.0,42.0,44.0,32.0,41.0,,13.0,,,90.0,95.0,7.2,12.0,4,,,2.0,5.0,8.0,,,1.0,,,2.0,,1.0,Notamendi30,5.0,3.0,1.0,,2.0,1.0,2.0,True,1.0,,,,,,,,,
10438044,home,Benfica,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13008,M,177177,EUR,811555200,D,3,3,False,73.0,60.0,5.0,1.0,27.0,28.0,33.0,57.0,1.0,7.0,,,90.0,107.0,7.2,29.0,0,12.0,,,4.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,3.0,grimaldo35,2.0,,,,3.0,1.0,1.0,,,,,,,,,,,
10438044,home,Benfica,Enzo Fernández,,,enzo-fernandez,E. Fernández,M,8,177,121227,M,974505,EUR,979689600,M,13,13,False,71.0,64.0,12.0,11.0,22.0,24.0,42.0,48.0,,2.0,,,67.0,86.0,7.6,9.0,3,1.0,,,,3.0,,,,,,2.0,1.0,,Enzo8,,3.0,,1.0,3.0,,,,1.0,,,,,,,,,
10438044,home,Benfica,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,False,72.0,65.0,7.0,6.0,23.0,24.0,42.0,49.0,3.0,2.0,,,67.0,86.0,7.4,8.0,1,1.0,,1.0,1.0,4.0,,,1.0,1.0,,,,,,3.0,1.0,,,6.0,,,,,,,,,,,,,
10438044,home,Benfica,David Neres,,,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,M,7,7,False,53.0,46.0,2.0,2.0,6.0,7.0,45.0,59.0,,1.0,,,89.0,89.0,8.2,20.0,4,13.0,5.0,1.0,6.0,8.0,1.0,1.0,8.0,6.0,3.0,1.0,1.0,4.0,davidneres,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,
10438044,home,Benfica,Rafa Silva,,,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,37.0,29.0,1.0,1.0,2.0,2.0,27.0,37.0,,6.0,,,90.0,70.0,6.9,26.0,3,2.0,,2.0,9.0,7.0,,3.0,6.0,2.0,2.0,3.0,9.0,4.0,Rafa_Silva,,,1.0,,,3.0,,,2.0,,,,,,,,,
10438044,home,Benfica,João Mário,,,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,63.0,52.0,5.0,5.0,7.0,10.0,52.0,63.0,,10.0,,,90.0,95.0,9.0,17.0,4,10.0,7.0,,3.0,9.0,1.0,,2.0,1.0,2.0,4.0,2.0,6.0,JoaoMario,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,1.0,1.0,,,,,,,
10438044,home,Benfica,Gonçalo Ramos,,,goncalo-ramos,G. Ramos,F,9,185,23725,M,934510,EUR,992995200,F,88,88,False,13.0,10.0,,,3.0,3.0,7.0,10.0,2.0,1.0,,,90.0,25.0,6.8,5.0,4,,,,2.0,6.0,,,1.0,,1.0,,1.0,1.0,goncaloramos88,5.0,2.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,
10438044,home,Benfica,Fredrik Aursnes,,,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,M,8,8,True,39.0,33.0,2.0,,6.0,6.0,27.0,33.0,,4.0,,,23.0,42.0,6.6,6.0,1,,,,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,
10438044,home,Benfica,Petar Musa,,,petar-musa,P. Musa,F,9,190,2986,M,827668,EUR,888969600,F,33,33,True,7.0,6.0,,,,,6.0,7.0,,,,,23.0,12.0,6.7,2.0,1,,,1.0,2.0,3.0,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Alexander Bah,,,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,True,18.0,15.0,,,3.0,5.0,12.0,15.0,1.0,2.0,,,15.0,28.0,7.1,6.0,0,2.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,
10438044,home,Benfica,Diogo Gonçalves,,,diogo-goncalves,D. Gonçalves,M,17,178,728,M,357746,EUR,855187200,M,17,17,True,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Helton Leite,,,helton-leite,H. Leite,G,23,196,371,M,329081,EUR,657504000,G,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Mihailo Ristić,,,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Chiquinho,,,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438044,home,Benfica,Paulo Bernardo,,,paulo-bernardo,P. Bernardo,M,28,180,1002,M,983554,EUR,1011830400,M,55,55,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
