match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_goodHighClaim
10385413,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,15.0,10.0,5.0,1.0,10.0,12.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,25.0,7.5,5.0,0.0,0.0,5.335e-05,0,0.3563,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385413,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,52.0,35.0,13.0,6.0,12.0,17.0,54.0,,5.0,,,,,,90.0,101.0,8.6,34.0,0.0671,0.0,0.342,1,,True,28.0,19.0,5.0,2.0,8.0,6.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,,,,,,,,,,
10385413,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,59.0,42.0,14.0,5.0,28.0,33.0,27.0,1.0,10.0,,,,,,90.0,72.0,6.9,21.0,0.3076,0.1018,0.198952,3,,,14.0,1.0,,1.0,,2.0,,,,,3.0,,,1.0,,,2.0,2.0,1.0,1.0,,,,,,
10385413,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,50.0,47.0,6.0,5.0,36.0,37.0,13.0,2.0,4.0,,,,,,90.0,55.0,7.2,3.0,0.3107,0.2179,0.00688445,1,,,11.0,,,2.0,1.0,2.0,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,
10385413,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,56.0,41.0,8.0,3.0,22.0,25.0,32.0,2.0,6.0,,,,,,90.0,72.0,7.1,18.0,0.4273,0.0,0.0463322,1,,,19.0,1.0,,,2.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,
10385413,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,36.0,24.0,4.0,2.0,7.0,10.0,26.0,2.0,8.0,,,,,,90.0,54.0,6.9,14.0,0.4548,0.0,0.0303884,2,,,17.0,,,4.0,5.0,9.0,1.0,,,,2.0,1.0,,4.0,3.0,,1.0,2.0,,1.0,2.0,1.0,1.0,,,
10385413,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,49.0,41.0,3.0,3.0,20.0,22.0,27.0,,5.0,,,,,,90.0,76.0,7.0,19.0,0.0,0.0,0.0568098,0,,,21.0,,,3.0,8.0,15.0,1.0,4.0,,,1.0,5.0,3.0,5.0,,,,,,3.0,1.0,,4.0,2.0,,
10385413,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,17.0,14.0,3.0,2.0,5.0,5.0,12.0,,1.0,,,,,,64.0,29.0,6.7,8.0,0.0392,0.29,0.0223454,1,,,9.0,,,,5.0,4.0,,4.0,,,,2.0,,1.0,2.0,,,,1.0,2.0,,,,1.0,,
10385413,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,27.0,21.0,,,6.0,7.0,21.0,,10.0,,,,,,84.0,51.0,6.6,16.0,0.0514,0.0,0.0548774,1,,,15.0,1.0,,,7.0,7.0,,7.0,,,1.0,1.0,,4.0,,1.0,,1.0,,2.0,1.0,,1.0,2.0,1.0,
10385413,home,Newcastle United,Chris Wood,,,chris-wood,C. Wood,F,11,191,7494,M,wodsy39,50480,EUR,692064000,F,20,20,False,10.0,7.0,1.0,,2.0,2.0,8.0,1.0,1.0,,,,,,64.0,16.0,6.1,5.0,0.3659,0.2216,0.0256757,2,,,5.0,,,1.0,4.0,2.0,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,,2.0,
10385413,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,F,7,7,False,31.0,25.0,1.0,1.0,9.0,11.0,20.0,1.0,7.0,,,,,,90.0,60.0,7.2,19.0,0.1531,0.0914,0.357339,4,,,16.0,,,2.0,13.0,7.0,,7.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,,2.0,1.0,5.0,2.0,1.0,2.0,1.0,,
10385413,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,True,4.0,4.0,,,,,4.0,,,,,,,,26.0,7.0,6.5,2.0,0.0,0.0,0.00570936,0,,,4.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,
