match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_keyPass,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_aerialWon,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_hitWoodwork
10389769,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,25.0,16.0,17.0,8.0,11.0,11.0,5.0,14.0,1.0,1.0,1.0,8.0,1.0,3.0,6.0,90.0,36.0,6.5,9.0,0.0,0.0,0.00047226,0,1.2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389769,home,Stade Brestois,Noah Fadiga,fadiga-noah,N. Fadiga,M,27,187,699,M,960437,EUR,944179200,D,99,99,False,18.0,17.0,1.0,1.0,6.0,6.0,11.0,12.0,2.0,1.0,2.0,2.0,,,,81.0,36.0,6.7,5.0,0.0,0.0,0.00567315,0,,,,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389769,home,Stade Brestois,Achraf Dari,achraf-dari,A. Dari,D,15,190,8607,M,964795,EUR,925948800,D,4,4,False,18.0,15.0,7.0,4.0,12.0,12.0,3.0,7.0,2.0,1.0,7.0,5.0,,,,90.0,33.0,6.9,4.0,0.0,0.0,0.00119399,0,,,,2.0,,1.0,2.0,2.0,1.0,,,dari_achraf,1.0,1.0,,,,,,,,,,,,,,,,,,
10389769,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,27.0,21.0,6.0,3.0,15.0,19.0,6.0,8.0,1.0,,4.0,3.0,,,,90.0,38.0,6.6,7.0,0.1135,0.0,0.00080168,1,,,,2.0,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10389769,home,Stade Brestois,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,49.0,40.0,3.0,2.0,20.0,24.0,20.0,30.0,4.0,2.0,2.0,2.0,,,,90.0,71.0,6.3,18.0,0.078,0.061,0.0144109,1,,,,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10389769,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,49.0,46.0,3.0,3.0,24.0,26.0,24.0,26.0,2.0,2.0,,11.0,,,,90.0,59.0,7.1,4.0,0.0,0.0,0.0749693,0,,,,3.0,1.0,,,2.0,1.0,,,,3.0,,,,,1.0,,True,2.0,2.0,,,,,,,,,,
10389769,home,Stade Brestois,Franck Honorat,franck-honorat,F. Honorat,M,9,180,724,M,280453,EUR,839721600,M,9,9,False,34.0,30.0,3.0,3.0,10.0,10.0,22.0,31.0,4.0,,2.0,5.0,,,,90.0,52.0,7.5,12.0,0.2104,0.8078,0.22574,2,,,,1.0,1.0,,,1.0,1.0,,,,7.0,,2.0,1.0,1.0,,1.0,,2.0,2.0,1.0,,,,,,,,,
10389769,home,Stade Brestois,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,False,34.0,28.0,2.0,1.0,13.0,15.0,15.0,19.0,2.0,,,7.0,,,,90.0,57.0,7.5,7.0,0.0,0.0,0.00488925,0,,,,13.0,1.0,,2.0,7.0,3.0,,5.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
10389769,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,48.0,39.0,6.0,4.0,18.0,21.0,21.0,28.0,3.0,2.0,,3.0,,,,90.0,60.0,6.7,14.0,0.0435,0.0,0.0184463,1,,,,3.0,1.0,,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
10389769,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,36.0,31.0,3.0,1.0,9.0,9.0,23.0,34.0,6.0,,,4.0,,,,76.0,54.0,6.9,17.0,0.0508,0.0,0.251531,1,,,,2.0,3.0,,1.0,1.0,,1.0,1.0,,7.0,1.0,,,2.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,
