match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,captain,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine
13472611,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199.0,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,29.0,25.0,9.0,5.0,0.0,24.0,24.0,1.0,5.0,1.0,7.0,1.0,90.0,35.0,6.3,4.0,0.00155224,7.1889496011221,2.0,3.36,3.78,0,-0.8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472611,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171.0,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,46.0,38.0,2.0,1.0,0.0,19.0,19.0,19.0,27.0,3.0,3.0,,90.0,68.0,7.0,14.0,0.0118557,171.55054489774,22.0,80.64,17.745,2,,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0464,0.1725,,,,,,,,,,,,,,,,,,,,,
13472611,home,Corinthians,João Pedro Tchoca,joao-pedro,J. Pedro,D,4,192.0,3424,M,,1411150,EUR,1072828800,D,47,47,False,54.0,53.0,2.0,2.0,0.0,37.0,37.0,16.0,17.0,1.0,2.0,,90.0,60.0,6.7,1.0,0.00392712,227.7907565825,30.0,142.59,16.485,4,,,,2.0,1.0,2.0,1.0,1.0,,,,,,0.4268,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
13472611,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195.0,5441,M,,243181,EUR,732931200,D,13,13,False,66.0,59.0,7.0,5.0,0.0,50.0,54.0,9.0,12.0,4.0,,,90.0,77.0,7.8,7.0,0.422778,195.90034494804,28.0,41.79,13.44,2,,,,3.0,4.0,5.0,1.0,,2.0,2.0,,,,0.7221,0.8305,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13472611,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172.0,6254,M,,981703,EUR,925776000,D,21,21,False,54.0,41.0,7.0,3.0,0.0,24.0,30.0,17.0,24.0,,4.0,,74.0,81.0,6.6,19.0,0.0359165,169.31810343704,22.0,117.915,17.955,0,,2.0,1.0,,3.0,8.0,,,2.0,2.0,2.0,6.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,
13472611,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180.0,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,28.0,26.0,3.0,2.0,0.0,20.0,20.0,6.0,8.0,,1.0,,62.0,37.0,6.7,3.0,0.00175326,72.571766978004,9.0,2.73,18.795,0,,,,,3.0,5.0,,,3.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,
13472611,home,Corinthians,Raniele,raniele,Raniele,M,14,184.0,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,29.0,24.0,6.0,3.0,0.0,15.0,17.0,9.0,12.0,1.0,3.0,,90.0,44.0,7.4,9.0,0.00251872,127.90150772725,14.0,64.575,22.575,3,,1.0,,1.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.3335,0.9247,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
13472611,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174.0,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,22.0,18.0,1.0,,0.0,11.0,11.0,7.0,11.0,1.0,3.0,,62.0,31.0,6.8,6.0,0.00995012,41.902406104366,6.0,6.93,6.93,1,,,,,4.0,3.0,1.0,,,,,3.0,2.0,0.0402,0.1831,,,,,,,,,,1.0,2.0,,,,,,,,,,
13472611,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174.0,33134,M,rodrigarroo,994454,EUR,883872000,M,8,8,False,34.0,27.0,2.0,2.0,0.0,11.0,14.0,16.0,20.0,,2.0,,74.0,52.0,7.5,15.0,0.52097,80.916575298541,8.0,-9.975,20.475,0,,8.0,4.0,,3.0,4.0,,,2.0,2.0,,2.0,,,,,,,,,1.0,,,,6.0,2.0,1.0,,,,True,,,,,
13472611,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183.0,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,15.0,10.0,,,0.0,4.0,6.0,6.0,9.0,,1.0,,90.0,22.0,6.1,8.0,0.00526604,52.634859189494,7.0,16.38,9.03,1,,,,1.0,3.0,3.0,,,1.0,,3.0,1.0,2.0,0.4178,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,
13472611,home,Corinthians,Dieguinho,diego-da-cruz-lopes,Dieguinho,M,61,170.0,2452,M,,1916131,EUR,1189900800,F,61,61,False,22.0,21.0,3.0,3.0,1.0,8.0,8.0,13.0,14.0,,3.0,,74.0,33.0,7.0,8.0,0.243826,114.9831178848,17.0,22.575,12.18,0,,,,,6.0,3.0,,,1.0,1.0,4.0,1.0,,,,,,,,3.0,1.0,,,,1.0,2.0,2.0,1.0,Diego,da Cruz Lopes,,,,,,
13472611,home,Corinthians,Maycon,maycon,Maycon,M,8,175.0,3568,M,,831778,EUR,868924800,M,7,7,True,23.0,21.0,3.0,2.0,0.0,6.0,6.0,15.0,17.0,,3.0,,28.0,25.0,6.6,3.0,0.0108758,40.996478478923,6.0,20.475,12.18,0,,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13472611,home,Corinthians,André Luiz,andre-luiz,A. Luiz,M,49,181.0,2342,M,,1647612,EUR,1150761600,M,49,49,True,6.0,5.0,,,0.0,1.0,2.0,4.0,4.0,,1.0,,28.0,11.0,6.5,3.0,0.00196448,46.67732910994,6.0,22.575,13.86,1,,1.0,,,1.0,2.0,,,,,,1.0,1.0,0.0309,,,,,1.0,,,,,,,,1.0,1.0,André Luiz,,,,,,,
13472611,home,Corinthians,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,26,185.0,4434,M,,311462,EUR,763689600,D,26,26,True,14.0,12.0,4.0,2.0,0.0,1.0,1.0,11.0,13.0,2.0,3.0,,16.0,21.0,6.8,2.0,0.0237638,94.263176455915,10.0,69.93,21.42,0,,1.0,1.0,,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
13472611,home,Corinthians,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,,242054,EUR,750124800,F,29,29,True,7.0,6.0,,,1.0,2.0,2.0,4.0,5.0,,,,16.0,17.0,7.5,5.0,0.477912,15.285092309739,3.0,-0.84,2.73,0,,4.0,2.0,,3.0,3.0,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,3.0,1.0,3.0,2.0,,,,,,,,
13472611,home,Corinthians,Gui Negão,guilherme-silva-inacio,G. Negão,F,56,179.0,6638,M,,1922597,EUR,1170720000,F,56,56,True,2.0,1.0,,,0.0,1.0,2.0,,,,,,16.0,10.0,6.4,5.0,8.28e-06,,,,,0,,,,1.0,5.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,
13472611,home,Corinthians,Felipe Longo,felipe-longo,F. Longo,G,40,189.0,2226,M,,1485272,EUR,1109980800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
