match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_lastManTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_wonTackle,stat_challengeLost,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_goals
10385567,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,797893,EUR,854755200,D,4,4,True,2.0,2.0,,,,,2.0,2.0,,,,,,,8.0,4.0,6.3,1.0,0.0,0.0,0.00185497,,0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385567,home,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,True,3.0,2.0,1.0,,,,2.0,3.0,,,,,,,8.0,3.0,6.4,1.0,0.0,0.0,0.00078485,,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385567,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385567,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,janbednarek_,,,,,,,,,,,
10385567,home,Southampton,Yan Valery,,,yan-valery,Y. Valery,D,22,186,2305,M,826202,EUR,919641600,D,43,43,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385567,home,Southampton,Oriol Romeu,,,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,6,6,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,oriolromeu,,,,,,,,,,,
10385567,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,255,M,873050,EUR,920851200,M,27,27,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385567,away,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,69378,EUR,657936000,G,1,1,False,26.0,17.0,13.0,4.0,13.0,14.0,4.0,12.0,1.0,9.0,4.0,4.0,,,90.0,40.0,7.8,10.0,0.0,0.0,0.00071719,,0,0.821,,,,,,,,,,,,,,,,,,,,d_degea,,,,,,,,2.0,1.0,,
10385567,away,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,843200,EUR,921715200,D,20,20,False,37.0,26.0,6.0,2.0,10.0,16.0,18.0,25.0,3.0,6.0,,,,,90.0,67.0,8.3,18.0,0.0,0.0,0.276047,2.0,0,,4.0,1.0,4.0,7.0,,2.0,2.0,,1.0,1.0,2.0,4.0,,2.0,1.0,,,,2.0,DDalot,2.0,1.0,,2.0,,,,,,1.0,
10385567,away,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,138310,EUR,735696000,D,19,19,False,61.0,49.0,11.0,3.0,36.0,39.0,13.0,22.0,6.0,8.0,,,,,90.0,70.0,6.9,12.0,0.0269,0.0,0.00621221,,1,,,3.0,4.0,3.0,,,,1.0,,,,,,1.0,3.0,,,,,raphael_varane,,,,,,,,,,,
10385567,away,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,859999,EUR,885081600,D,6,6,False,48.0,33.0,13.0,1.0,21.0,24.0,12.0,24.0,8.0,5.0,,,,,90.0,62.0,7.1,16.0,0.0,0.0,0.00351397,,0,,,,,6.0,,1.0,1.0,,,,4.0,,,,5.0,,,,1.0,LichaMartínez,,,,,,,,,,,
10385567,away,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8798,M,825839,EUR,934761600,D,12,12,False,36.0,31.0,2.0,1.0,15.0,19.0,16.0,17.0,3.0,5.0,,,,,90.0,60.0,7.4,8.0,0.0,0.0,0.0892219,,0,,,,3.0,5.0,,,,,,1.0,3.0,3.0,,2.0,2.0,,,,2.0,tyrellmalacia,3.0,1.0,,,,,,,,,
10385567,away,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,39,39,False,30.0,23.0,,,10.0,13.0,13.0,17.0,8.0,6.0,,,,,90.0,48.0,7.0,8.0,0.3168,0.0412,0.0737775,,2,,,6.0,11.0,7.0,,1.0,1.0,1.0,,,,2.0,1.0,5.0,3.0,,,,1.0,ScottMcTominay,1.0,,,,1.0,,,,,,
10385567,away,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,105734,EUR,698025600,M,14,14,False,46.0,35.0,5.0,2.0,18.0,20.0,19.0,30.0,2.0,7.0,,,,,89.0,59.0,6.3,17.0,0.4598,0.0,0.21445,2.0,1,,4.0,2.0,6.0,,3.0,1.0,,,,,,,,,,1.0,,,,chriseriksen8,,,,2.0,1.0,,,,,,
10385567,away,Manchester United,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,M,36,36,False,19.0,15.0,2.0,,3.0,5.0,12.0,14.0,2.0,4.0,,,,,80.0,37.0,6.4,11.0,0.1474,0.5,0.661212,3.0,1,,,1.0,6.0,4.0,1.0,4.0,,,,,,,1.0,,3.0,1.0,,,2.0,anthonyelanga,,,,,1.0,1.0,,,,,
10385567,away,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,288205,EUR,778982400,M,8,8,False,38.0,26.0,3.0,1.0,13.0,16.0,13.0,24.0,1.0,6.0,,,,,90.0,54.0,7.1,16.0,0.6568,0.6245,0.0574348,,5,,2.0,3.0,7.0,3.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,BrunoFernandes,,1.0,True,,3.0,,,,,,1.0
10385567,away,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,68579,M,851100,EUR,953942400,M,25,25,False,26.0,21.0,1.0,1.0,9.0,11.0,12.0,15.0,1.0,4.0,,,,,68.0,39.0,6.8,10.0,0.0,0.0,0.035205,,0,,,1.0,3.0,4.0,1.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,,,,4.0,JSancho,,,,,,,,,,,
10385567,away,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,814590,EUR,878256000,F,10,10,False,18.0,13.0,5.0,2.0,3.0,3.0,10.0,16.0,,2.0,,,,,90.0,28.0,6.5,8.0,0.056,0.0,0.00847587,,1,,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,2.0,1.0,,1.0,,1.0,,,Rashford,1.0,1.0,,,,,,,,,
10385567,away,Manchester United,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2286215,M,750,EUR,476409600,F,7,7,True,10.0,5.0,,,,1.0,5.0,9.0,,1.0,,,,,22.0,15.0,6.4,9.0,0.0,0.0,0.0134028,,0,,,,3.0,3.0,1.0,1.0,,,,,,,,1.0,3.0,,,,2.0,CR7,,,,,,,1.0,,,,
10385567,away,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,122951,EUR,698803200,M,18,18,True,8.0,5.0,,,4.0,7.0,1.0,1.0,1.0,2.0,,,,,10.0,11.0,6.7,3.0,0.0,0.0,3.514e-05,,0,,,1.0,3.0,4.0,,,,,,1.0,,1.0,,,3.0,,,,,Casemiro,1.0,2.0,,,,,,,,,
10385567,away,Manchester United,Fred,,,fred,Fred,M,7,169,11672,M,243623,EUR,731289600,M,17,17,True,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,4.0,,4.0,0.0,0.0,0.0,,0,,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,fred08,,,,,,,,,,,
10385567,away,Manchester United,Tom Heaton,,,tom-heaton,T. Heaton,G,22,188,6117,M,18122,EUR,513907200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,tomheatongk,,,,,,,,,,,
10385567,away,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,149380,EUR,731289600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,harrymaguire93,,,,,,,,,,,
10385567,away,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,190839,EUR,805507200,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,lukeshaw23,,,,,,,,,,,
10385567,away,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,awbissaka,,,,,,,,,,,
10385567,away,Manchester United,Donny van de Beek,,,donny-van-de-beek,D. v. d. Beek,M,6,183,7962,M,361790,EUR,861321600,M,34,34,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,donnyvdbeek,,,,,,,,,,,
10385567,away,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,1135873,EUR,1088640000,M,49,49,True,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,AleGarnacho,,,,,,,,,,,
