match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot
11369325,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183.0,811,M,,807648,EUR,790905600,D,5,5,True,12.0,9.0,4.0,3.0,5.0,6.0,4.0,6.0,4.0,,,,45.0,21.0,6.6,4.0,0.0,0.0,0.00170542,0,,,,,,,2.0,2.0,,,6.0,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
11369325,home,Athletic Club,Dani García,dani-garcia,D. García,M,14,180.0,701,M,,298920,EUR,643507200,M,14,14,True,6.0,4.0,1.0,,3.0,4.0,1.0,2.0,3.0,,,,25.0,13.0,6.5,3.0,0.0,0.0,0.00066167,0,,,,,,,,2.0,,,1.0,,,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,
11369325,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184.0,373,M,,4581,EUR,521424000,M,22,22,True,6.0,3.0,,,,1.0,3.0,6.0,1.0,,,,25.0,15.0,6.4,6.0,0.0,0.0,0.00432378,0,,,,,,1.0,3.0,5.0,,,,1.0,1.0,1.0,,1.0,6.0,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,
11369325,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179.0,600,M,,1012409,EUR,981590400,D,24,24,True,1.0,1.0,,,,,1.0,1.0,,,,,8.0,4.0,6.3,2.0,0.0,0.0,0.00253993,0,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
11369325,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169.0,1079,M,,71707,EUR,724723200,F,10,10,True,7.0,6.0,,,3.0,3.0,3.0,4.0,2.0,,,,15.0,7.0,6.5,1.0,0.0,0.0,0.00080234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187.0,1097,M,,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180.0,388,M,,801837,EUR,736473600,D,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177.0,202,M,,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183.0,803,M,,1391375,EUR,1053820800,M,30,30,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Malcom Ares,malcom-ares,M. Ares,M,18,183.0,265,M,,1391487,EUR,1002844800,F,29,29,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,home,Athletic Club,Asier Villalibre,asier-villalibre,A. Villalibre,F,12,183.0,829,M,,355072,EUR,875577600,F,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,,604258,EUR,733881600,G,13,13,False,26.0,13.0,20.0,7.0,7.0,10.0,6.0,16.0,16.0,2.0,1.0,2.0,90.0,39.0,6.5,13.0,0.0,0.0,0.00100926,0,-0.5442,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
11369325,away,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,,949707,EUR,899424000,D,21,21,False,32.0,18.0,9.0,2.0,9.0,12.0,10.0,26.0,4.0,,,,77.0,57.0,6.1,27.0,0.0,0.0,0.0718089,0,,,,,,6.0,,1.0,2.0,1.0,4.0,,,,1.0,,4.0,,,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,
11369325,away,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,,576276,EUR,794793600,D,6,6,False,44.0,39.0,5.0,4.0,13.0,14.0,26.0,30.0,3.0,,,,90.0,50.0,6.7,5.0,0.0,0.0,0.0103274,0,,,,,,,1.0,1.0,,,3.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369325,away,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,491,M,,980578,EUR,953856000,D,4,4,False,40.0,30.0,10.0,3.0,17.0,19.0,13.0,21.0,4.0,,,,90.0,52.0,7.5,10.0,0.1543,0.4592,0.00322094,1,,,,,,,,5.0,1.0,1.0,,3.0,2.0,1.0,,3.0,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,
11369325,away,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,,350560,EUR,730425600,D,16,16,False,62.0,49.0,6.0,2.0,21.0,25.0,29.0,43.0,10.0,,,,90.0,92.0,6.9,23.0,0.0141,0.0,0.0667181,1,,,,,,6.0,,4.0,2.0,,,1.0,,3.0,1.0,1.0,4.0,,,2.0,,1.0,,,1.0,,,1.0,,,,,,
11369325,away,Getafe,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,,185.0,4185,M,,311462,EUR,763689600,D,3,3,False,20.0,15.0,,,6.0,8.0,10.0,13.0,6.0,,,,65.0,32.0,6.4,6.0,0.0,0.0,0.0241878,0,,,,,,1.0,,2.0,1.0,1.0,3.0,,,1.0,,3.0,5.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,
11369325,away,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,,794937,EUR,883958400,M,11,11,False,19.0,13.0,2.0,,2.0,3.0,11.0,17.0,3.0,,,,65.0,29.0,6.5,12.0,0.0375,0.0,0.0176973,1,,,,,,1.0,1.0,2.0,,,,,,1.0,2.0,1.0,7.0,1.0,,1.0,2.0,2.0,,,,3.0,1.0,,1.0,1.0,,,,
11369325,away,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,,385888,EUR,812419200,M,8,8,False,32.0,24.0,3.0,1.0,9.0,10.0,16.0,23.0,5.0,,,,77.0,39.0,6.5,10.0,0.0915,0.0,0.0353185,1,,,,,,1.0,2.0,3.0,,,1.0,,,1.0,,,6.0,2.0,,1.0,2.0,4.0,,,1.0,,,,,1.0,,,,
11369325,away,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184.0,1287,M,,331449,EUR,791078400,M,20,20,False,32.0,25.0,1.0,,11.0,12.0,14.0,20.0,4.0,,,,85.0,42.0,6.9,7.0,0.3302,1.0416,0.0190495,3,,,,,,,2.0,3.0,,,4.0,1.0,,,,2.0,5.0,1.0,,,,2.0,2.0,,,,,1.0,,,1.0,1.0,,
11369325,away,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65939,M,MGreenwood,942116,EUR,1001894400,M,12,12,False,25.0,20.0,2.0,2.0,8.0,9.0,16.0,26.0,7.0,,,,90.0,48.0,6.7,20.0,0.0394,0.0,0.266662,1,,,,,1.0,10.0,,,2.0,,,,,,2.0,2.0,8.0,,,1.0,5.0,2.0,,,4.0,2.0,1.0,1.0,,,,,,
11369325,away,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182.0,2532,M,,604954,EUR,860198400,F,19,19,False,16.0,10.0,4.0,3.0,2.0,4.0,9.0,13.0,3.0,,,,90.0,31.0,6.6,10.0,0.4922,0.7139,0.0181716,2,,,,,,1.0,3.0,6.0,3.0,2.0,1.0,,,1.0,,,4.0,,,,2.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,
11369325,away,Getafe,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174.0,618,M,,794948,EUR,898992000,M,9,9,True,21.0,16.0,2.0,1.0,2.0,4.0,14.0,17.0,2.0,,,,25.0,26.0,6.7,7.0,0.0334,0.0,0.019662,2,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,3.0,,,,1.0,,,,,,,,,2.0,,,,
11369325,away,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191.0,1993,M,,966679,EUR,985305600,F,14,14,True,2.0,1.0,,,,,1.0,2.0,,,,,25.0,5.0,7.2,1.0,0.1724,0.4377,0.00188957,1,,,,,,,1.0,1.0,,,1.0,,,,,2.0,4.0,,,,,2.0,1.0,1.0,,,,,,,,,,
11369325,away,Getafe,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183.0,1021,M,,1015240,EUR,1012262400,D,18,18,True,11.0,11.0,1.0,1.0,7.0,7.0,5.0,6.0,3.0,,,,13.0,14.0,7.0,1.0,0.0,0.0,0.20211,0,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,
11369325,away,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,,307702,EUR,694137600,D,2,2,True,10.0,8.0,,,1.0,1.0,7.0,11.0,1.0,,,,13.0,17.0,7.0,4.0,0.0,0.0,0.00689073,0,,,,,,2.0,,4.0,3.0,3.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
11369325,away,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185.0,448,M,,351140,EUR,593654400,F,7,7,True,3.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,15.0,4.0,6.4,3.0,0.0,0.0,1.04e-06,0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11369325,away,Getafe,Jorge Benito,jorge-benito,J. Benito,G,35,,17,M,,1513631,EUR,1149552000,G,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190.0,943,M,,863276,EUR,867974400,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172.0,368,M,,36982,EUR,578102400,D,22,22,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189.0,417,M,,108736,EUR,643334400,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,,805137,EUR,851558400,D,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,John Patrick,john-joe-patrick-finn,J. Patrick,M,30,192.0,315,M,,1100831,EUR,1064361600,M,26,26,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369325,away,Getafe,Anthony Lozano,anthony-lozano,A. Lozano,F,11,183.0,1489,M,,169549,EUR,735696000,F,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
