match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialWon,stat_wonTackle,stat_keyPass,captain,stat_blockedScoringAttempt,stat_wonContest,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside
12448384,home,Willem II Tilburg,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,23.0,15.0,14.0,6.0,0.0,10.0,10.0,5.0,13.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,90.0,32.0,7.4,8.0,0.00092664,0,1.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448384,home,Willem II Tilburg,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,D,25,25,False,41.0,28.0,,,0.0,10.0,14.0,19.0,34.0,5.0,5.0,5.0,1.0,,,,90.0,85.0,7.1,30.0,0.0330414,1,,7.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.023,,,,,,,,,,,,,,
12448384,home,Willem II Tilburg,Raffael Behounek,,,behounek-raffael,R. Behounek,D,30,187,82,M,799723,EUR,861148800,D,30,30,False,45.0,38.0,5.0,1.0,0.0,23.0,28.0,15.0,17.0,4.0,4.0,4.0,,,,,90.0,55.0,7.1,7.0,0.0134262,0,,,,3.0,6.0,1.0,,,,,,2.0,,1.0,,3.0,2.0,1.0,,,,,,,,,,,
12448384,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,38.0,33.0,4.0,2.0,0.0,21.0,25.0,12.0,13.0,1.0,8.0,5.0,,,,,90.0,57.0,7.7,5.0,0.00338995,0,,,,1.0,6.0,,,,,3.0,2.0,3.0,,1.0,,2.0,2.0,,,,,,,,,,,,
12448384,home,Willem II Tilburg,Rob Nizet,,,rob-nizet,R. Nizet,D,,177,74,M,964758,EUR,1018742400,D,22,22,False,38.0,34.0,1.0,,0.0,11.0,12.0,23.0,29.0,6.0,7.0,3.0,1.0,,,,89.0,63.0,7.5,9.0,0.014832,0,,3.0,,1.0,7.0,2.0,1.0,1.0,,,2.0,4.0,,1.0,,2.0,4.0,,,,,,,,,,,,
12448384,home,Willem II Tilburg,Amine Lachkar,Amine Lachkar,,lachkar-amine,A. Lachkar,M,34,189,135,M,1418129,EUR,1050624000,M,34,34,False,30.0,25.0,2.0,1.0,0.0,8.0,9.0,17.0,21.0,,2.0,2.0,,,,,65.0,37.0,6.9,5.0,0.0153769,0,,,,,2.0,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,
12448384,home,Willem II Tilburg,Nick Doodeman,,,nick-doodeman,N. Doodeman,M,7,173,115,M,822166,EUR,845942400,M,7,7,False,7.0,5.0,,,0.0,2.0,2.0,4.0,10.0,2.0,,1.0,,,,,45.0,18.0,6.9,8.0,0.0205664,0,,5.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,
12448384,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,13.0,8.0,2.0,1.0,0.0,3.0,4.0,5.0,9.0,3.0,2.0,4.0,1.0,,,,45.0,28.0,6.8,7.0,0.0121419,1,,,,,5.0,1.0,1.0,,,,,3.0,1.0,2.0,0.0456,,3.0,,True,1.0,,,,,,,,,
12448384,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,M,16,16,False,42.0,35.0,3.0,2.0,0.0,12.0,14.0,23.0,29.0,5.0,4.0,4.0,,,,,90.0,56.0,6.6,13.0,0.0942817,0,,1.0,,1.0,3.0,,2.0,4.0,,,,,1.0,,,1.0,,1.0,,,2.0,1.0,,,,,,,
12448384,home,Willem II Tilburg,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,F,14,14,False,39.0,30.0,1.0,1.0,0.0,11.0,15.0,19.0,24.0,8.0,1.0,5.0,3.0,,,,90.0,55.0,6.8,13.0,0.0281772,2,,,,2.0,3.0,1.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0773,1.0,,,,,,,,,,,,,
