match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_outfielderBlock,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim
11401902,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,31.0,13.0,28.0,10.0,4.0,5.0,9.0,26.0,9.0,1.0,3.0,90.0,36.0,7.3,18.0,0.0193913,0,0.2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401902,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177,175,M,1157777,EUR,1067731200,D,39,39,False,35.0,31.0,3.0,3.0,10.0,11.0,21.0,26.0,7.0,,,90.0,62.0,7.3,11.0,0.122109,0,,Jochem van de Kamp,2.0,1.0,8.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
11401902,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,False,46.0,33.0,9.0,3.0,18.0,19.0,15.0,27.0,5.0,,,90.0,55.0,7.2,15.0,0.00806262,1,,,,,4.0,4.0,,,,,3.0,1.0,1.0,1.0,1.0,,4.0,,3.0,1.0,1.0,0.3835,,,,,,,,,,,
11401902,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,62,M,285991,EUR,827107200,D,4,4,False,32.0,18.0,4.0,,13.0,19.0,5.0,13.0,5.0,,,84.0,48.0,7.0,15.0,0.00209268,0,,,,3.0,4.0,4.0,,,,,4.0,3.0,2.0,1.0,1.0,,1.0,,2.0,,,,True,1.0,,,,,,,,,
11401902,home,Almere City FC,Loïc Mbe Soh,loic-mbe-soh,L. M. Soh,D,4,186,287,M,904992,EUR,992390400,D,5,5,False,52.0,37.0,6.0,3.0,25.0,31.0,12.0,21.0,7.0,,,90.0,70.0,7.2,17.0,0.00783264,1,,,,2.0,4.0,5.0,,,,,7.0,1.0,3.0,2.0,2.0,,2.0,,2.0,,1.0,0.0333,,1.0,,,,,,,,,
11401902,home,Almere City FC,Manel Royo,manel-royo,Royo,D,23,184,35,M,867318,EUR,762393600,D,23,23,False,24.0,19.0,2.0,1.0,6.0,6.0,16.0,27.0,2.0,,,84.0,50.0,7.3,12.0,0.204355,0,,,9.0,,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,3.0,1.0,,,,,,
11401902,home,Almere City FC,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,15,15,False,45.0,30.0,8.0,,15.0,19.0,18.0,33.0,13.0,,,90.0,59.0,7.1,19.0,0.206048,0,,,7.0,1.0,6.0,2.0,1.0,,1.0,1.0,3.0,,1.0,1.0,,,4.0,2.0,,,,,,1.0,,3.0,,,,,,,
11401902,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,M,9,9,False,26.0,19.0,1.0,,6.0,6.0,13.0,21.0,6.0,,,90.0,44.0,6.1,16.0,0.0120985,2,,,1.0,,8.0,3.0,2.0,4.0,1.0,,2.0,,,,3.0,1.0,1.0,,2.0,1.0,,0.2028,,,,,,2.0,,,,,
11401902,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,28,28,False,48.0,38.0,8.0,4.0,10.0,11.0,28.0,39.0,13.0,,,90.0,68.0,7.6,15.0,0.249997,1,,Stije Resink,2.0,1.0,6.0,9.0,3.0,,3.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,0.0275,,,,,,1.0,1.0,,,,
11401902,home,Almere City FC,Rajiv Van La Parra,rajiv-van-la-parra,R. V. L. Parra,M,7,181,101,M,38096,EUR,675993600,F,27,27,False,17.0,13.0,,,2.0,2.0,11.0,16.0,3.0,,,72.0,37.0,6.7,17.0,0.0598109,2,,,1.0,2.0,11.0,6.0,,4.0,7.0,2.0,,,,,2.0,2.0,,2.0,2.0,,,0.3035,,,,,,2.0,,1.0,,,
11401902,home,Almere City FC,Yann Kitala,yann-kitala,Y. Kitala,F,29,186,89,M,857762,EUR,892080000,F,11,11,False,4.0,3.0,,,,,3.0,5.0,2.0,,,45.0,12.0,6.6,4.0,0.00126171,1,,,1.0,3.0,6.0,2.0,,,2.0,1.0,,,,,1.0,1.0,2.0,,,,,0.0358,,,,,,1.0,,1.0,,,
11401902,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175,64,M,989864,EUR,989107200,F,17,17,True,8.0,6.0,,,1.0,1.0,5.0,9.0,1.0,,,45.0,17.0,6.6,8.0,0.0185934,2,,,2.0,1.0,3.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,0.1017,,,,,,,,1.0,1.0,0.0801,
11401902,home,Almere City FC,Lance Duijvestijn,lance-duijvestijn,L. Duijvestijn,M,70,179,148,M,946505,EUR,916358400,M,10,10,True,2.0,,,,,,1.0,3.0,,,,18.0,6.0,6.5,3.0,0.00795519,1,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,0.0398,,,,1.0,,,,,,,
