match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_totalOffside,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_penaltyConceded,stat_bigChanceCreated
12421076,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185,3162,M,1121943,EUR,1105747200,G,40,40,False,24.0,21.0,13.0,10.0,0.0,17.0,18.0,4.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,90.0,31.0,6.7,3.0,0.00050875,0,0.0053000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421076,home,Standard Liège,Boško Šutalo,,bosko-sutalo,B. Šutalo,D,21,188,725,M,942992,EUR,946684800,D,4,4,False,55.0,47.0,4.0,3.0,0.0,24.0,25.0,23.0,33.0,1.0,5.0,,,,,90.0,75.0,7.0,13.0,0.0152002,0,,3.0,5.0,2.0,7.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12421076,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188,153,M,964757,EUR,1018656000,D,25,25,False,69.0,57.0,19.0,11.0,0.0,30.0,32.0,27.0,37.0,1.0,3.0,,,,,90.0,75.0,6.6,12.0,0.00963851,1,,,,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,1.0,0.085,,,,,,,,,,,,,,,,,,,,,
12421076,home,Standard Liège,Nathan Ngoy,,ngoy-nathan,N. Ngoy,D,3,183,2002,M,1119487,EUR,1055203200,D,3,3,False,37.0,30.0,3.0,2.0,0.0,14.0,17.0,16.0,20.0,1.0,1.0,,,,,45.0,41.0,6.9,7.0,0.0117412,1,,,1.0,2.0,3.0,3.0,1.0,,,1.0,,,,,1.0,0.1287,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12421076,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,36.0,32.0,,,0.0,6.0,7.0,28.0,33.0,4.0,2.0,,,,,86.0,62.0,7.8,10.0,0.281812,1,,4.0,3.0,4.0,3.0,7.0,,,,,1.0,2.0,1.0,,1.0,0.0264,,2.0,2.0,,2.0,4.0,,,,,,,,,,,,,,,
12421076,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180,165,M,1198065,EUR,1085961600,M,14,14,False,15.0,14.0,1.0,1.0,0.0,1.0,1.0,13.0,14.0,2.0,1.0,,,,,64.0,26.0,7.1,1.0,0.0193419,1,,,,,1.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,0.025,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
12421076,home,Standard Liège,Aiden O'Neill,,aiden-oneill,A. O'Neill,M,21,178,150,M,847938,EUR,899510400,M,24,24,False,54.0,45.0,17.0,12.0,0.0,16.0,17.0,29.0,37.0,,8.0,,,,,90.0,66.0,7.0,12.0,0.0430248,1,,,2.0,1.0,7.0,6.0,2.0,,,,,2.0,2.0,,,0.0224,,3.0,3.0,2.0,,1.0,1.0,True,1.0,,,,,,,,,,,,
12421076,home,Standard Liège,Marko Bulat,,marko-bulat,M. Bulat,M,5,178,837,M,905063,EUR,1001462400,M,7,7,False,22.0,15.0,2.0,1.0,0.0,6.0,6.0,13.0,30.0,,5.0,,,,,74.0,50.0,6.9,22.0,0.187351,0,,14.0,,,5.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,2.0,,4.0,3.0,,,3.0,1.0,,,,,,,,,,,
12421076,home,Standard Liège,Ilay Camara,Ilay Camara,camara-ilay,I. Camara,M,7,174,4171,M,1397747,EUR,1042848000,M,17,17,False,33.0,22.0,8.0,5.0,0.0,8.0,9.0,14.0,28.0,1.0,5.0,,,,,90.0,71.0,7.7,20.0,0.0482888,3,,4.0,1.0,,3.0,7.0,,4.0,3.0,,,4.0,3.0,,2.0,0.0613,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,
12421076,home,Standard Liège,Andi Zeqiri,,andi-zeqiri,A. Zeqiri,F,9,184,672,M,796067,EUR,930009600,F,9,9,False,26.0,17.0,2.0,1.0,0.0,10.0,12.0,7.0,15.0,,2.0,,,,,74.0,40.0,7.2,15.0,0.00767132,3,,1.0,2.0,2.0,4.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,0.9463,,,,1.0,,,1.0,,1.0,,,1.0,1.0,0.8609,,,,,,,
