match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_totalCross,stat_bigChanceCreated,stat_wasFouled,stat_dispossessed,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded
12421112,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,29.0,23.0,15.0,9.0,0.0,17.0,20.0,6.0,9.0,2.0,9.0,1.0,4.0,6.0,1.0,1.0,1.0,90.0,44.0,8.9,6.0,0.00133714,0,1.3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421112,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,38.0,30.0,5.0,2.0,0.0,24.0,28.0,6.0,10.0,6.0,2.0,,,,,,,90.0,57.0,7.3,10.0,0.00532543,1,,6.0,3.0,7.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.4955,,,,,,,,,,,,,,,,,,,,
12421112,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,39.0,34.0,7.0,4.0,0.0,30.0,32.0,4.0,7.0,3.0,3.0,,,,,,,90.0,47.0,7.2,5.0,0.00275016,2,,,1.0,,1.0,,2.0,1.0,,,,,0.4563,,,,,,,,,,,,,,,,,,,,
12421112,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,54.0,45.0,13.0,9.0,0.0,37.0,39.0,8.0,15.0,8.0,7.0,,,,,,,90.0,72.0,7.8,10.0,0.00526825,2,,1.0,2.0,3.0,5.0,,,1.0,2.0,2.0,1.0,1.0,0.4968,True,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12421112,home,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,M,19,19,False,26.0,20.0,2.0,1.0,1.0,7.0,10.0,13.0,18.0,6.0,4.0,,,,,,,90.0,60.0,8.4,12.0,0.148513,2,,3.0,2.0,6.0,13.0,,2.0,,11.0,4.0,,,0.285,,2.0,1.0,,,3.0,2.0,2.0,1.0,,,,,,,,,,,
12421112,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,31.0,25.0,6.0,2.0,0.0,15.0,15.0,10.0,16.0,,5.0,,,,,,,90.0,43.0,6.7,10.0,0.018525,1,,,,3.0,3.0,,1.0,,1.0,,3.0,1.0,0.0263,,1.0,,,,,,,2.0,1.0,3.0,,,,,,,,,
12421112,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,37.0,29.0,5.0,3.0,0.0,19.0,23.0,11.0,22.0,,4.0,,,,,,,90.0,54.0,7.5,18.0,0.519683,2,,,,1.0,2.0,,,,1.0,1.0,1.0,,0.1371,,,1.0,1.0,1.0,3.0,8.0,1.0,,1.0,,1.0,1.0,0.2003,,,,,,
12421112,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,M,2,2,False,28.0,20.0,2.0,,0.0,13.0,19.0,7.0,12.0,,7.0,,,,,,,90.0,48.0,6.5,16.0,0.0284377,1,,,,4.0,,,1.0,,,,1.0,1.0,0.096,,1.0,2.0,,,,3.0,,,,1.0,,,,1.0,,,,,
12421112,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,F,60,60,False,22.0,16.0,3.0,2.0,0.0,8.0,9.0,9.0,14.0,2.0,2.0,,,,,,,75.0,37.0,7.1,10.0,0.0351422,1,,2.0,,4.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,0.041,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,
12421112,home,Sint-Truidense VV,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173,746,M,867250,EUR,966124800,F,91,91,False,13.0,9.0,1.0,,0.0,2.0,4.0,7.0,11.0,1.0,4.0,,,,,,,86.0,35.0,8.1,13.0,0.0328892,4,,1.0,1.0,5.0,9.0,2.0,1.0,,2.0,2.0,4.0,2.0,1.7796,,,3.0,2.0,,1.0,2.0,,4.0,1.0,,,3.0,1.6858,,2.0,1.0,,,
12421112,home,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,21.0,14.0,2.0,2.0,0.0,8.0,10.0,6.0,13.0,2.0,2.0,,,,,,,82.0,41.0,7.1,14.0,0.00756468,3,,3.0,1.0,5.0,3.0,,2.0,,,,3.0,1.0,0.5043,,,,,,2.0,2.0,,2.0,1.0,,,1.0,0.2567,,,1.0,,,
