match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,captain,stat_dispossessed,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_errorLeadToAGoal
11352337,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,41.0,38.0,7.0,6.0,36.0,38.0,2.0,3.0,1.0,2.0,9.0,1.0,3.0,2.0,2.0,1.0,1.0,90.0,52.0,7.7,3.0,0.0,0.0,0.00033329,0,0.2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352337,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,46.0,40.0,5.0,1.0,22.0,24.0,19.0,23.0,2.0,5.0,4.0,2.0,,,,,,90.0,64.0,7.3,8.0,0.0,0.0,0.2737,0,,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352337,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,68.0,65.0,1.0,,58.0,58.0,7.0,10.0,,1.0,3.0,,,,,,,90.0,77.0,7.0,4.0,0.0,0.0,0.00302266,0,,,,1.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11352337,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,79.0,71.0,8.0,3.0,52.0,55.0,19.0,24.0,2.0,2.0,2.0,,,,,,,90.0,82.0,6.9,8.0,0.0,0.0,0.00331742,0,,,,,1.0,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11352337,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,59.0,53.0,1.0,,31.0,33.0,23.0,36.0,2.0,6.0,6.0,1.0,,,,,,90.0,92.0,7.3,20.0,0.0201,0.0,0.0517421,1,,10.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,
11352337,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,55.0,47.0,4.0,3.0,32.0,35.0,15.0,20.0,1.0,3.0,9.0,2.0,,,,,,90.0,63.0,6.6,10.0,0.0281,0.0,0.0404234,1,,,,1.0,6.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
11352337,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,43.0,41.0,3.0,3.0,20.0,22.0,21.0,21.0,,2.0,2.0,1.0,,,,,,64.0,52.0,7.6,2.0,0.7884,0.9939,0.107812,1,,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11352337,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,30.0,25.0,2.0,2.0,12.0,12.0,13.0,19.0,,2.0,1.0,,,,,,,63.0,37.0,8.6,7.0,0.3185,0.0606,0.683952,2,,1.0,,,1.0,,2.0,2.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11352337,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,M,19,19,False,20.0,17.0,,,4.0,5.0,13.0,15.0,,,2.0,,,,,,,64.0,33.0,7.4,10.0,0.3241,0.361,0.175696,3,,,,,2.0,,2.0,,,,2.0,,,,,5.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,
11352337,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,30.0,24.0,3.0,1.0,7.0,8.0,17.0,22.0,,7.0,5.0,2.0,,,,,,90.0,49.0,7.5,12.0,0.571,0.9186,0.0993118,1,,,,,4.0,1.0,7.0,4.0,1.0,,,,,1.0,,3.0,,,,,1.0,1.0,,,,,True,,,,,,
