match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_hitWoodwork
14035836,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,1,1,False,23.0,12.0,18.0,7.0,0.0,8.0,11.0,4.0,12.0,7.0,1.0,90.0,27.0,6.5,11.0,0.00083409,0.0005,0,-0.6429,0.03,-0.02,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035836,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,D,13,13,False,45.0,37.0,6.0,2.0,0.0,14.0,17.0,23.0,28.0,8.0,,90.0,71.0,6.8,18.0,0.0152746,,1,,0.43,0.27,-0.11,,,True,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0403,1.0,-0.07,,,,,,,,,,,,,,,,,,
14035836,home,Standard Liège,Daan Dierckx,,dierckx-daan,D. Dierckx,D,29,192.0,200,M,1099368,EUR,1045958400,D,29,29,False,47.0,41.0,7.0,4.0,0.0,27.0,27.0,14.0,20.0,7.0,,90.0,61.0,7.2,6.0,0.00364183,,0,,0.1,0.11,0.13,,,,,7.0,4.0,9.0,1.0,,6.0,1.0,1.0,,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14035836,home,Standard Liège,Josué Homawoo,,josue-homawoo,J. Homawoo,D,24,191.0,192,M,976070,EUR,879292800,D,24,24,False,54.0,46.0,8.0,4.0,0.0,29.0,31.0,17.0,23.0,6.0,,90.0,74.0,7.2,9.0,0.00445336,,0,,0.1,0.03,0.22,,,,,3.0,4.0,7.0,1.0,,7.0,2.0,3.0,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
14035836,home,Standard Liège,Alexandro Calut,,alexandro-calut,A. Calut,D,22,180.0,71,M,1000311,EUR,1050969600,D,22,22,False,41.0,33.0,4.0,1.0,0.0,16.0,18.0,17.0,23.0,2.0,,90.0,63.0,6.6,17.0,0.009295,,0,,0.02,0.18,-0.14,,,,3.0,2.0,2.0,5.0,2.0,,2.0,,1.0,3.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
14035836,home,Standard Liège,Marco Ilaimaharitra,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,358198,EUR,806716800,M,23,23,False,57.0,48.0,8.0,6.0,0.0,27.0,30.0,21.0,27.0,12.0,,90.0,75.0,7.4,17.0,0.0343806,,0,,0.28,0.1,0.21,,,,1.0,1.0,2.0,5.0,2.0,,1.0,3.0,1.0,6.0,2.0,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,
14035836,home,Standard Liège,Ibrahim Karamoko,,karamoko-ibrahim,I. Karamoko,M,20,187.0,135,M,966263,EUR,995846400,M,20,20,False,21.0,17.0,2.0,2.0,0.0,13.0,14.0,4.0,7.0,3.0,,58.0,31.0,6.8,6.0,0.00520254,,1,,-0.14,0.08,0.18,,,,,1.0,3.0,3.0,,,1.0,1.0,2.0,2.0,,0.0251,,-0.06,2.0,,,1.0,1.0,,,1.0,0.0296,,,,,,,,,
14035836,home,Standard Liège,Tobias Mohr,,tobias-mohr,T. Mohr,M,7,183.0,153,M,237048,EUR,809222400,M,7,7,False,45.0,35.0,6.0,4.0,0.0,14.0,15.0,21.0,30.0,5.0,,87.0,67.0,6.5,23.0,0.0475549,,1,,0.0,0.31,-0.19,,,,9.0,2.0,7.0,2.0,2.0,1.0,,,,2.0,1.0,0.0145,,-0.06,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,
14035836,home,Standard Liège,Dennis Eckert Ayensa,,dennis-eckert-ayensa,D. Eckert,F,10,181.0,542,M,812797,EUR,852768000,M,10,10,False,24.0,18.0,4.0,3.0,0.0,7.0,7.0,11.0,17.0,2.0,,90.0,42.0,7.2,14.0,0.0969712,,3,,-0.03,0.32,-0.04,,,,3.0,,7.0,4.0,3.0,1.0,,,,1.0,1.0,0.8945,,0.41,2.0,3.0,,,1.0,4.0,,1.0,0.991,1.0,1.0,1.0,,,,,,
14035836,home,Standard Liège,Rafiki Saïd,,rafiki-said,R. Saïd,M,17,178.0,635,M,1047321,EUR,953078400,M,17,17,False,29.0,25.0,2.0,2.0,1.0,12.0,13.0,13.0,16.0,6.0,,90.0,45.0,7.5,9.0,0.615073,,1,,0.46,0.33,0.13,,,,3.0,,2.0,2.0,3.0,,1.0,,,2.0,1.0,0.0117,1.0,0.0,,1.0,,,1.0,,,1.0,0.0093,2.0,,,1.0,1.0,,,,
