match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_totalOffside,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_shotOffTarget,stat_penaltyWon,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_lastManTackle
13472704,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189.0,1142,M,358524,EUR,829353600,G,22,22,False,29.0,21.0,12.0,4.0,0.0,20.0,23.0,1.0,6.0,10.0,2.0,1.0,3.0,90.0,44.0,7.1,8.0,0.00020183,0,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181.0,1500,M,261687,EUR,731462400,D,2,2,False,55.0,51.0,1.0,1.0,0.0,34.0,37.0,17.0,18.0,1.0,,,,89.0,68.0,6.8,6.0,0.0135907,0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192.0,765,M,810715,EUR,790905600,D,33,33,False,69.0,62.0,6.0,1.0,0.0,50.0,51.0,12.0,18.0,3.0,,,,90.0,80.0,7.1,8.0,0.185955,0,,,1.0,4.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185.0,2035,M,989843,EUR,1006300800,D,21,21,False,59.0,55.0,2.0,1.0,0.0,37.0,40.0,18.0,19.0,1.0,,,,90.0,65.0,6.8,4.0,0.00848571,0,,,2.0,1.0,6.0,3.0,1.0,2.0,,,,,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800,D,46,46,False,41.0,31.0,4.0,,0.0,16.0,20.0,15.0,21.0,2.0,,,,90.0,66.0,6.6,15.0,0.0423472,1,,4.0,,,3.0,3.0,2.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0356,0.0273,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600,M,10,10,False,44.0,38.0,,,0.0,11.0,14.0,27.0,30.0,2.0,,,,68.0,62.0,7.1,13.0,0.0544599,1,,3.0,1.0,,5.0,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,0.0982,0.0264,evertonri,True,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174.0,1777,M,1008832,EUR,919814400,M,19,19,False,57.0,52.0,6.0,5.0,0.0,30.0,31.0,22.0,26.0,3.0,,,,68.0,70.0,7.2,12.0,0.283996,1,,3.0,,,2.0,1.0,1.0,1.0,,2.0,,2.0,,,,1.0,,2.0,,0.0274,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
13472704,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181.0,3752,M,927975,EUR,898473600,M,6,6,False,22.0,19.0,,,0.0,6.0,7.0,13.0,15.0,4.0,,,,90.0,36.0,7.2,6.0,0.0680566,1,,1.0,1.0,,4.0,6.0,1.0,,1.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,,1.0,1.0,0.2561,0.607,,,,1.0,,,1.0,1.0,,,,,,,,,,,
13472704,home,Bahia,Ademir,ademir,Ademir,F,7,172.0,1700,M,922546,EUR,792892800,F,7,7,False,12.0,11.0,2.0,2.0,0.0,3.0,3.0,8.0,9.0,5.0,,,,68.0,33.0,6.7,14.0,0.0157952,2,,4.0,2.0,1.0,7.0,4.0,,,,7.0,1.0,,1.0,,2.0,,2.0,1.0,,0.1215,,,,1.0,1.0,,2.0,,,2.0,,,,,,,,,,
13472704,home,Bahia,Willian José,willian-jose,W. José,F,12,189.0,3025,M,123223,EUR,690854400,F,12,12,False,22.0,20.0,,,0.0,6.0,7.0,14.0,15.0,1.0,,,,78.0,31.0,8.4,6.0,0.0170242,4,,,1.0,1.0,3.0,1.0,,,,2.0,,,,,,,2.0,,4.0,1.0662,2.2196,,,,,,,,,,1.0,2.0,,,,,,,,
13472704,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169.0,4844,M,1104070,EUR,970358400,F,16,16,False,17.0,14.0,1.0,,1.0,3.0,3.0,11.0,14.0,6.0,,,,90.0,35.0,7.0,8.0,0.0857221,3,,2.0,1.0,,6.0,6.0,,,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,,0.9269,,,,1.0,1.0,,1.0,,,,1.0,,Erick,Pulga,2.0,,,,,
13472704,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173.0,1112,M,959620,EUR,924048000,M,26,26,True,18.0,14.0,2.0,,0.0,9.0,12.0,5.0,6.0,1.0,,,,22.0,21.0,6.6,5.0,0.00569066,0,,1.0,,1.0,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Kayky,kayky,Kayky,M,37,175.0,2624,M,1106151,EUR,1055203200,F,37,37,True,8.0,6.0,,,0.0,5.0,5.0,1.0,3.0,1.0,,,,22.0,20.0,7.3,5.0,0.00166166,0,,,,,2.0,5.0,,,2.0,1.0,2.0,,,,1.0,,,4.0,,,,,,,3.0,,,,,,,,Kayky,,,1.0,,,,
13472704,home,Bahia,Michel Araújo,michel-araujo,M. Araújo,M,15,178.0,1551,M,924857,EUR,843868800,M,15,15,True,13.0,13.0,1.0,1.0,0.0,9.0,9.0,4.0,4.0,3.0,,,,22.0,21.0,6.7,2.0,0.00435737,0,,,,,1.0,3.0,,,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
13472704,home,Bahia,Luciano Rodríguez,luciano-rodriguez,L. Rodríguez,F,19,179.0,4244,M,1099361,EUR,1058313600,F,17,17,True,1.0,,,,0.0,,1.0,,,,,,,12.0,3.0,6.3,2.0,,0,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177.0,3440,M,158583,EUR,695260800,D,13,13,True,5.0,4.0,1.0,,0.0,2.0,3.0,2.0,2.0,,,,,10.0,8.0,6.5,2.0,0.00029159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472704,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000,G,96,96,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
