match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_totalOffside,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_goals
10382107,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,False,26.0,14.0,17.0,5.0,11.0,12.0,3.0,14.0,3.0,13.0,2.0,3.0,3.0,90.0,38.0,7.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382107,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,43.0,36.0,2.0,1.0,26.0,27.0,10.0,18.0,1.0,4.0,,,,90.0,65.0,6.8,15.0,0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10382107,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,46.0,41.0,4.0,3.0,30.0,32.0,11.0,14.0,3.0,6.0,,,,90.0,57.0,7.4,5.0,2,,3.0,4.0,6.0,,1.0,1.0,1.0,,,,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
10382107,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,65.0,54.0,7.0,6.0,37.0,41.0,17.0,24.0,1.0,5.0,,,,90.0,72.0,6.9,11.0,0,,3.0,4.0,6.0,,,,2.0,2.0,,1.0,3.0,,,,1.0,1.0,c.verdonk,1.0,1.0,,,,,,,,
10382107,home,NEC Nijmegen,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,41.0,34.0,5.0,2.0,16.0,19.0,19.0,30.0,1.0,9.0,,,,90.0,71.0,7.0,20.0,0,8.0,1.0,2.0,5.0,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,
10382107,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,27.0,20.0,2.0,1.0,10.0,12.0,10.0,15.0,2.0,4.0,,,,84.0,39.0,6.7,9.0,1,,,3.0,,,1.0,,,,1.0,,,1.0,,,2.0,3.0,,,1.0,,,,,,,,
10382107,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,58.0,51.0,3.0,3.0,33.0,36.0,20.0,29.0,2.0,8.0,,,,90.0,75.0,7.4,13.0,0,7.0,1.0,3.0,2.0,,1.0,,,,,1.0,1.0,,,,5.0,1.0,,,3.0,2.0,,True,,,,,
10382107,home,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,17.0,14.0,1.0,1.0,4.0,5.0,10.0,13.0,,4.0,,,,90.0,43.0,6.4,16.0,3,1.0,,6.0,6.0,1.0,5.0,1.0,,,4.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,
10382107,home,NEC Nijmegen,Oussama Tannane,,,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,50.0,37.0,5.0,2.0,9.0,10.0,31.0,49.0,,2.0,,,,90.0,85.0,7.7,26.0,6,9.0,1.0,7.0,5.0,,6.0,2.0,2.0,2.0,1.0,1.0,,2.0,4.0,,,3.0,,,3.0,3.0,1.0,,1.0,,1.0,1.0,
10382107,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,False,47.0,37.0,2.0,2.0,12.0,14.0,25.0,33.0,1.0,9.0,,,,90.0,71.0,7.0,19.0,1,,1.0,8.0,9.0,,4.0,2.0,4.0,3.0,1.0,3.0,,,,,,,,,2.0,,1.0,,5.0,1.0,,,
