match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonTackle,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_outfielderBlock,stat_wonContest,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_lastManTackle,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
12450206,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,True,24.0,22.0,7.0,5.0,0.0,19.0,19.0,3.0,5.0,2.0,3.0,2.0,10.0,1.0,2.0,1.0,2.0,2.0,2.0,90.0,39.0,6.1,2.0,0.00053393,0,-0.2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450206,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,False,,38.0,30.0,2.0,1.0,0.0,15.0,16.0,16.0,27.0,3.0,8.0,5.0,4.0,,1.0,,,,,90.0,68.0,6.5,16.0,0.0826163,0,,5.0,1.0,3.0,10.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12450206,home,Saint-Étienne,Maxime Bernauer,,,maxime-bernauer,M. Bernauer,D,6,184.0,560,M,802137,EUR,899251200,D,13,13,False,,55.0,52.0,6.0,5.0,0.0,38.0,39.0,14.0,16.0,3.0,4.0,5.0,7.0,,,,,,,90.0,65.0,6.5,3.0,0.00620479,0,,,,3.0,4.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12450206,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186.0,169,M,865847,EUR,920505600,D,3,3,False,,77.0,69.0,7.0,4.0,1.0,39.0,42.0,30.0,35.0,2.0,6.0,6.0,3.0,,3.0,,,,,90.0,91.0,7.0,9.0,0.0224492,1,,,,1.0,2.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0722,,,,,,,,,,,,
12450206,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,19,19,False,,44.0,39.0,2.0,1.0,0.0,18.0,19.0,21.0,27.0,4.0,4.0,3.0,2.0,,,,,,,90.0,60.0,6.5,8.0,0.0141997,0,,2.0,,2.0,4.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
12450206,home,Saint-Étienne,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165.0,2363,M,1046446,EUR,1005609600,M,6,6,False,,51.0,45.0,3.0,3.0,0.0,10.0,12.0,35.0,40.0,,8.0,,6.0,,3.0,,,,,90.0,69.0,6.8,11.0,0.030647,1,,1.0,,1.0,8.0,3.0,2.0,2.0,,4.0,,1.0,,4.0,,1.0,,0.0081,,1.0,,,,,,,,,,
12450206,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187.0,490,M,996908,EUR,1011052800,M,4,4,False,,62.0,58.0,7.0,4.0,0.0,24.0,25.0,34.0,37.0,2.0,5.0,4.0,8.0,,2.0,,,,,90.0,77.0,7.4,6.0,0.0227584,2,,,,2.0,9.0,,1.0,1.0,2.0,1.0,1.0,7.0,,1.0,,1.0,,0.0487,1.0,1.0,1.0,1.0,,,,,,,,
12450206,home,Saint-Étienne,Aimen Moueffek,,,aimen-moueffek,A. Moueffek,M,29,179.0,760,M,990227,EUR,986774400,M,29,29,False,,16.0,15.0,,,0.0,8.0,8.0,7.0,8.0,,,2.0,1.0,,,,,,,63.0,24.0,5.9,5.0,0.00626409,0,,,,,7.0,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,
12450206,home,Saint-Étienne,Irvin Cardona,,,irvin-cardona,I. Cardona,F,7,185.0,565,M,605552,EUR,870998400,F,7,7,False,,31.0,20.0,,,0.0,4.0,8.0,17.0,27.0,2.0,5.0,,4.0,1.0,2.0,,,,,90.0,53.0,7.8,24.0,0.0365864,2,,4.0,1.0,,6.0,,2.0,2.0,,1.0,6.0,2.0,,1.0,,,,0.4215,1.0,,,,2.0,2.0,0.436,,,,,
12450206,home,Saint-Étienne,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184.0,2196,M,1126521,EUR,1101686400,F,32,32,False,,24.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,17.0,,4.0,1.0,3.0,,2.0,,,,,90.0,35.0,7.3,12.0,0.0214314,1,,,,,6.0,2.0,,1.0,,1.0,5.0,4.0,,,,,,0.065,,1.0,,,1.0,1.0,0.241,,,,,
