match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_fouls,stat_challengeLost,stat_totalClearance,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
12764072,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,21.0,21.0,6.0,6.0,0.0,18.0,18.0,3.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,45.0,25.0,7.1,0.00173718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764072,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7876,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,63.0,56.0,,,0.0,18.0,19.0,38.0,45.0,,1.0,3.0,,,,81.0,82.0,7.9,0.129325,3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,11.0,0.2272,0.7045,3.0,,,,,,,,,,,,,,,,,
12764072,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,74.0,72.0,2.0,2.0,0.0,45.0,47.0,27.0,27.0,5.0,6.0,4.0,,,,90.0,79.0,6.9,0.00957658,1,,,,3.0,,,1.0,,,1.0,1.0,1.0,,2.0,0.2583,0.5711,,2.0,1.0,,,,,,,,,,,,,,,
12764072,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,14996,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,76.0,73.0,1.0,,0.0,37.0,38.0,36.0,38.0,2.0,2.0,4.0,,,,69.0,81.0,6.2,0.0160857,0,,,,5.0,,,,,,,,,1.0,5.0,,,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
12764072,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29592,M,ADavies19,843665,EUR,973123200,D,19,19,False,,71.0,68.0,2.0,1.0,0.0,22.0,22.0,46.0,52.0,,4.0,6.0,2.0,,,90.0,92.0,7.6,0.150316,3,,,3.0,3.0,,,1.0,2.0,,,1.0,1.0,3.0,11.0,0.1612,0.5777,2.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,
12764072,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,97.0,87.0,1.0,1.0,2.0,33.0,33.0,58.0,71.0,,3.0,9.0,,,,90.0,111.0,8.7,0.662382,1,,,7.0,2.0,1.0,,1.0,,,,3.0,,,14.0,0.1268,0.1321,5.0,1.0,,,,,,,4.0,1.0,,,,,,,,
12764072,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10819,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,104.0,101.0,5.0,3.0,0.0,35.0,36.0,66.0,68.0,1.0,2.0,4.0,1.0,,,90.0,113.0,7.3,0.118187,0,,,,4.0,,,,,,2.0,,,2.0,5.0,,,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,
12764072,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79615,M,MOlise,978838,EUR,1008115200,M,17,17,False,,59.0,54.0,1.0,1.0,0.0,16.0,16.0,38.0,50.0,2.0,6.0,7.0,,,,68.0,84.0,8.5,0.11737,4,,,7.0,7.0,1.0,,2.0,2.0,2.0,,2.0,2.0,,19.0,1.2964,1.1825,,1.0,1.0,,,6.0,2.0,,,,,,,,,,,
12764072,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116490,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,54.0,40.0,1.0,1.0,2.0,8.0,8.0,32.0,46.0,,4.0,4.0,,,,68.0,74.0,9.1,0.919297,4,,,,6.0,1.0,,3.0,1.0,,,,,3.0,21.0,0.2524,0.7372,7.0,,1.0,1.0,,7.0,4.0,,,3.0,1.0,,,,,,,
12764072,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19175,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,43.0,37.0,1.0,1.0,0.0,5.0,6.0,33.0,40.0,,1.0,2.0,,,,90.0,57.0,7.2,0.188504,2,,,3.0,2.0,,,2.0,,,2.0,,,2.0,12.0,0.0911,0.0751,1.0,,,,,3.0,1.0,,1.0,,3.0,,,,,,,
