match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dribbleValueNormalized,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_keyPass,captain,stat_errorLeadToAGoal,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_lastName,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_hitWoodwork,stat_penaltyConceded
14771801,home,Al-Fateh,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186.0,225,M,144501,EUR,706147200.0,G,1,1,False,9.0,8.0,6.0,5.0,0.0,5.0,6.0,3.0,3.0,1.0,5.0,1.0,1.0,4.0,7.0,1.0,90.0,22.0,7.8,1.0,0.00078434,1.0953,0,0.0258,0.02,-0.13,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200.0,D,15,15,False,24.0,20.0,1.0,,0.0,5.0,6.0,15.0,18.0,5.0,3.0,,5.0,,,,90.0,47.0,6.0,10.0,0.167499,,0,,0.31,-0.87,,Saeed Baattia,6.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200.0,D,44,44,False,36.0,35.0,2.0,2.0,0.0,17.0,17.0,18.0,19.0,5.0,5.0,,1.0,,,,90.0,51.0,6.5,1.0,0.0122784,,0,,0.2,-0.31,,,,,4.0,1.0,6.0,1.0,1.0,,1.0,0.09,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,43.0,38.0,10.0,9.0,0.0,14.0,15.0,24.0,28.0,2.0,6.0,,,,,,90.0,50.0,6.5,5.0,0.0979269,,0,,0.54,-0.78,,,,,2.0,,4.0,,,,1.0,0.25,1.0,2.0,1.0,,True,1.0,,,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Naif Masoud,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600.0,D,6,6,False,21.0,21.0,3.0,3.0,0.0,6.0,6.0,15.0,15.0,6.0,5.0,,3.0,,,,62.0,39.0,6.4,3.0,0.0146817,,0,,0.12,-0.53,,Naif Masoud,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,,0.06,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200.0,M,33,33,False,43.0,36.0,6.0,2.0,0.0,9.0,11.0,27.0,32.0,11.0,6.0,,4.0,,,,85.0,65.0,7.3,13.0,0.0272526,,1,,0.31,-0.26,,,4.0,,4.0,1.0,1.0,1.0,3.0,,1.0,0.26,,2.0,,1.0,,,2.0,1.0,1.0,4.0,1.0,0.02,0.039,-0.01,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400.0,M,28,28,False,40.0,36.0,2.0,1.0,0.0,15.0,15.0,21.0,25.0,5.0,1.0,,1.0,,,,90.0,49.0,6.1,5.0,0.177361,,1,,-0.05,-0.27,,,,,8.0,1.0,2.0,,,,2.0,0.16,4.0,3.0,,1.0,,,,1.0,,1.0,,0.0577,,-0.13,,1.0,,,,,,,,,,,,
14771801,home,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800.0,M,11,11,False,16.0,12.0,1.0,,0.0,1.0,1.0,11.0,15.0,11.0,5.0,,3.0,,,,90.0,64.0,7.8,30.0,0.314842,,6,,0.11,-0.32,,,19.0,3.0,8.0,1.0,1.0,,2.0,4.0,1.0,0.77,1.0,1.0,,6.0,,,1.0,7.0,3.0,4.0,3.0,0.9417,0.888,0.29,,3.0,1.0,,,,,,,,,,,
14771801,home,Al-Fateh,Abdullah Al-Anazi,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400.0,M,94,94,False,16.0,13.0,2.0,1.0,0.0,4.0,4.0,9.0,12.0,,4.0,,,,,,45.0,21.0,6.1,6.0,0.0248572,,0,,0.06,-0.26,,Abdullah Al-Anazi,,,4.0,2.0,,1.0,,1.0,,0.11,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800.0,M,9,9,False,19.0,17.0,1.0,1.0,0.0,6.0,6.0,11.0,13.0,,2.0,,,,,,70.0,33.0,5.6,7.0,0.0655292,,6,,-0.14,-0.25,,,1.0,,5.0,1.0,,1.0,,2.0,1.0,0.2,1.0,,1.0,1.0,,,,2.0,,,2.0,0.378,0.6762,-0.54,,4.0,,karltokoekambi,1.0,,,,,,,,,
14771801,home,Al-Fateh,Matías Vargas,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600.0,F,10,10,False,25.0,19.0,1.0,,0.0,6.0,6.0,13.0,19.0,9.0,4.0,,1.0,,,,90.0,58.0,8.8,18.0,0.628303,,3,,0.75,0.16,,,6.0,2.0,9.0,,,,1.0,2.0,1.0,0.23,2.0,,,3.0,,,1.0,11.0,6.0,2.0,2.0,0.6535,1.0582,0.49,,,1.0,,,1.0,1.0,1.0,,,,,,
14771801,home,Al-Fateh,Fahad Zubaidi,fahad-zubaidi,F. Zubaidi,M,27,175.0,36,M,1445997,EUR,1010880000.0,F,27,27,True,6.0,5.0,,,1.0,2.0,2.0,3.0,4.0,,,,,,,,45.0,7.0,6.4,2.0,0.277844,,0,,0.06,-0.07,,Fahad Zubaidi,1.0,,2.0,,,,,,2.0,-0.61,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
14771801,home,Al-Fateh,Sattam Al Tumbukti,sattam-al-tumbukti,S. A. Tumbukti,M,87,,5,M,1472755,EUR,999561600.0,D,87,87,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,2.0,1.0,,2.0,,,,28.0,13.0,6.5,,0.00625289,,0,,0.04,-0.15,,Sattam Al Tumbukti,,,1.0,,1.0,,1.0,,,0.07,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771801,home,Al-Fateh,Saad Al-Shurafa,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600.0,F,49,49,True,10.0,8.0,2.0,1.0,0.0,2.0,2.0,6.0,8.0,1.0,3.0,,1.0,,,,20.0,14.0,6.7,2.0,0.0411905,,2,,0.17,-0.03,,Saad Al-Shurafa,,,1.0,1.0,,,1.0,,,0.07,,,,,,,,,,,,0.0914,,-0.17,,1.0,,,,,1.0,,,,,,,
14771801,home,Al-Fateh,Mahdi Al Obod,mahdi-al-obod,M. A. Obod,M,24,,5,M,1917052,EUR,1132012800.0,F,24,24,True,5.0,4.0,,,0.0,,,4.0,5.0,1.0,1.0,,,,,,11.0,8.0,6.6,2.0,0.00742834,,1,,0.08,-0.03,,Mahdi Al Obod,,,1.0,1.0,,,,1.0,,0.01,,,,,,,,,,1.0,,0.027,,-0.06,,,,,,,1.0,,,,,,,
14771801,home,Al-Fateh,Amin Al-Bukhari,amin-al-bukhari,A. Al-Bukhari,G,97,194.0,341,M,818493,EUR,862531200.0,G,97,97,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
