match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,player_firstName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_accurateCross,player_lastName,stat_bigChanceCreated,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
13981460,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,42.0,34.0,17.0,9.0,0.0,28.0,28.0,6.0,14.0,2.0,8.0,2.0,3.0,1.0,1.0,1.0,90.0,52.0,7.2,8.0,0.00170723,0.4527,0,-0.0388,0.1,0.01,-0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981460,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,,14718,EUR,580348800,D,29,29,False,16.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,10.0,5.0,,,,,,,59.0,33.0,6.7,6.0,0.00325873,,0,,0.0,-0.14,0.15,,True,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981460,home,Bologna,Martin Vitík,martin-vitik,M. Vitík,D,41,192,1125,M,,1085913,EUR,1043107200,D,41,41,False,38.0,29.0,6.0,2.0,0.0,18.0,19.0,11.0,19.0,7.0,4.0,,,,,,90.0,49.0,7.3,9.0,0.015351,,1,,0.19,0.05,-0.08,,,,3.0,11.0,3.0,13.0,,,Martin Vitík,1.0,2.0,2.0,0.0606,2.0,-0.05,,,,,,,,,,,,,,,,,,,,
13981460,home,Bologna,Torbjørn Heggem,torbjorn-heggem,T. Heggem,D,14,192,759,M,,933264,EUR,916099200,D,14,14,False,46.0,39.0,7.0,3.0,0.0,26.0,27.0,13.0,19.0,4.0,2.0,,,,,,85.0,55.0,6.5,9.0,0.0134102,,1,,0.13,0.05,-0.2,,,,1.0,3.0,3.0,4.0,,,,1.0,1.0,,0.0442,,-0.24,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13981460,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,33,33,False,41.0,32.0,7.0,2.0,0.0,14.0,14.0,18.0,27.0,1.0,2.0,,,,,,90.0,75.0,6.6,23.0,0.0546743,,0,,0.06,-0.35,-0.2,,,8.0,2.0,3.0,4.0,7.0,3.0,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
13981460,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,46.0,37.0,17.0,11.0,0.0,14.0,15.0,23.0,31.0,,3.0,,,,,,72.0,54.0,7.2,10.0,0.0554659,,2,,0.27,0.03,-0.01,,,1.0,2.0,1.0,3.0,4.0,1.0,1.0,,,2.0,,0.0496,,-0.13,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
13981460,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,53.0,42.0,7.0,3.0,0.0,19.0,21.0,23.0,32.0,,5.0,,,,,,90.0,69.0,6.9,17.0,0.0340862,,0,,0.28,0.05,-0.05,,,,,1.0,7.0,8.0,1.0,3.0,,,6.0,5.0,,1.0,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,
13981460,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,25.0,15.0,7.0,4.0,0.0,4.0,4.0,11.0,21.0,,2.0,,,,,,90.0,43.0,7.0,16.0,0.00687559,,5,,-0.14,0.37,-0.1,,,1.0,,2.0,5.0,7.0,1.0,,,2.0,,,1.0997,,0.19,,2.0,,4.0,1.0,4.0,,,1.0,3.0,1.0,1.0,1.0,1.134,,,,,,
13981460,home,Bologna,Federico Bernardeschi,federico-bernardeschi,F. Bernardeschi,M,10,185,3292,M,,294597,EUR,761270400,M,10,10,False,16.0,14.0,,,0.0,2.0,2.0,12.0,14.0,,4.0,,,,,,72.0,30.0,6.9,7.0,0.0643559,,1,,0.31,0.16,-0.04,,,3.0,2.0,,4.0,6.0,,1.0,,,1.0,1.0,0.029,3.0,-0.11,,,1.0,4.0,3.0,2.0,1.0,,,,,,,,1.0,,,,,
13981460,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,,1162611,EUR,1063929600,M,30,30,False,24.0,20.0,2.0,,0.0,5.0,6.0,15.0,18.0,,4.0,,,,,,59.0,37.0,6.4,11.0,0.0182958,,0,,-0.15,0.32,0.13,,,,1.0,,4.0,2.0,,,Benjamín Domínguez,,,,,1.0,,,1.0,4.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,
