match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonTackle,stat_fouls,stat_challengeLost,stat_wonContest,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_blockedScoringAttempt,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside
10382278,home,FC Groningen,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,True,43.0,23.0,28.0,8.0,18.0,20.0,5.0,23.0,9.0,1.0,2.0,2.0,1.0,1.0,90.0,50.0,6.4,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382278,home,FC Groningen,Liam van Gelderen,,,liam-van-gelderen,L. v. Gelderen,D,4,178,172,M,910049,EUR,985305600,D,19,19,False,,21.0,16.0,2.0,,11.0,13.0,5.0,9.0,5.0,,,,,,45.0,35.0,6.6,11.0,0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10382278,home,FC Groningen,Matěj Chaluš,,,matej-chalus,M. Chaluš,D,37,189,35,M,824543,EUR,886377600,D,37,37,False,,70.0,50.0,9.0,2.0,38.0,44.0,12.0,26.0,6.0,,,,,,81.0,80.0,6.3,20.0,0,,2.0,2.0,6.0,3.0,,4.0,1.0,1.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,
10382278,home,FC Groningen,Radinio Balker,,,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,,77.0,67.0,6.0,2.0,60.0,64.0,7.0,13.0,15.0,,,,,,90.0,90.0,6.7,11.0,0,,2.0,3.0,3.0,6.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
10382278,home,FC Groningen,Jetro Willems,,,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,False,,16.0,9.0,4.0,3.0,5.0,6.0,4.0,10.0,6.0,,,,,,38.0,27.0,6.8,10.0,0,,,1.0,2.0,4.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
10382278,home,FC Groningen,Johan Hove,,,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,,53.0,34.0,8.0,3.0,15.0,18.0,19.0,35.0,9.0,,,,,,90.0,57.0,6.4,19.0,0,,2.0,1.0,5.0,1.0,,,,2.0,,,,,3.0,,,,1.0,,,,,,,,,,
10382278,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,10,175,1255,M,964154,EUR,1023408000,M,7,7,False,,21.0,15.0,1.0,1.0,6.0,7.0,9.0,14.0,3.0,,,,,,45.0,35.0,6.6,10.0,1,,,,4.0,6.0,5.0,,,2.0,,3.0,1.0,,1.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,
10382278,home,FC Groningen,Oliver Antman,,,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,21,21,False,,34.0,29.0,1.0,,5.0,6.0,24.0,29.0,4.0,,,,,,90.0,54.0,7.1,13.0,2,1.0,,,3.0,2.0,2.0,2.0,,,1.0,5.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
10382278,home,FC Groningen,Daleho Irandust,,,daleho-irandust,D. Irandust,M,,175,412,M,860148,EUR,896918400,M,10,10,False,,27.0,22.0,1.0,1.0,9.0,9.0,13.0,20.0,4.0,,,,,,65.0,37.0,6.5,11.0,0,2.0,,,4.0,2.0,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,
10382278,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,M,18,18,False,,43.0,36.0,3.0,1.0,14.0,14.0,22.0,33.0,3.0,,,,,,90.0,68.0,6.4,16.0,0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,
10382278,home,FC Groningen,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,9,9,False,,14.0,12.0,1.0,1.0,5.0,5.0,7.0,9.0,1.0,,,,,,90.0,25.0,6.6,5.0,2,,5.0,1.0,8.0,3.0,2.0,3.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,2.0,,,,,
