match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goalAssist,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox
11352349,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,21.0,16.0,10.0,5.0,14.0,17.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,28.0,6.7,5.0,0.00091118,0,0.4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352349,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,49.0,40.0,11.0,6.0,27.0,30.0,13.0,19.0,2.0,,,3.0,,,,,,90.0,61.0,6.7,10.0,0.0179544,0,,True,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352349,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,51.0,44.0,14.0,8.0,35.0,39.0,9.0,12.0,3.0,,,6.0,,,,,,90.0,56.0,6.6,8.0,0.00373925,0,,,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352349,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,53.0,48.0,3.0,2.0,39.0,42.0,9.0,11.0,5.0,,,8.0,1.0,,,,,90.0,68.0,7.3,6.0,0.00427179,2,,,,2.0,,2.0,2.0,,,,2.0,,1.0,1.0,2.0,0.151,0.6593,,,,,,,,,,,,,,
11352349,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,37.0,28.0,3.0,2.0,14.0,16.0,14.0,24.0,6.0,2.0,2.0,4.0,1.0,,,,,67.0,57.0,7.2,15.0,0.0190549,1,,,,1.0,1.0,1.0,2.0,,,,2.0,2.0,,,,0.0238,,nelsonsemedo50,3.0,1.0,1.0,1.0,,,,,,,,,
11352349,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,27,27,False,24.0,21.0,4.0,3.0,7.0,7.0,14.0,27.0,9.0,6.0,5.0,3.0,2.0,,,,,73.0,49.0,7.3,15.0,0.0360375,1,,,,,6.0,,2.0,,4.0,,,,1.0,,,0.0635,,,10.0,1.0,,1.0,,,,,,,,,
11352349,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,42.0,37.0,5.0,4.0,22.0,22.0,15.0,20.0,7.0,2.0,2.0,10.0,2.0,,,,,90.0,57.0,8.3,6.0,0.0300028,3,,,1.0,,3.0,,3.0,1.0,,,3.0,,,2.0,2.0,0.7912,1.3112,,,1.0,1.0,,1.0,,,,,,,,
11352349,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,48.0,44.0,2.0,1.0,23.0,24.0,22.0,26.0,6.0,2.0,2.0,9.0,1.0,,,,,87.0,70.0,7.3,9.0,0.098125,2,,,,1.0,5.0,,2.0,3.0,2.0,,1.0,3.0,,,3.0,0.1041,,joaogomes.01,2.0,,2.0,1.0,,1.0,1.0,,,,,,
11352349,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,43.0,39.0,3.0,2.0,20.0,20.0,21.0,31.0,11.0,5.0,5.0,3.0,3.0,,,,,87.0,79.0,7.9,14.0,0.188176,2,,,2.0,1.0,4.0,1.0,2.0,1.0,,,1.0,3.0,,,,0.0972,,r_aitnouri,8.0,1.0,2.0,4.0,,2.0,,1.0,,,,,
11352349,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,15.0,12.0,1.0,1.0,6.0,8.0,6.0,7.0,8.0,8.0,2.0,3.0,3.0,,,,,90.0,37.0,6.2,11.0,0.0392663,1,,,,,10.0,,3.0,4.0,,,1.0,2.0,1.0,,,0.2604,,Hwangso,,,,,,,,1.0,1.0,,,,
