match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonTackle,stat_dispossessed,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_punches,stat_blockedScoringAttempt,stat_goals
12437015,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,28.0,10.0,19.0,2.0,0.0,10.0,12.0,16.0,2.0,9.0,1.0,3.0,1.0,1.0,90.0,38.0,6.7,18.0,3.702e-05,0,-0.4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437015,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,34.0,24.0,5.0,3.0,0.0,18.0,20.0,14.0,4.0,4.0,,,,,90.0,48.0,7.2,12.0,0.188261,0,,6.0,2.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437015,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,49.0,38.0,11.0,5.0,0.0,26.0,34.0,15.0,6.0,4.0,,,,,90.0,63.0,7.1,12.0,0.0080124,0,,12.0,1.0,2.0,1.0,6.0,,,,2.0,,1.0,,,True,4.0,,,,,,,,,,,,,,,
12437015,home,Crystal Palace,Trevoh Chalobah,,,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,27,27,False,25.0,23.0,3.0,2.0,0.0,11.0,12.0,13.0,1.0,6.0,,,,,88.0,36.0,6.7,2.0,0.00665338,2,,12.0,,,2.0,2.0,,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.2134,0.4981,,,,,,,,,
12437015,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,2.0,,,,0.0,,1.0,1.0,1.0,,,,,,17.0,6.0,6.7,2.0,,0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,
12437015,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,22.0,17.0,4.0,2.0,0.0,11.0,13.0,9.0,1.0,5.0,,,,,60.0,25.0,6.4,6.0,0.0231479,0,,6.0,4.0,,5.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
12437015,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,27.0,23.0,4.0,2.0,0.0,11.0,12.0,15.0,2.0,10.0,,,,,90.0,44.0,6.5,9.0,0.0189128,1,,12.0,4.0,,10.0,3.0,1.0,1.0,,,1.0,,2.0,,,3.0,,1.0,,,0.0189,,,2.0,,,,,,,
12437015,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,16.0,12.0,2.0,1.0,0.0,4.0,4.0,14.0,3.0,3.0,,,,,60.0,27.0,6.9,7.0,0.00298776,0,,8.0,,,,2.0,,,,1.0,,,,,,,,,,2.0,,,2.0,,2.0,,,,,,
12437015,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,14.0,8.0,1.0,,0.0,5.0,8.0,8.0,,6.0,,,,,90.0,31.0,6.5,14.0,0.0014718,1,,3.0,4.0,1.0,8.0,3.0,3.0,,,,1.0,2.0,,,,2.0,,,1.0,,0.0761,0.337,,1.0,2.0,,,,,,
12437015,home,Crystal Palace,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,9,9,False,14.0,10.0,2.0,1.0,0.0,3.0,3.0,11.0,2.0,1.0,,,,,90.0,25.0,6.9,5.0,0.0105776,1,,7.0,3.0,,4.0,3.0,1.0,,,,,1.0,,,,3.0,,,1.0,,0.0717,0.0321,,,,1.0,,,,,
12437015,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,25.0,20.0,3.0,1.0,0.0,5.0,5.0,24.0,,5.0,,,,,90.0,40.0,6.5,15.0,0.196447,2,,16.0,3.0,,8.0,1.0,,5.0,1.0,,,1.0,,2.0,,,1.0,,2.0,,0.239,0.2941,,1.0,4.0,,1.0,1.0,,,
