match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_fouls,player_firstName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalCross,stat_accurateCross,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_lastName,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_lastManTackle
11409224,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,28.0,20.0,10.0,3.0,18.0,20.0,2.0,8.0,1.0,6.0,1.0,2.0,2.0,2.0,90.0,33.0,6.3,8.0,0.0,0.0,0.0010736,0,-1.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,56.0,49.0,5.0,2.0,15.0,15.0,34.0,41.0,,5.0,,,,,59.0,66.0,6.6,10.0,0.0,0.0,0.101228,0,,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,88.0,77.0,9.0,2.0,43.0,46.0,34.0,42.0,3.0,4.0,,,,,90.0,103.0,6.7,11.0,0.0,0.0,0.0425298,0,,4.0,7.0,5.0,1.0,,3.0,,,,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,434,M,1084880,EUR,1045180800,D,5,5,False,90.0,87.0,6.0,5.0,62.0,63.0,25.0,27.0,3.0,5.0,,,,,90.0,103.0,7.1,4.0,0.048,0.0,0.0087166,1,,4.0,7.0,6.0,,,3.0,1.0,,,2.0,2.0,1.0,3.0,Serdar Saatci,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,72.0,64.0,8.0,1.0,32.0,34.0,35.0,42.0,3.0,6.0,,,,,90.0,108.0,6.6,17.0,0.0,0.0,0.189427,0,,3.0,7.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,4.0,3.0,,,,,,,,,,,,,
11409224,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,59.0,53.0,7.0,4.0,26.0,26.0,27.0,33.0,,5.0,,,,,74.0,64.0,6.7,8.0,0.0,0.0,0.0279859,0,,1.0,3.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,18,18,False,29.0,25.0,1.0,,10.0,10.0,15.0,19.0,1.0,3.0,,,,,67.0,33.0,6.8,4.0,0.0,0.0,0.00938269,0,,,2.0,4.0,2.0,,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11409224,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,48.0,41.0,2.0,1.0,14.0,16.0,27.0,35.0,,7.0,,,,,90.0,71.0,7.8,13.0,0.5637,0.4032,0.193595,4,,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,3.0,,True,2.0,1.0,3.0,1.0,,,,,,,,
11409224,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,46.0,42.0,,,16.0,16.0,28.0,34.0,,2.0,,,,,59.0,56.0,7.3,8.0,0.0,0.0,0.344366,0,,,3.0,1.0,1.0,,,,1.0,4.0,,,,1.0,,1.0,,,,4.0,2.0,,,,,,,1.0,,,,,,
11409224,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,7,7,False,17.0,15.0,,,6.0,6.0,9.0,11.0,,4.0,,,,,67.0,36.0,6.8,8.0,0.2921,0.338,0.115038,3,,1.0,4.0,3.0,,,1.0,3.0,,,,,1.0,,,5.0,2.0,,,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,
