match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_dispossessed,stat_outfielderBlock,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,captain,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
14035933,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,34,34,False,47.0,30.0,26.0,10.0,0.0,22.0,25.0,8.0,22.0,1.0,1.0,2.0,13.0,1.0,1.0,90.0,55.0,6.4,17.0,0.00298897,0.0102,0,-0.648,0.09,0.01,-0.12,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035933,home,FCV Dender,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185,79,M,874855,EUR,833760000,D,70,70,False,38.0,32.0,1.0,1.0,0.0,17.0,20.0,15.0,18.0,1.0,2.0,3.0,5.0,,,90.0,67.0,6.7,13.0,0.209329,,1,,0.44,0.3,-0.34,,4.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,0.1753,1.0,-0.09,,,,,,,,,,,,,,,,,,,,,,
14035933,home,FCV Dender,Luc Marijnissen,Luc Marijnissen,,luc-marijnissen,L. Marijnissen,D,5,190,95,M,1086107,EUR,1042070400,D,5,5,False,57.0,47.0,6.0,3.0,0.0,30.0,33.0,17.0,24.0,3.0,4.0,5.0,2.0,,,90.0,76.0,7.5,12.0,0.0216084,,2,,-0.02,0.1,-0.3,,1.0,,8.0,,,,3.0,1.0,1.0,0.261,1.0,0.49,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8226,,,,,,,,,,,,,
14035933,home,FCV Dender,Benjamin Fredrick,Benjamin Fredrick,,fredrick-benjamin,B. Fredrick,D,22,187,956,M,1470532,EUR,1117238400,D,22,22,False,44.0,42.0,4.0,2.0,0.0,35.0,35.0,7.0,9.0,3.0,6.0,4.0,,,,90.0,56.0,6.0,3.0,0.00899014,,1,,0.16,0.11,-0.33,,,,2.0,1.0,1.0,1.0,,1.0,1.0,0.0139,,0.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,
14035933,home,FCV Dender,Luc De Fougerolles,,,luc-de-fougerolles,L. D. Fougerolles,D,44,183,331,M,1413129,EUR,1129075200,D,44,44,False,61.0,55.0,9.0,5.0,0.0,45.0,47.0,10.0,14.0,3.0,3.0,2.0,3.0,,,80.0,76.0,7.6,7.0,0.00984851,,0,,0.15,0.01,0.57,,,,10.0,,,,3.0,,4.0,,1.0,,3.0,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,
14035933,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,D,88,88,False,42.0,28.0,6.0,3.0,0.0,12.0,16.0,16.0,26.0,,2.0,3.0,6.0,,,90.0,82.0,6.5,28.0,0.308225,,2,,0.28,0.31,-0.31,,11.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.1708,4.0,0.08,,1.0,1.0,,,1.0,1.0,,0.4107,,2.0,1.0,,,,,,,,,,
14035933,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,38.0,30.0,4.0,1.0,0.0,12.0,13.0,18.0,25.0,1.0,6.0,1.0,4.0,,,90.0,63.0,6.3,14.0,0.0495334,,4,,0.17,-0.05,-0.18,,3.0,1.0,5.0,4.0,2.0,1.0,3.0,,,0.1567,1.0,0.0,,2.0,1.0,,,1.0,1.0,1.0,0.1361,,1.0,,1.0,,,,,,,,,
14035933,home,FCV Dender,Noah Mbamba,,,noah-mbamba,N. Mbamba,M,17,187,1002,M,1100321,EUR,1104883200,M,17,17,False,28.0,22.0,3.0,1.0,1.0,11.0,13.0,11.0,15.0,,3.0,,8.0,,,80.0,36.0,6.7,10.0,0.241885,,0,,0.19,0.1,-0.12,,,,2.0,2.0,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,
14035933,home,FCV Dender,Malcolm Viltard,,,viltard-malcolm,M. Viltard,M,24,176,69,M,1092285,EUR,1035417600,M,24,24,False,36.0,28.0,2.0,1.0,0.0,17.0,22.0,11.0,14.0,1.0,4.0,2.0,8.0,,,69.0,57.0,7.3,12.0,0.066185,,0,,0.32,0.11,0.21,,3.0,2.0,7.0,3.0,3.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,
14035933,home,FCV Dender,David Toševski,,,david-tosevski,D. Toševski,F,9,185,141,,1021398,EUR,995241600,F,9,9,False,13.0,9.0,,,0.0,4.0,6.0,5.0,7.0,1.0,2.0,,,,,69.0,23.0,6.4,8.0,0.00599659,,2,,-0.05,-0.36,-0.01,,,,4.0,2.0,2.0,,,3.0,1.0,0.3971,,-0.55,1.0,2.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,
