match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonContest,stat_dispossessed,stat_shotOffTarget,player_firstName,player_lastName,stat_wasFouled,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_ownGoals
10437977,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,False,,15.0,10.0,,,,1.0,10.0,14.0,1.0,59.0,22.0,6.4,7.0,1,,,,2.0,,5.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,
10437977,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,F,27,27,True,,18.0,13.0,,,3.0,4.0,10.0,14.0,4.0,31.0,30.0,8.8,7.0,3,,,,,,2.0,7.0,,6.0,,,,1.0,1.0,,,,,,2.0,5.0,1.0,1.0,,,1.0,,,2.0,,,,,,
10437977,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,True,,19.0,18.0,,,3.0,3.0,15.0,17.0,,30.0,26.0,7.0,3.0,1,1.0,1.0,,,,1.0,1.0,,,,,,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,
10437977,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,14,14,True,,6.0,5.0,,,1.0,2.0,4.0,4.0,,13.0,8.0,6.7,1.0,0,,,,1.0,1.0,2.0,3.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,Álvaro Djaló,,,,,,1.0,,,,,
10437977,home,Sporting Braga,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,88,88,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,1.0,9.0,3.0,6.9,,0,1.0,,,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10437977,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,home,Sporting Braga,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,330,M,1133258,EUR,1041292800,D,17,17,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,home,Sporting Braga,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,434,M,1084880,EUR,1045180800,D,5,5,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Serdar Saatci,,,,,,,,,,,
10437977,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,home,Sporting Braga,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,7,7,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,,27.0,13.0,18.0,4.0,11.0,14.0,2.0,13.0,5.0,90.0,34.0,5.0,16.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,Luiz Lúcio Reis Júnior,,1.0,,,,,1.0,1.0,1.0,1.0,
10437977,away,Famalicão,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,,43.0,31.0,5.0,2.0,20.0,23.0,13.0,26.0,7.0,90.0,63.0,6.9,21.0,0,,6.0,2.0,,1.0,,6.0,,,,,,5.0,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,True,36.0,31.0,1.0,,26.0,31.0,5.0,5.0,6.0,90.0,52.0,6.7,5.0,0,,,,,3.0,2.0,6.0,1.0,,,6.0,3.0,3.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,,36.0,33.0,1.0,,29.0,31.0,4.0,5.0,2.0,90.0,49.0,6.0,3.0,0,,,,,1.0,1.0,2.0,1.0,,,4.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
10437977,away,Famalicão,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,False,,27.0,19.0,2.0,1.0,10.0,12.0,10.0,17.0,5.0,90.0,54.0,5.9,15.0,0,,2.0,1.0,2.0,,6.0,2.0,,1.0,,1.0,5.0,,,,1.0,,,,,,2.0,,,,2.0,,,,,,,,,
10437977,away,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,,34.0,29.0,8.0,5.0,20.0,21.0,9.0,13.0,6.0,69.0,45.0,6.8,5.0,1,,,,,1.0,2.0,2.0,1.0,,,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
10437977,away,Famalicão,Santiago Colombatto,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,False,,43.0,37.0,4.0,2.0,18.0,20.0,19.0,27.0,8.0,88.0,57.0,7.2,11.0,1,,4.0,,,1.0,2.0,5.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,3.0,,,,2.0,,,,,1.0,1.0,,,,,,,,
10437977,away,Famalicão,Alexandru Dobre,mihai-alexandru-dobre,A. Dobre,F,29,185,768,M,897623,EUR,904435200,M,23,23,False,,17.0,13.0,,,6.0,6.0,7.0,11.0,1.0,69.0,23.0,6.8,6.0,1,,,,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,
10437977,away,Famalicão,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,,47.0,37.0,3.0,2.0,19.0,20.0,18.0,29.0,8.0,88.0,69.0,5.9,17.0,0,,2.0,,2.0,1.0,14.0,10.0,3.0,3.0,,1.0,,4.0,1.0,,4.0,,,,,,2.0,,,,5.0,,,,,,,,,
10437977,away,Famalicão,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,951986,EUR,969926400,M,10,10,False,,16.0,15.0,3.0,3.0,6.0,6.0,9.0,10.0,3.0,69.0,30.0,6.4,7.0,2,,,,2.0,,5.0,2.0,,2.0,,,,,,3.0,,1.0,,,,1.0,2.0,,,,1.0,2.0,,,,,,,,
10437977,away,Famalicão,Jhonder Cádiz,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,False,,22.0,17.0,1.0,1.0,11.0,12.0,6.0,10.0,2.0,90.0,38.0,6.9,12.0,2,1.0,,,4.0,4.0,5.0,8.0,,,,1.0,,1.0,1.0,6.0,,1.0,,,,,1.0,1.0,,,3.0,1.0,,,1.0,,,,,
10437977,away,Famalicão,Leandro Sanca,sanca-leandro,L. Sanca,M,11,184,101,M,1141665,EUR,946944000,F,9,9,True,,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,21.0,7.0,7.1,,1,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
10437977,away,Famalicão,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,True,,13.0,12.0,2.0,1.0,5.0,5.0,7.0,8.0,2.0,21.0,15.0,5.9,2.0,0,,,,2.0,,5.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,M,77,77,True,,7.0,7.0,,,1.0,1.0,6.0,6.0,2.0,21.0,14.0,6.4,1.0,1,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,Pablo Felipe Pereira de Jesus,,1.0,,,,,,,,,
10437977,away,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,True,,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,10.0,6.0,5.8,2.0,0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
10437977,away,Famalicão,Rui Fonte,rui-fonte,R. Fonte,F,,181,71,M,44235,EUR,640828800,F,17,17,True,,,,,,,,,,,10.0,1.0,6.4,1.0,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Martín Aguirregabiria,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,David Tavares,david-tavares,D. Tavares,M,8,180,264,M,878494,EUR,921801600,M,18,18,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437977,away,Famalicão,Diogo Queirós,diogo-queiros,D. Queirós,M,4,185,211,M,855665,EUR,915494400,D,2,2,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
