match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_errorLeadToAShot,stat_clearanceOffLine
12530674,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,25.0,24.0,7.0,6.0,0.0,24.0,25.0,7.0,90.0,31.0,7.0,2.0,0.00031317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530674,home,Galatasaray,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5736,M,przemek.franek_,286909,EUR,797644800,D,29,29,False,,63.0,56.0,2.0,1.0,0.0,20.0,21.0,5.0,90.0,86.0,7.2,13.0,0.233768,0,37.0,48.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530674,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,83.0,75.0,6.0,4.0,0.0,32.0,33.0,2.0,90.0,96.0,8.4,11.0,0.0484579,1,43.0,50.0,,,1.0,3.0,6.0,,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4709,0.6846,,,,,,,,,,,,,,,,,,,,
12530674,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,70.0,61.0,5.0,4.0,0.0,22.0,26.0,5.0,90.0,88.0,7.9,12.0,0.183611,2,40.0,47.0,3.0,1.0,1.0,2.0,5.0,,5.0,,1.0,,,,,1.0,3.0,3.0,1.0,0.1329,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12530674,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,,981483,EUR,962928000,D,17,17,False,,45.0,42.0,2.0,1.0,0.0,17.0,19.0,7.0,90.0,71.0,7.7,7.0,0.11912,1,26.0,29.0,3.0,1.0,2.0,2.0,4.0,,2.0,,,,1.0,,,,3.0,3.0,2.0,0.094,0.1682,1.0,1.0,,,,2.0,,,,,,,,,,,,,,
12530674,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,81.0,71.0,8.0,3.0,0.0,22.0,24.0,11.0,86.0,88.0,8.1,10.0,0.251595,5,49.0,57.0,,,2.0,4.0,4.0,1.0,,,2.0,,3.0,1.0,,,2.0,2.0,,0.4831,0.7625,,,1.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,,
12530674,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,,307284,EUR,746841600,M,99,99,False,,55.0,49.0,3.0,2.0,0.0,19.0,23.0,5.0,86.0,71.0,8.2,11.0,0.311798,2,31.0,34.0,2.0,1.0,,3.0,9.0,,2.0,1.0,4.0,,1.0,,,1.0,4.0,2.0,4.0,0.2407,0.3268,,,1.0,,3.0,4.0,,,,1.0,,,,,,,,,,
12530674,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,53.0,44.0,,,1.0,8.0,8.0,6.0,90.0,64.0,8.4,13.0,0.822633,3,36.0,47.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,2.0,0.1464,0.0206,,,2.0,,,4.0,,,,1.0,2.0,,,,,,,,,
12530674,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,34.0,28.0,1.0,1.0,1.0,7.0,7.0,2.0,68.0,62.0,8.4,19.0,1.01818,1,27.0,43.0,16.0,6.0,,2.0,3.0,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,0.0275,,1.0,,,1.0,,7.0,,,,2.0,,1.0,,,,,,,,
12530674,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,32.0,24.0,2.0,1.0,0.0,6.0,7.0,3.0,81.0,61.0,8.2,20.0,0.532296,8,20.0,33.0,8.0,2.0,1.0,8.0,5.0,,,2.0,1.0,2.0,3.0,,,,,,1.0,0.3438,0.6404,5.0,2.0,2.0,3.0,2.0,4.0,,,,2.0,,1.0,,,,,,,,
