match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,captain,stat_shotOffTarget,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,player_sofascoreId,stat_goals,stat_saves,stat_totalOffside
11369384,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,41.0,25.0,25.0,10.0,16.0,18.0,9.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,47.0,5.9,16.0,0.00358256,0,-0.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,30.0,26.0,3.0,1.0,5.0,5.0,23.0,27.0,8.0,1.0,3.0,,,,90.0,59.0,6.6,9.0,0.0911807,0,,,,2.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,62.0,53.0,17.0,10.0,35.0,35.0,18.0,27.0,2.0,4.0,2.0,1.0,,,90.0,69.0,6.3,9.0,0.00732407,0,,,,,,3.0,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369384,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,52.0,48.0,3.0,,30.0,31.0,18.0,21.0,2.0,5.0,5.0,,,,90.0,60.0,6.3,4.0,0.0487571,1,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,True,1.0,0.0168,,,,,,,,,,,
11369384,home,Osasuna,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,45.0,36.0,7.0,2.0,13.0,15.0,26.0,35.0,3.0,1.0,11.0,,,,90.0,64.0,7.1,14.0,0.28672,1,,,,5.0,3.0,,,,,2.0,2.0,2.0,1.0,2.0,,1.0,,1.0,,1.0,0.0288,1.0,1.0,,,,,,,,,
11369384,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,36.0,30.0,,,9.0,9.0,21.0,28.0,4.0,,3.0,1.0,,,89.0,44.0,6.7,7.0,0.0826936,2,,,,1.0,,4.0,,,,1.0,,,3.0,,1.0,2.0,,1.0,,2.0,0.0885,,,,,,,,,,,
11369384,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,38.0,32.0,4.0,2.0,14.0,15.0,18.0,23.0,7.0,1.0,2.0,4.0,,,75.0,50.0,7.2,6.0,0.0159177,2,,,,,,2.0,,1.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,,,0.113,,,1.0,1.0,0.169,,,,,,
11369384,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,M,9,9,False,22.0,16.0,2.0,1.0,2.0,3.0,15.0,21.0,3.0,1.0,1.0,2.0,,,75.0,32.0,6.6,8.0,0.0410761,1,,,,2.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0438,,,,1.0,,2.0,,,,,
11369384,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,32.0,27.0,,,5.0,6.0,22.0,26.0,2.0,1.0,4.0,,,,83.0,42.0,6.8,10.0,0.546042,0,,,,,,5.0,1.0,1.0,1.0,,,4.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,
11369384,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,M,15,15,False,21.0,13.0,,,1.0,2.0,12.0,21.0,4.0,,4.0,,,,83.0,29.0,6.4,12.0,0.0298262,1,,,,2.0,,3.0,,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,1.0,0.1892,,,,,,,1.0,,,,
11369384,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,13.0,7.0,,,4.0,4.0,3.0,9.0,6.0,,2.0,1.0,,,90.0,26.0,8.4,10.0,0.037562,3,,,,,,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,,1.0,,,0.6578,,,2.0,1.0,1.4218,1.0,,budimir_ante,2.0,,
11369384,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,True,12.0,11.0,,,3.0,3.0,10.0,12.0,1.0,,1.0,,,,15.0,18.0,6.8,2.0,0.137484,0,,,,3.0,2.0,,,1.0,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
11369384,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,True,12.0,12.0,,,2.0,2.0,11.0,11.0,,,,,,,15.0,18.0,6.3,1.0,0.0190301,3,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,0.2818,,,,1.0,,,1.0,,,,
11369384,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,23,23,True,8.0,4.0,,,1.0,1.0,3.0,8.0,,,,,,,15.0,13.0,6.4,7.0,0.00144237,1,,,,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,0.0347,,,,1.0,,,,,,,
11369384,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,7.0,6.0,,,,,7.0,8.0,2.0,,,,,,15.0,11.0,7.1,2.0,0.153635,0,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
11369384,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,True,8.0,7.0,1.0,1.0,,,8.0,9.0,,,,,,,8.0,9.0,6.5,1.0,0.0555455,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,Unai,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,home,Osasuna,José Manuel Arnáiz,jose-manuel-arnaiz,J. M. Arnáiz,F,11,175,337,M,824130,EUR,797904000,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369384,away,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,21.0,13.0,15.0,7.0,10.0,10.0,3.0,11.0,,1.0,11.0,,,,90.0,31.0,6.5,8.0,0.0006898,0,-0.4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11369384,away,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,50.0,46.0,1.0,,28.0,30.0,19.0,21.0,1.0,3.0,5.0,1.0,,,90.0,64.0,6.7,6.0,0.205865,0,,Arnau Martinez,,1.0,1.0,4.0,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,
11369384,away,Girona FC,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,25,25,False,43.0,39.0,3.0,1.0,31.0,32.0,8.0,11.0,1.0,2.0,4.0,1.0,,,90.0,53.0,6.7,7.0,0.0024036,0,,,,,,1.0,1.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,ericgm3,,,
11369384,away,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,63.0,58.0,5.0,3.0,27.0,29.0,31.0,34.0,4.0,3.0,7.0,1.0,,,90.0,75.0,6.9,7.0,0.0268996,0,,,,,,3.0,,2.0,2.0,1.0,,,,,3.0,,,2.0,,,,,,,,,,,,,,
11369384,away,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,M,20,20,False,15.0,13.0,,,5.0,5.0,8.0,13.0,,,1.0,,,,70.0,28.0,6.4,9.0,0.0381404,2,,,,3.0,,5.0,2.0,,,,,2.0,2.0,,1.0,,,,,2.0,0.0267,,,,,,,,yan.couto,,,
11369384,away,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,59.0,52.0,6.0,3.0,28.0,33.0,25.0,32.0,2.0,2.0,11.0,,,,90.0,79.0,7.5,14.0,0.0266121,2,,,,6.0,1.0,2.0,,,,2.0,,,,,1.0,,,1.0,True,,0.0974,,,1.0,1.0,0.4742,1.0,,AlexGarcia97,1.0,,
11369384,away,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,47.0,37.0,,,17.0,22.0,20.0,26.0,16.0,4.0,4.0,4.0,,,90.0,70.0,7.0,15.0,0.0126634,1,,,,1.0,,8.0,1.0,2.0,1.0,,,2.0,4.0,1.0,2.0,11.0,2.0,2.0,,1.0,0.1979,,,,,,,1.0,YangelHerrera8,,,1.0
11369384,away,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,M,3,3,False,35.0,28.0,2.0,1.0,14.0,19.0,17.0,24.0,4.0,3.0,6.0,2.0,,,90.0,63.0,7.1,16.0,0.0612052,0,,,,8.0,3.0,2.0,,,,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,2.0,,MGutiérrez,,,
11369384,away,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,F,23,23,False,29.0,28.0,,,12.0,13.0,16.0,16.0,,,1.0,,,,85.0,36.0,7.1,4.0,0.0266644,1,,,,,,4.0,,,,,,3.0,1.0,1.0,,,,1.0,,,0.8237,,,1.0,,0.9232,3.0,,,1.0,,1.0
11369384,away,Girona FC,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,9,9,False,13.0,10.0,,,5.0,6.0,5.0,7.0,3.0,,,1.0,,,85.0,21.0,9.0,4.0,0.197377,4,,,,,,2.0,1.0,,,,,,,2.0,1.0,2.0,,,,3.0,0.5671,2.0,2.0,1.0,,0.8786,,,tema_dovbyk,1.0,,2.0
11369384,away,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,F,16,16,False,38.0,31.0,2.0,,8.0,9.0,23.0,33.0,5.0,,7.0,3.0,,,90.0,57.0,6.7,20.0,0.101921,0,,,,4.0,,7.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,2.0,,Savinho,,,1.0
11369384,away,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,F,8,8,True,13.0,10.0,1.0,1.0,3.0,3.0,8.0,11.0,,,3.0,,,,20.0,18.0,7.3,5.0,0.0940771,1,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,0.5163,,,1.0,,0.8686,,,viktortsygankov,1.0,,
