match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_unsuccessfulTouch,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_hitWoodwork
10385750,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,24.0,14.0,17.0,7.0,8.0,8.0,6.0,16.0,1.0,7.0,1.0,2.0,90.0,31.0,6.6,11.0,0.0,0.0,0.00128522,1.0,0,-0.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385750,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,31.0,20.0,7.0,2.0,12.0,17.0,9.0,15.0,3.0,5.0,,,90.0,56.0,6.6,15.0,0.0,0.0,0.0567174,1.0,0,,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385750,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,20.0,14.0,2.0,,9.0,12.0,5.0,8.0,5.0,1.0,,,90.0,32.0,7.0,6.0,0.0,0.0,0.0016841,,0,,,,,3.0,6.0,,,,,5.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385750,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,34.0,29.0,8.0,3.0,16.0,16.0,13.0,18.0,4.0,4.0,,,80.0,44.0,6.7,6.0,0.0,0.0,0.00330489,,0,,,,,1.0,3.0,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10385750,home,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8798,M,tyrellmalacia,825839,EUR,934761600,D,12,12,False,31.0,26.0,3.0,2.0,12.0,13.0,14.0,19.0,2.0,7.0,,,90.0,50.0,6.5,9.0,0.0,0.0,0.00858283,,0,,1.0,,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,
10385750,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,False,26.0,26.0,,,12.0,12.0,14.0,14.0,4.0,5.0,,,90.0,43.0,6.5,5.0,0.0,0.0,0.0104561,,0,,,,,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,
10385750,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,41.0,33.0,6.0,3.0,12.0,15.0,23.0,28.0,,5.0,,,90.0,55.0,7.3,13.0,0.0706,0.0,0.383125,3.0,1,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
10385750,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,14.0,10.0,1.0,,2.0,4.0,8.0,11.0,,1.0,,,58.0,28.0,7.3,9.0,0.4067,1.4654,0.0114975,,3,,1.0,,,4.0,3.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,
10385750,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,30.0,22.0,3.0,2.0,9.0,11.0,13.0,19.0,2.0,7.0,,,90.0,38.0,7.7,9.0,0.2522,0.3283,0.331911,3.0,1,,,,1.0,1.0,3.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,True,1.0,,,,,,,
10385750,home,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,25,25,False,17.0,14.0,,,2.0,3.0,12.0,14.0,,3.0,,,67.0,26.0,6.4,6.0,0.0696,0.1749,0.0307696,,1,,,,,4.0,2.0,,,3.0,,,,,,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,
