match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAGoal,stat_fouls,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_lastManTackle,stat_hitWoodwork,stat_goals
12530883,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,True,25.0,18.0,13.0,6.0,0.0,14.0,15.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,3.0,3.0,2.0,2.0,90.0,34.0,7.2,7.0,0.00231944,0,1.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530883,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,False,,26.0,19.0,3.0,,0.0,12.0,14.0,8.0,16.0,1.0,1.0,4.0,,,,,,,63.0,46.0,6.8,11.0,0.0366413,0,,4.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530883,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,,51.0,48.0,3.0,2.0,0.0,38.0,39.0,10.0,12.0,1.0,3.0,2.0,,1.0,,,,,90.0,61.0,6.6,4.0,0.00554573,0,,,,2.0,4.0,,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12530883,home,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,,67.0,51.0,12.0,4.0,0.0,33.0,38.0,18.0,30.0,7.0,17.0,3.0,12.0,1.0,,,,,90.0,99.0,8.7,17.0,0.0429222,5,,1.0,,,2.0,1.0,7.0,,3.0,8.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,0.6132,0.745,,,,,,,,,,,,,
12530883,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,,52.0,42.0,4.0,1.0,0.0,18.0,21.0,25.0,34.0,,5.0,3.0,6.0,2.0,,,,,90.0,87.0,7.3,18.0,0.0714387,0,,3.0,1.0,2.0,8.0,,3.0,2.0,1.0,3.0,,3.0,1.0,,,,,,2.0,,,3.0,1.0,,,,,,,,,,,
12530883,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,17,17,False,,48.0,40.0,5.0,1.0,0.0,17.0,19.0,23.0,29.0,3.0,5.0,1.0,6.0,,,,,,86.0,58.0,7.2,8.0,0.0195178,1,,,,1.0,2.0,1.0,3.0,,,1.0,,2.0,,1.0,,1.0,,,,0.047,,,,,,,,,,,,,,
12530883,home,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187,170,M,333423,EUR,829440000,M,10,10,False,,16.0,14.0,,,0.0,,,14.0,16.0,3.0,5.0,2.0,,,,,,,73.0,28.0,6.9,5.0,0.0344748,1,,,,2.0,5.0,2.0,,2.0,,,,1.0,,2.0,,1.0,,,,0.0365,,1.0,1.0,,,1.0,,,,,,,,
12530883,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,,51.0,43.0,7.0,4.0,0.0,17.0,17.0,29.0,42.0,,4.0,2.0,2.0,2.0,,,,,90.0,74.0,7.3,17.0,0.183876,1,,8.0,3.0,3.0,5.0,,,1.0,,2.0,,1.0,,,,1.0,,,1.0,0.5165,,2.0,3.0,,,,,,,,,,,
12530883,home,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182,143,M,862672,EUR,890352000,M,14,14,False,,23.0,19.0,2.0,2.0,0.0,4.0,4.0,15.0,19.0,1.0,6.0,1.0,2.0,3.0,,,,,74.0,34.0,7.2,6.0,0.0292925,1,,,,,1.0,2.0,1.0,,,,,,1.0,2.0,,1.0,,,,0.0749,,2.0,1.0,,,,1.0,,,,,,,
12530883,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,M,99,99,False,,39.0,27.0,6.0,1.0,0.0,8.0,9.0,20.0,35.0,2.0,5.0,1.0,5.0,1.0,,,,,90.0,63.0,6.5,24.0,0.372504,1,,5.0,1.0,2.0,10.0,3.0,1.0,3.0,,2.0,,2.0,1.0,,1.0,,1.0,,1.0,0.3818,0.2442,1.0,3.0,,,,,,,,,,,
