match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_fouls,stat_dispossessed,stat_wonContest,stat_wasFouled,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_accurateCross,stat_hitWoodwork,stat_punches,stat_lastManTackle
12764364,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1541,M,849114,EUR,942710400,G,1,1,False,24.0,15.0,10.0,1.0,0.0,15.0,16.0,8.0,10.0,1.0,1.0,4.0,5.0,90.0,36.0,6.6,9.0,6.544e-05,0,1.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764364,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6128,M,1090694,EUR,993081600,D,2,2,False,49.0,28.0,8.0,2.0,0.0,14.0,20.0,33.0,6.0,,,,,90.0,82.0,7.1,28.0,0.0170569,1,,Vanderson,,14.0,4.0,1.0,3.0,5.0,9.0,3.0,1.0,1.0,2.0,1.0,4.0,6.0,3.0,2.0,0.03,0.0963,1.0,,,,,,,,,,,,,,,,,
12764364,home,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12176,M,978285,EUR,977702400,D,17,17,False,36.0,28.0,6.0,3.0,0.0,20.0,21.0,15.0,3.0,,,,,58.0,48.0,6.2,9.0,0.00377985,0,,,,8.0,,,4.0,2.0,5.0,,,,6.0,1.0,2.0,1.0,1.0,1.0,,,,stephane_singo,2.0,,,,,,,,,,,,,,,
12764364,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1906,M,281277,EUR,843264000,D,5,5,False,48.0,37.0,6.0,2.0,0.0,25.0,30.0,18.0,1.0,,,,,90.0,65.0,6.4,12.0,0.0065945,0,,,,12.0,,4.0,,5.0,3.0,,,,8.0,,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,
12764364,home,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178,3728,M,845170,EUR,870307200,D,12,12,False,11.0,8.0,1.0,,0.0,1.0,3.0,10.0,3.0,1.0,,,,57.0,29.0,6.1,7.0,0.00546965,0,,,,7.0,2.0,,,1.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
12764364,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174,20386,M,1389846,EUR,1072915200,M,15,15,False,34.0,26.0,1.0,,0.0,10.0,14.0,21.0,6.0,,,,,57.0,47.0,6.9,13.0,0.0155012,0,,Lamine Camara,,16.0,1.0,,,2.0,5.0,,1.0,,,,1.0,3.0,3.0,3.0,,,,lamine_camara_5,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12764364,home,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3240,M,770677,EUR,848448000,M,6,6,False,30.0,27.0,1.0,1.0,0.0,12.0,14.0,16.0,3.0,,,,,89.0,39.0,6.7,4.0,0.0128625,1,,,,15.0,,,,3.0,1.0,,1.0,1.0,,1.0,3.0,,,,0.0333,0.0256,,,2.0,1.0,1.0,,True,,,,,,,,,,,
12764364,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5956,M,1130939,EUR,1014595200,M,11,11,False,37.0,29.0,1.0,,0.0,8.0,8.0,31.0,4.0,,,,,90.0,56.0,6.7,18.0,0.0849987,2,,,,21.0,2.0,1.0,,4.0,4.0,,3.0,,,,,1.0,1.0,4.0,0.0839,,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,
12764364,home,AS Monaco,Eliesse Ben Seghir,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21522,M,1394353,EUR,1108512000,M,7,7,False,23.0,16.0,1.0,1.0,0.0,5.0,9.0,14.0,2.0,,,,,63.0,33.0,6.6,12.0,0.0133088,3,,,,11.0,,1.0,,5.0,2.0,,3.0,1.0,,,,,,1.0,0.8179,0.9543,,benseghir44,1.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,,
12764364,home,AS Monaco,Aleksandr Golovin,aleksandr-golovin,A. Golovin,M,10,180,8571,M,318963,EUR,833414400,M,10,10,False,51.0,41.0,3.0,2.0,1.0,16.0,18.0,36.0,9.0,,,,,90.0,61.0,7.3,14.0,0.987335,0,,,,26.0,3.0,2.0,1.0,5.0,3.0,,1.0,,,,1.0,1.0,1.0,,,,2.0,alex_golovin17,1.0,2.0,1.0,,,1.0,,,,,,,1.0,,,
