match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalClearance,stat_interceptionWon,player_sofascoreId,stat_outfielderBlock,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_clearanceOffLine,stat_goodHighClaim,stat_errorLeadToAGoal
10408473,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,28.0,19.0,15.0,7.0,17.0,20.0,2.0,8.0,2.0,1.0,1.0,4.0,90.0,35.0,7.8,10.0,0.0,0.0,0.00034107,0,0.7068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,18,18,False,35.0,29.0,,,18.0,21.0,12.0,16.0,5.0,,,,63.0,50.0,6.2,8.0,0.0,0.0,0.13948,0,,2.0,1.0,1.0,1.0,8.0,4.0,5.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,31.0,27.0,2.0,1.0,18.0,20.0,9.0,11.0,5.0,,,,64.0,35.0,6.7,5.0,0.0,0.0,0.00259203,0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,63.0,58.0,1.0,,50.0,53.0,8.0,10.0,3.0,1.0,,,90.0,66.0,7.0,6.0,0.0,0.0,0.00346213,0,,,,1.0,2.0,1.0,2.0,,,,,,1.0,,lenormand_r,1.0,,,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,12,12,False,37.0,32.0,1.0,1.0,16.0,17.0,16.0,21.0,3.0,1.0,,,90.0,61.0,6.5,13.0,0.0,0.0,0.0110611,0,,1.0,,1.0,,6.0,4.0,2.0,3.0,2.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,3,3,False,70.0,63.0,5.0,2.0,34.0,35.0,29.0,35.0,5.0,,,,90.0,78.0,6.9,8.0,0.9821,0.0,0.0311614,2,,,,1.0,,3.0,2.0,,2.0,,1.0,1.0,1.0,,martin_zubimendi,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10408473,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,22.0,15.0,,,4.0,6.0,12.0,19.0,3.0,3.0,,,74.0,42.0,7.1,16.0,0.3782,0.9476,0.04922,1,,3.0,1.0,4.0,,10.0,4.0,1.0,1.0,1.0,2.0,1.0,,,KuboTake,,,2.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,
10408473,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,42.0,38.0,8.0,6.0,18.0,18.0,20.0,24.0,2.0,1.0,,,90.0,55.0,7.0,6.0,0.0,0.0,0.0480015,0,,,,2.0,3.0,7.0,8.0,1.0,3.0,3.0,4.0,,2.0,,mikelmerino,,1.0,2.0,,,,,,,,,,,,,,,,,
10408473,home,Real Sociedad,David Silva,david-silva,D. Silva,M,,170,2751,,11781,EUR,505526400,M,21,21,False,70.0,66.0,4.0,4.0,25.0,25.0,41.0,45.0,8.0,,,,89.0,85.0,8.0,4.0,0.1809,0.4999,0.109822,1,,,,,1.0,3.0,8.0,,5.0,3.0,3.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,
10408473,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,M,10,10,False,32.0,26.0,3.0,1.0,7.0,7.0,19.0,28.0,7.0,1.0,,,90.0,49.0,6.7,11.0,0.0394,0.0,0.0630847,1,,3.0,,2.0,,6.0,5.0,3.0,2.0,1.0,2.0,,,,mikel10oyar,1.0,,1.0,2.0,,,,2.0,,,,True,1.0,,,,,,,
