match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_wasFouled,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
12436962,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,37.0,18.0,25.0,6.0,0.0,14.0,17.0,4.0,20.0,1.0,11.0,3.0,5.0,7.0,3.0,3.0,90.0,55.0,8.9,19.0,0.00127669,0,1.9013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436962,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,28.0,22.0,6.0,5.0,0.0,13.0,14.0,9.0,15.0,6.0,4.0,,,,,,90.0,41.0,7.2,7.0,0.00247728,1,,1.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.022,,,,,,,,,,,,,,,,,,
12436962,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,38.0,30.0,12.0,7.0,0.0,22.0,25.0,8.0,13.0,6.0,5.0,,,,,,90.0,52.0,7.4,10.0,0.00273411,0,,,,,,1.0,,,2.0,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,
12436962,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,31.0,24.0,5.0,1.0,0.0,18.0,21.0,6.0,10.0,5.0,3.0,,,,,,90.0,51.0,7.3,7.0,0.00159498,0,,,2.0,,3.0,5.0,,,2.0,5.0,1.0,,,,,2.0,,,,,,,,,,,,,,
12436962,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,25.0,19.0,2.0,1.0,0.0,13.0,15.0,7.0,11.0,5.0,4.0,,,,,,90.0,46.0,6.9,9.0,0.0118326,0,,1.0,5.0,2.0,6.0,5.0,,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12436962,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,15.0,12.0,,,0.0,6.0,8.0,6.0,8.0,,1.0,,,,,,45.0,19.0,6.6,5.0,0.00272295,0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
12436962,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,False,35.0,23.0,4.0,1.0,0.0,12.0,18.0,11.0,17.0,1.0,5.0,,,,,,90.0,56.0,6.9,15.0,0.017591,0,,,,,4.0,7.0,1.0,,1.0,3.0,1.0,,,1.0,1.0,2.0,,2.0,,4.0,,,,,,,,,,
12436962,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,26.0,16.0,5.0,1.0,0.0,9.0,14.0,9.0,15.0,2.0,6.0,,,,,,90.0,46.0,7.2,12.0,0.0821853,0,,3.0,1.0,2.0,3.0,6.0,1.0,,1.0,4.0,,,,1.0,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,
12436962,home,Crystal Palace,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,9,9,False,9.0,8.0,,,0.0,3.0,3.0,5.0,7.0,,2.0,,,,,,66.0,19.0,6.9,2.0,0.0109827,2,,1.0,2.0,1.0,2.0,4.0,,,,2.0,,0.1453,,,,1.0,,,,1.0,,1.0,1.0,0.1514,,,,,,
12436962,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,26.0,19.0,,,0.0,12.0,13.0,9.0,17.0,1.0,7.0,,,,,,89.0,55.0,6.0,17.0,0.129632,2,,4.0,3.0,,13.0,7.0,3.0,1.0,2.0,2.0,,0.5042,,,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,,0.1008,7.0,2.0,2.0,1.0,,
12436962,home,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,7.0,4.0,,,0.0,1.0,2.0,3.0,6.0,1.0,1.0,,,,,,45.0,11.0,6.6,6.0,0.00126595,0,,1.0,2.0,3.0,4.0,3.0,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
12436962,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,True,14.0,9.0,3.0,1.0,0.0,6.0,6.0,3.0,8.0,1.0,2.0,,,,,,45.0,17.0,6.8,5.0,0.00174825,1,,,,1.0,,1.0,,1.0,,,1.0,0.0278,,,,,,,1.0,,,,,,,,,,,
