match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalOffside,stat_unsuccessfulTouch,stat_goalAssist,stat_accurateCross,captain,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals
10438077,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,25.0,15.0,13.0,3.0,15.0,17.0,8.0,13.0,3.0,2.0,3.0,90.0,42.0,7.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438077,home,Rio Ave,Josué Sá,josue-sa,J. Sá,D,186,48,M,137982,EUR,708739200,D,23,23,False,87.0,78.0,9.0,7.0,31.0,35.0,53.0,4.0,,,,90.0,97.0,7.1,10.0,0,,,3,47.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438077,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,73.0,63.0,5.0,2.0,27.0,33.0,40.0,3.0,,,,90.0,79.0,7.0,10.0,0,,,33,36.0,,1.0,4.0,3.0,5.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
10438077,home,Rio Ave,Patrick William,patrick-william,P. William,D,186,83,M,921624,EUR,865296000,D,4,4,False,32.0,27.0,6.0,4.0,11.0,12.0,20.0,2.0,,,,45.0,34.0,6.5,5.0,1,,,,16.0,,,,4.0,,2.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10438077,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,46.0,37.0,2.0,2.0,8.0,13.0,34.0,5.0,,,,90.0,74.0,7.2,13.0,0,,,20,29.0,1.0,6.0,5.0,11.0,9.0,,,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,
10438077,home,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,177,123,M,902051,EUR,954115200,M,15,15,False,33.0,28.0,5.0,4.0,8.0,11.0,23.0,3.0,,,,69.0,40.0,6.9,8.0,1,,,8,20.0,1.0,1.0,,2.0,2.0,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
10438077,home,Rio Ave,Andreas Samaris,andreas-samaris,A. Samaris,M,189,309,,108398,EUR,613699200,M,30,30,False,64.0,59.0,8.0,7.0,27.0,28.0,37.0,7.0,,,,80.0,78.0,8.0,10.0,2,,,,33.0,1.0,,,2.0,3.0,,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,
10438077,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,57.0,53.0,5.0,4.0,16.0,17.0,42.0,5.0,,,,90.0,68.0,6.8,9.0,1,,,16,37.0,2.0,1.0,,3.0,3.0,1.0,,,1.0,,,2.0,,,,,1.0,,,2.0,,,True,1.0,,,,
10438077,home,Rio Ave,Pedro Amaral,amaral-pedro,P. Amaral,D,178,86,M,834247,EUR,872467200,M,24,24,False,66.0,61.0,3.0,3.0,23.0,25.0,48.0,2.0,,,,89.0,93.0,7.4,13.0,1,,,24,41.0,7.0,1.0,1.0,3.0,4.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,2.0,,,1.0,,3.0,,,1.0,,,
10438077,home,Rio Ave,Aziz,aziz,Aziz,F,187,741,M,984147,EUR,910656000,F,19,19,False,12.0,9.0,,,3.0,4.0,10.0,,,,,90.0,31.0,6.6,11.0,3,,,9,6.0,2.0,5.0,2.0,8.0,5.0,1.0,,,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,5.0,,,,,1.0,1.0,2.0,
10438077,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,False,11.0,10.0,,,3.0,3.0,8.0,1.0,,,,70.0,24.0,6.7,7.0,1,,,9,7.0,,2.0,,8.0,4.0,,,,,,2.0,4.0,,,,1.0,3.0,,2.0,,,,,,,,1.0,1.0
10438077,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,True,18.0,16.0,,,2.0,3.0,17.0,1.0,,,,45.0,27.0,6.6,5.0,0,,,7,14.0,2.0,,,1.0,2.0,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,
10438077,home,Rio Ave,Hernâni,hernani,Hernâni,F,181,163,M,143587,EUR,682646400,M,27,27,True,7.0,3.0,,,,1.0,6.0,1.0,,,,21.0,10.0,6.6,5.0,1,,,27,3.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,
10438077,home,Rio Ave,Leonardo Ruiz,leonardo-ruiz,L. Ruiz,F,185,112,M,605426,EUR,829785600,F,9,9,True,8.0,7.0,,,2.0,3.0,5.0,,,,,20.0,10.0,6.4,3.0,0,,,17,5.0,,,,2.0,,,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,
10438077,home,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,181,38,M,44739,EUR,567388800,M,8,8,True,22.0,21.0,2.0,2.0,3.0,3.0,19.0,,,,,10.0,23.0,6.9,1.0,0,,,,18.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
10438077,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,True,3.0,2.0,1.0,,,,3.0,,,,,1.0,3.0,,1.0,0,,,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438077,home,Rio Ave,Magrão,magrao,Magrão,G,197,176,M,1083070,EUR,958348800,G,1,1,True,,,,,,,,,,,,,,,,0,Magrão,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438077,home,Rio Ave,João Ferreira,joao-ferreira,J. Ferreira,D,185,384,M,976401,EUR,985219200,D,13,13,True,,,,,,,,,,,,,,,,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
