match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_clearanceOffLine,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_hitWoodwork
11124824,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,24.0,14.0,16.0,6.0,11.0,11.0,3.0,13.0,1.0,9.0,1.0,6.0,8.0,1.0,90.0,40.0,9.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124824,home,Standard Liège,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191,108,M,115569,EUR,702604800,D,6,6,False,41.0,29.0,11.0,3.0,21.0,29.0,9.0,13.0,3.0,7.0,,,,,90.0,55.0,7.4,12.0,0,,,True,1.0,1.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11124824,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,27.0,24.0,1.0,,22.0,24.0,2.0,3.0,3.0,4.0,,,,,90.0,43.0,7.7,5.0,0,,,,,,,2.0,2.0,1.0,,,5.0,2.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,
11124824,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,339,M,97061,EUR,737769600,D,34,34,False,30.0,24.0,5.0,2.0,16.0,20.0,8.0,10.0,4.0,7.0,,,,,81.0,41.0,6.6,6.0,0,,,,,,1.0,3.0,3.0,3.0,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11124824,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,35.0,26.0,2.0,1.0,13.0,15.0,13.0,20.0,4.0,4.0,,,,,90.0,61.0,7.9,11.0,0,,,,,,3.0,3.0,6.0,1.0,,,1.0,2.0,2.0,1.0,,,7.0,,1.0,1.0,1.0,,,,,,,,,,,
11124824,home,Standard Liège,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178,253,M,116604,EUR,724723200,M,8,8,False,45.0,38.0,4.0,3.0,19.0,20.0,19.0,25.0,,7.0,,,,,90.0,51.0,7.0,8.0,0,,,,,,,3.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11124824,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,14,14,False,46.0,40.0,3.0,3.0,17.0,21.0,23.0,25.0,1.0,6.0,,,,,80.0,58.0,7.2,9.0,0,,,,,,3.0,3.0,9.0,,1.0,,,5.0,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11124824,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,644,M,863133,EUR,893030400,M,11,11,False,37.0,29.0,7.0,4.0,11.0,15.0,18.0,24.0,2.0,5.0,,,,,90.0,62.0,6.6,18.0,0,,,,2.0,,1.0,7.0,6.0,2.0,3.0,1.0,,1.0,,3.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,
11124824,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,F,22,22,False,26.0,16.0,2.0,1.0,9.0,12.0,7.0,16.0,,3.0,,,,,66.0,36.0,6.6,16.0,1,,,,2.0,,,5.0,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,
11124824,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,10,10,False,9.0,7.0,,,2.0,2.0,5.0,7.0,,1.0,,,,,66.0,21.0,6.9,7.0,4,Noah Ohio,,,,,,8.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,3.0,3.0,,3.0,1.0,,,,,,,,,
