match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goodHighClaim
12476417,home,Bromley,Sam Long,Sam Long,,sam-long,S. Long,G,12,183.0,75,M,1064352,EUR,1037059200.0,G,12,12,False,38.0,15.0,33.0,10.0,0.0,7.0,9.0,8.0,29.0,2.0,2.0,1.0,8.0,1.0,4.0,5.0,1.0,1.0,90.0,47.0,6.7,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,
12476417,home,Bromley,Omar Sowunmi,,,omar-sowunmi,O. Sowunmi,D,5,198.0,61,M,770719,EUR,815702400.0,D,5,5,False,33.0,19.0,8.0,2.0,0.0,10.0,13.0,10.0,21.0,6.0,7.0,7.0,1.0,1.0,,,,,90.0,54.0,6.9,18.0,1,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12476417,home,Bromley,Callum Reynolds,,,callum-reynolds,C. Reynolds,D,16,188.0,4,M,76193,EUR,626659200.0,D,2,2,False,35.0,28.0,9.0,2.0,0.0,22.0,24.0,6.0,11.0,4.0,6.0,10.0,4.0,1.0,,,,,90.0,49.0,6.8,7.0,1,,,1.0,2.0,,1.0,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12476417,home,Bromley,Kamarl Grant,,,kamarl-grant,K. Grant,D,27,188.0,28,M,1186808,EUR,1043539200.0,D,16,16,False,34.0,19.0,10.0,4.0,0.0,10.0,17.0,9.0,18.0,4.0,6.0,4.0,5.0,1.0,,,,,90.0,69.0,6.3,28.0,1,1.0,,4.0,9.0,,,1.0,,,,,,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,
12476417,home,Bromley,Lewis Leigh,Lewis Leigh,,lewis-leigh,L. Leigh,M,16,172.0,30,M,1105696,EUR,1070582400.0,M,8,8,False,28.0,19.0,9.0,3.0,0.0,14.0,15.0,7.0,16.0,2.0,9.0,1.0,6.0,1.0,,,,,76.0,48.0,7.0,12.0,1,3.0,2.0,,5.0,,,1.0,1.0,,4.0,,6.0,2.0,,1.0,,,,1.0,2.0,,,,
12476417,home,Bromley,Nathan Paul-Lavaly,,,nathan-paul-lavaly,N. Paul-Lavaly,D,,,14,M,1526888,EUR,1148342400.0,M,37,37,False,15.0,9.0,3.0,1.0,0.0,4.0,7.0,5.0,11.0,1.0,9.0,2.0,2.0,2.0,,,,,90.0,46.0,6.7,17.0,0,3.0,,1.0,9.0,,,2.0,1.0,,,,6.0,4.0,2.0,3.0,3.0,,,,3.0,,,,
12476417,home,Bromley,Jude Arthurs,Jude Arthurs,,jude-arthurs,J. Arthurs,M,20,178.0,23,M,1088107,EUR,997056000.0,M,20,20,False,31.0,24.0,4.0,2.0,0.0,8.0,9.0,18.0,26.0,2.0,6.0,,5.0,1.0,,,,,90.0,44.0,7.1,11.0,1,4.0,2.0,,1.0,,,1.0,1.0,,,1.0,3.0,2.0,,,1.0,,,,,1.0,,,
12476417,home,Bromley,Cameron Congreve,Cameron Congreve,,cameron-congreve,C. Congreve,M,20,180.0,85,M,1189294,EUR,1074902400.0,M,22,22,False,16.0,14.0,1.0,1.0,0.0,3.0,3.0,12.0,15.0,,3.0,,1.0,1.0,,,,,76.0,34.0,7.0,10.0,3,2.0,1.0,2.0,3.0,1.0,,6.0,2.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,
12476417,home,Bromley,Besart Topalloj,Besart Topalloj,,besart-topalloj,B. Topalloj,D,39,,29,M,1170316,EUR,989971200.0,M,23,23,False,20.0,14.0,,,1.0,9.0,11.0,8.0,13.0,4.0,8.0,1.0,3.0,4.0,,,,,76.0,32.0,7.2,7.0,0,4.0,3.0,,2.0,,,,2.0,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,
12476417,home,Bromley,Marcus Dinanga,,,marcus-dinanga,M. Dinanga,F,10,180.0,23,M,887277,EUR,867628800.0,F,10,10,False,13.0,11.0,,,0.0,5.0,6.0,6.0,7.0,,1.0,,2.0,,,,,,90.0,18.0,6.6,4.0,1,,,5.0,7.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,
12476417,home,Bromley,Levi Amantchi,,,levi-amantchi,L. Amantchi,F,15,193.0,58,M,943670,EUR,975196800.0,F,19,19,False,11.0,4.0,,,0.0,,,4.0,11.0,6.0,6.0,2.0,,,,,,,76.0,22.0,7.2,13.0,1,,,8.0,10.0,,,4.0,,,,,,,2.0,,,,,1.0,,,,1.0,
12476417,home,Bromley,Idris Odutayo,Idris Odutayo,,idris-odutayo,I. Odutayo,D,30,185.0,42,M,1065256,EUR,1035590400.0,D,30,30,True,13.0,7.0,1.0,,0.0,,3.0,7.0,11.0,,,,4.0,,,,,,14.0,16.0,6.6,9.0,0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
12476417,home,Bromley,Ashley Charles,,,ashley-charles,A. Charles,M,4,178.0,13,M,977721,EUR,926726400.0,M,4,4,True,9.0,9.0,,,0.0,2.0,2.0,7.0,7.0,,,,3.0,,,,,,14.0,11.0,6.4,,0,,,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,
12476417,home,Bromley,Olufela Olomola,,,olufela-olomola,O. Olomola,F,9,170.0,30,M,833970,EUR,873417600.0,F,29,29,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,14.0,6.0,6.6,1.0,1,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,
12476417,home,Bromley,Michael Cheek,,,michael-cheek,M. Cheek,F,9,186.0,249,M,383458,EUR,682905600.0,F,9,9,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,2.0,,,1.0,,,,,14.0,5.0,6.7,2.0,0,,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12476417,home,Bromley,David Aziaya,David,Aziaya,david-aziaya,D. Aziaya,G,21,197.0,176,M,1394091,EUR,1091491200.0,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
