match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_wonContest,stat_totalOffside,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId
12514076,home,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,False,24.0,19.0,8.0,3.0,0.0,17.0,19.0,2.0,5.0,1.0,2.0,3.0,12.0,1.0,3.0,1.0,1.0,1.0,90.0,39.0,7.4,5.0,0.00031802,0,0.1346,,,,,,,,,,,,,,,,,,,,,,,,,
12514076,home,Famalicão,Calegari,calegari,Calegari,D,2,171,471,M,988906,EUR,1014768000,D,2,2,False,32.0,27.0,4.0,3.0,0.0,19.0,21.0,8.0,11.0,,4.0,1.0,5.0,1.0,,,,,90.0,45.0,6.8,6.0,0.0116405,0,,,,3.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,
12514076,home,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,49.0,36.0,8.0,4.0,0.0,30.0,33.0,6.0,16.0,2.0,5.0,6.0,,2.0,,,,,90.0,60.0,7.3,14.0,0.00615361,0,,,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,
12514076,home,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,59.0,52.0,5.0,3.0,0.0,37.0,38.0,15.0,21.0,5.0,8.0,2.0,1.0,1.0,,,,,90.0,74.0,7.3,10.0,0.0129762,1,,,,3.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0384,,,,,,,,,,
12514076,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,39.0,32.0,5.0,3.0,0.0,13.0,14.0,21.0,32.0,,3.0,1.0,3.0,,,,,,90.0,68.0,7.4,14.0,0.0925723,0,,,,4.0,1.0,2.0,2.0,3.0,,1.0,1.0,,1.0,,2.0,,7.0,2.0,1.0,1.0,1.0,,,,,
12514076,home,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,46.0,39.0,11.0,7.0,0.0,20.0,23.0,20.0,24.0,1.0,8.0,3.0,9.0,2.0,,,,,89.0,63.0,7.3,8.0,0.0464947,0,,,,3.0,3.0,2.0,,1.0,,3.0,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,
12514076,home,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,44.0,40.0,5.0,5.0,0.0,22.0,23.0,18.0,22.0,1.0,3.0,2.0,2.0,,,,,,90.0,56.0,7.0,8.0,0.0219747,0,,,,5.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,
12514076,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,23.0,17.0,,,0.0,4.0,4.0,14.0,20.0,1.0,8.0,1.0,5.0,,,,,,84.0,42.0,7.7,8.0,0.0677233,2,,,,4.0,5.0,2.0,1.0,1.0,,5.0,,,1.0,1.0,1.0,0.0796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2109,
12514076,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,20.0,16.0,2.0,2.0,0.0,8.0,10.0,8.0,10.0,,,1.0,3.0,,,,,,60.0,24.0,6.3,7.0,0.00613294,0,,,,8.0,1.0,,,4.0,,,,,,,,,,,,1.0,,2.0,,,,
12514076,home,Famalicão,Otso Liimatta,liimatta-otso,O. Liimatta,M,8,169,288,M,1123032,EUR,1089417600,M,18,18,False,16.0,10.0,,,0.0,3.0,6.0,7.0,11.0,,2.0,,2.0,2.0,,,,,60.0,30.0,6.3,13.0,0.00866549,0,,,,5.0,3.0,,,1.0,,,,,,,3.0,,1.0,,1.0,,,,,,,
