match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyConceded,player_sofascoreId,captain,stat_punches,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyWon
12499273,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,47.0,35.0,26.0,14.0,0.0,24.0,26.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,8.0,90.0,62.0,9.2,13.0,0.0384073,0,3.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499273,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182.0,371,M,139235,EUR,760320000,D,61,61,False,25.0,21.0,3.0,2.0,0.0,17.0,18.0,5.0,8.0,,3.0,,,,1.0,,,,,,67.0,35.0,6.4,6.0,0.222103,0,,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499273,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188.0,1248,M,1089453,EUR,918518400,D,23,23,False,29.0,21.0,6.0,3.0,0.0,15.0,20.0,6.0,9.0,1.0,5.0,6.0,,5.0,4.0,,,,,,90.0,44.0,6.8,9.0,0.00337149,0,,,,3.0,1.0,,4.0,,,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499273,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189.0,5428,M,259995,EUR,757468800,D,5,5,False,35.0,30.0,7.0,4.0,0.0,22.0,24.0,8.0,11.0,3.0,3.0,6.0,1.0,6.0,1.0,,,,,,90.0,46.0,6.8,5.0,0.00438969,0,,,,,,,,,,,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
12499273,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187.0,1424,M,798147,EUR,791596800,M,27,27,False,34.0,25.0,3.0,2.0,0.0,15.0,18.0,10.0,17.0,1.0,1.0,1.0,,,,,,,,,78.0,41.0,6.5,11.0,0.00882015,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499273,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,930189,EUR,998352000,M,28,28,False,30.0,24.0,2.0,,0.0,18.0,18.0,6.0,12.0,,,5.0,,1.0,6.0,,,,,,89.0,40.0,7.0,7.0,0.00421258,1,,,,,1.0,,,,1.0,,1.0,,3.0,,,,,1.0,1.0,1.0,0.0174,,,,,,,,,,,,,,,
12499273,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176.0,2109,M,189135,EUR,791683200,M,77,77,False,19.0,17.0,3.0,3.0,0.0,11.0,12.0,6.0,7.0,1.0,7.0,5.0,,3.0,6.0,,,,,,90.0,34.0,6.7,5.0,0.00253433,0,,,,2.0,1.0,,1.0,,1.0,,4.0,4.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,
12499273,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185.0,1776,M,877371,EUR,984787200,M,8,8,False,40.0,34.0,1.0,1.0,0.0,17.0,19.0,17.0,22.0,,6.0,3.0,,,4.0,,,,,,90.0,49.0,7.4,9.0,0.0391284,2,,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,0.5421,2.0,1.0,1.0,1.0,0.5302,,,,,,,,,,
12499273,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180.0,1014,M,233826,EUR,827625600,M,20,20,False,35.0,30.0,4.0,3.0,0.0,16.0,19.0,15.0,22.0,,2.0,1.0,,4.0,2.0,,,,,,90.0,52.0,6.3,11.0,0.0794372,3,,6.0,1.0,,2.0,,,,,1.0,,,,1.0,,,,1.0,1.0,,0.3068,,2.0,,,,1.0,1.0,,,,,,,,
12499273,home,Torino,Che Adams,che-adams,C. Adams,F,19,175.0,2940,M,773409,EUR,837216000,F,18,18,False,27.0,20.0,2.0,,1.0,11.0,12.0,9.0,15.0,,3.0,5.0,,,2.0,,,,,,89.0,41.0,8.7,13.0,0.260143,2,,,,1.0,1.0,1.0,,,5.0,3.0,1.0,1.0,4.0,1.0,,,,,,,0.8937,,,2.0,1.0,1.2552,,,,,,,,,,
12499273,home,Torino,Duván Zapata,duvan-zapata,D. Zapata,F,91,189.0,6003,M,38162,EUR,670464000,F,91,91,False,14.0,11.0,1.0,,0.0,6.0,7.0,5.0,7.0,1.0,6.0,4.0,,1.0,4.0,,,,,,90.0,30.0,6.6,4.0,0.0126537,5,,,,5.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,0.8374,,1.0,4.0,,0.6124,3.0,,duvanzapata91,True,,,,,,
